Date,MVRV-Z Score
2013-12-16,2.905788
2013-12-17,2.917028
2013-12-18,1.843623
2013-12-19,2.90735
2013-12-20,2.317133
2013-12-21,2.255502
2013-12-22,2.390542
2013-12-23,2.656394
2013-12-24,2.559328
2013-12-25,2.716116
2013-12-26,3.152337
2013-12-27,2.942872
2013-12-28,2.877709
2013-12-29,2.927826
2013-12-30,2.959605
2013-12-31,2.899017
2014-01-01,3.020597
2014-01-02,3.191084
2014-01-03,3.292431
2014-01-04,3.366422
2014-01-05,3.762031
2014-01-06,3.783884
2014-01-07,3.093937
2014-01-08,3.15691
2014-01-09,3.18957
2014-01-10,3.287303
2014-01-11,3.451942
2014-01-12,3.166951
2014-01-13,3.015048
2014-01-14,2.945837
2014-01-15,3.058416
2014-01-16,2.893126
2014-01-17,2.747138
2014-01-18,2.821072
2014-01-19,2.953879
2014-01-20,2.879788
2014-01-21,2.832082
2014-01-22,2.784375
2014-01-23,2.723943
2014-01-24,2.548984
2014-01-25,2.654166
2014-01-26,2.689955
2014-01-27,2.305144
2014-01-28,2.535902
2014-01-29,2.536178
2014-01-30,2.551897
2014-01-31,2.556621
2014-02-01,2.588034
2014-02-02,2.579606
2014-02-03,2.527416
2014-02-04,2.480192
2014-02-05,2.340914
2014-02-06,2.226875
2014-02-07,1.965128
2014-02-08,1.794016
2014-02-09,1.835755
2014-02-10,1.820358
2014-02-11,1.750263
2014-02-12,1.659342
2014-02-13,1.458454
2014-02-14,1.723558
2014-02-15,1.649398
2014-02-16,1.495991
2014-02-17,1.532392
2014-02-18,1.509611
2014-02-19,1.490936
2014-02-20,1.204062
2014-02-21,1.281252
2014-02-22,1.407261
2014-02-23,1.418637
2014-02-24,1.102133
2014-02-25,1.071903
2014-02-26,1.324465
2014-02-27,1.313426
2014-02-28,1.147629
2014-03-01,1.224339
2014-03-02,1.181471
2014-03-03,1.729823
2014-03-04,1.715385
2014-03-05,1.689167
2014-03-06,1.670166
2014-03-07,1.451816
2014-03-08,1.400069
2014-03-09,1.457591
2014-03-10,1.394276
2014-03-11,1.415633
2014-03-12,1.414056
2014-03-13,1.450152
2014-03-14,1.378787
2014-03-15,1.412089
2014-03-16,1.399488
2014-03-17,1.344479
2014-03-18,1.302399
2014-03-19,1.282549
2014-03-20,1.172912
2014-03-21,1.089204
2014-03-22,1.064927
2014-03-23,1.037897
2014-03-24,1.154424
2014-03-25,1.145909
2014-03-26,1.123557
2014-03-27,0.690179
2014-03-28,0.762218
2014-03-29,0.721176
2014-03-30,0.584805
2014-03-31,0.571701
2014-04-01,0.679483
2014-04-02,0.500606
2014-04-03,0.54828
2014-04-04,0.550536
2014-04-05,0.609626
2014-04-06,0.595499
2014-04-07,0.550931
2014-04-08,0.570596
2014-04-09,0.525164
2014-04-10,0.189472
2014-04-11,0.441992
2014-04-12,0.452797
2014-04-13,0.417114
2014-04-14,0.61892
2014-04-15,0.890165
2014-04-16,0.927476
2014-04-17,0.782621
2014-04-18,0.707695
2014-04-19,0.80311
2014-04-20,0.790828
2014-04-21,0.774615
2014-04-22,0.736394
2014-04-23,0.738591
2014-04-24,0.794365
2014-04-25,0.629565
2014-04-26,0.597301
2014-04-27,0.505376
2014-04-28,0.519762
2014-04-29,0.547959
2014-04-30,0.553289
2014-05-01,0.603905
2014-05-02,0.567983
2014-05-03,0.508801
2014-05-04,0.498903
2014-05-05,0.480305
2014-05-06,0.471496
2014-05-07,0.525971
2014-05-08,0.518081
2014-05-09,0.572911
2014-05-10,0.590896
2014-05-11,0.511857
2014-05-12,0.521961
2014-05-13,0.512198
2014-05-14,0.538912
2014-05-15,0.548492
2014-05-16,0.556945
2014-05-17,0.558998
2014-05-18,0.548626
2014-05-19,0.550852
2014-05-20,0.741278
2014-05-21,0.755987
2014-05-22,0.90032
2014-05-23,0.884755
2014-05-24,0.900173
2014-05-25,1.099244
2014-05-26,1.14794
2014-05-27,1.085653
2014-05-28,1.106318
2014-05-29,1.065166
2014-05-30,1.278659
2014-05-31,1.305383
2014-06-01,1.310962
2014-06-02,1.451554
2014-06-03,1.484928
2014-06-04,1.355288
2014-06-05,1.428245
2014-06-06,1.375458
2014-06-07,1.4014
2014-06-08,1.402156
2014-06-09,1.355709
2014-06-10,1.362264
2014-06-11,1.274157
2014-06-12,1.079611
2014-06-13,1.099462
2014-06-14,1.005285
2014-06-15,1.065676
2014-06-16,1.067496
2014-06-17,1.146152
2014-06-18,1.137999
2014-06-19,1.085128
2014-06-20,1.065389
2014-06-21,1.069317
2014-06-22,1.097334
2014-06-23,1.051661
2014-06-24,1.008523
2014-06-25,0.931572
2014-06-26,1.009014
2014-06-27,1.09265
2014-06-28,1.064257
2014-06-29,1.087993
2014-06-30,1.247474
2014-07-01,1.260583
2014-07-02,1.290156
2014-07-03,1.265054
2014-07-04,1.195318
2014-07-05,1.192502
2014-07-06,1.208376
2014-07-07,1.1558
2014-07-08,1.162841
2014-07-09,1.146605
2014-07-10,1.121544
2014-07-11,1.19576
2014-07-12,1.204002
2014-07-13,1.17221
2014-07-14,1.125425
2014-07-15,1.135152
2014-07-16,1.110065
2014-07-17,1.141346
2014-07-18,1.166657
2014-07-19,1.158781
2014-07-20,1.140409
2014-07-21,1.120998
2014-07-22,1.113111
2014-07-23,1.110294
2014-07-24,1.037998
2014-07-25,1.031324
2014-07-26,1.001521
2014-07-27,0.987342
2014-07-28,0.96958
2014-07-29,0.955123
2014-07-30,0.866686
2014-07-31,0.944909
2014-08-01,1.003161
2014-08-02,0.973746
2014-08-03,0.960456
2014-08-04,0.961712
2014-08-05,0.928408
2014-08-06,0.928999
2014-08-07,0.943557
2014-08-08,0.954854
2014-08-09,0.953348
2014-08-10,0.953809
2014-08-11,0.887099
2014-08-12,0.865266
2014-08-13,0.782373
2014-08-14,0.605567
2014-08-15,0.586397
2014-08-16,0.674881
2014-08-17,0.575151
2014-08-18,0.459417
2014-08-19,0.533828
2014-08-20,0.650642
2014-08-21,0.668218
2014-08-22,0.654933
2014-08-23,0.576966
2014-08-24,0.623647
2014-08-25,0.595405
2014-08-26,0.637409
2014-08-27,0.630464
2014-08-28,0.620923
2014-08-29,0.632257
2014-08-30,0.60081
2014-08-31,0.506599
2014-09-01,0.489932
2014-09-02,0.490605
2014-09-03,0.488909
2014-09-04,0.553025
2014-09-05,0.507852
2014-09-06,0.515369
2014-09-07,0.506903
2014-09-08,0.468555
2014-09-09,0.488514
2014-09-10,0.506879
2014-09-11,0.505057
2014-09-12,0.492436
2014-09-13,0.508803
2014-09-14,0.499122
2014-09-15,0.487265
2014-09-16,0.452697
2014-09-17,0.42055
2014-09-18,0.301367
2014-09-19,0.168779
2014-09-20,0.243205
2014-09-21,0.199981
2014-09-22,0.203021
2014-09-23,0.359208
2014-09-24,0.29868
2014-09-25,0.240894
2014-09-26,0.225518
2014-09-27,0.206875
2014-09-28,0.103602
2014-09-29,0.097296
2014-09-30,0.165817
2014-10-01,0.141067
2014-10-02,0.099358
2014-10-03,0.042569
2014-10-04,-0.074475
2014-10-05,-0.098629
2014-10-06,-0.070434
2014-10-07,-0.040767
2014-10-08,0.045806
2014-10-09,0.078245
2014-10-10,0.067902
2014-10-11,0.081486
2014-10-12,0.148722
2014-10-13,0.205518
2014-10-14,0.2422
2014-10-15,0.219185
2014-10-16,0.16796
2014-10-17,0.169035
2014-10-18,0.206858
2014-10-19,0.196013
2014-10-20,0.165228
2014-10-21,0.18237
2014-10-22,0.164609
2014-10-23,0.068218
2014-10-24,0.070816
2014-10-25,0.023045
2014-10-26,0.054072
2014-10-27,0.042654
2014-10-28,0.062647
2014-10-29,-0.023446
2014-10-30,0.023844
2014-10-31,-0.004615
2014-11-01,-0.057431
2014-11-02,-0.05718
2014-11-03,-0.05112
2014-11-04,-0.03118
2014-11-05,0.007947
2014-11-06,0.051731
2014-11-07,0.021003
2014-11-08,0.036082
2014-11-09,0.112661
2014-11-10,0.120597
2014-11-11,0.130871
2014-11-12,0.359412
2014-11-13,0.352087
2014-11-14,0.253379
2014-11-15,0.167925
2014-11-16,0.219406
2014-11-17,0.209217
2014-11-18,0.152598
2014-11-19,0.169754
2014-11-20,0.081247
2014-11-21,0.059515
2014-11-22,0.067132
2014-11-23,0.132067
2014-11-24,0.17102
2014-11-25,0.170508
2014-11-26,0.132236
2014-11-27,0.141027
2014-11-28,0.190014
2014-11-29,0.182628
2014-11-30,0.193632
2014-12-01,0.195744
2014-12-02,0.213698
2014-12-03,0.184085
2014-12-04,0.158434
2014-12-05,0.199145
2014-12-06,0.185344
2014-12-07,0.191983
2014-12-08,0.145987
2014-12-09,0.094758
2014-12-10,0.084491
2014-12-11,0.088478
2014-12-12,0.108606
2014-12-13,0.092171
2014-12-14,0.121533
2014-12-15,0.084292
2014-12-16,0.006561
2014-12-17,-0.027529
2014-12-18,-0.054736
2014-12-19,-0.033203
2014-12-20,0.018213
2014-12-21,-0.016993
2014-12-22,0.029913
2014-12-23,0.054782
2014-12-24,-0.000538
2014-12-25,-0.017326
2014-12-26,0.026746
2014-12-27,-0.029427
2014-12-28,-0.023884
2014-12-29,-0.039741
2014-12-30,-0.044542
2014-12-31,0.001289
2015-01-01,-0.023779
2015-01-02,-0.018351
2015-01-03,-0.145207
2015-01-04,-0.238561
2015-01-05,-0.185525
2015-01-06,-0.13138
2015-01-07,-0.088133
2015-01-08,-0.141727
2015-01-09,-0.103787
2015-01-10,-0.172517
2015-01-11,-0.203991
2015-01-12,-0.202754
2015-01-13,-0.389571
2015-01-14,-0.589158
2015-01-15,-0.429533
2015-01-16,-0.448383
2015-01-17,-0.480879
2015-01-18,-0.431363
2015-01-19,-0.405826
2015-01-20,-0.426197
2015-01-21,-0.349811
2015-01-22,-0.324762
2015-01-23,-0.326473
2015-01-24,-0.25755
2015-01-25,-0.233914
2015-01-26,-0.1454
2015-01-27,-0.184848
2015-01-28,-0.30999
2015-01-29,-0.316357
2015-01-30,-0.336865
2015-01-31,-0.385026
2015-02-01,-0.342079
2015-02-02,-0.284827
2015-02-03,-0.33794
2015-02-04,-0.341226
2015-02-05,-0.38235
2015-02-06,-0.357058
2015-02-07,-0.330738
2015-02-08,-0.35056
2015-02-09,-0.363775
2015-02-10,-0.362684
2015-02-11,-0.367407
2015-02-12,-0.353555
2015-02-13,-0.292153
2015-02-14,-0.199737
2015-02-15,-0.30117
2015-02-16,-0.297896
2015-02-17,-0.258992
2015-02-18,-0.293556
2015-02-19,-0.264876
2015-02-20,-0.250725
2015-02-21,-0.250384
2015-02-22,-0.289185
2015-02-23,-0.277839
2015-02-24,-0.273667
2015-02-25,-0.279277
2015-02-26,-0.284186
2015-02-27,-0.204502
2015-02-28,-0.204864
2015-03-01,-0.18048
2015-03-02,-0.111458
2015-03-03,-0.08146
2015-03-04,-0.122653
2015-03-05,-0.109328
2015-03-06,-0.122585
2015-03-07,-0.107372
2015-03-08,-0.110372
2015-03-09,-0.043088
2015-03-10,-0.03605
2015-03-11,-0.01741
2015-03-12,-0.024983
2015-03-13,-0.067149
2015-03-14,-0.077334
2015-03-15,-0.060862
2015-03-16,-0.041937
2015-03-17,-0.069429
2015-03-18,-0.192471
2015-03-19,-0.170111
2015-03-20,-0.165714
2015-03-21,-0.173473
2015-03-22,-0.138707
2015-03-23,-0.147793
2015-03-24,-0.235936
2015-03-25,-0.235403
2015-03-26,-0.222041
2015-03-27,-0.231024
2015-03-28,-0.204565
2015-03-29,-0.250333
2015-03-30,-0.225542
2015-03-31,-0.241353
2015-04-01,-0.227079
2015-04-02,-0.198325
2015-04-03,-0.192392
2015-04-04,-0.196443
2015-04-05,-0.164151
2015-04-06,-0.185414
2015-04-07,-0.192054
2015-04-08,-0.232223
2015-04-09,-0.23995
2015-04-10,-0.272713
2015-04-11,-0.265476
2015-04-12,-0.265988
2015-04-13,-0.31693
2015-04-14,-0.341795
2015-04-15,-0.321708
2015-04-16,-0.297777
2015-04-17,-0.323015
2015-04-18,-0.320064
2015-04-19,-0.320429
2015-04-20,-0.312427
2015-04-21,-0.2663
2015-04-22,-0.271097
2015-04-23,-0.26169
2015-04-24,-0.28161
2015-04-25,-0.304147
2015-04-26,-0.330654
2015-04-27,-0.298909
2015-04-28,-0.306698
2015-04-29,-0.305864
2015-04-30,-0.257304
2015-05-01,-0.27339
2015-05-02,-0.260579
2015-05-03,-0.23823
2015-05-04,-0.244955
2015-05-05,-0.258042
2015-05-06,-0.287667
2015-05-07,-0.252316
2015-05-08,-0.219156
2015-05-09,-0.226877
2015-05-10,-0.235753
2015-05-11,-0.227707
2015-05-12,-0.227478
2015-05-13,-0.253143
2015-05-14,-0.250818
2015-05-15,-0.248211
2015-05-16,-0.255724
2015-05-17,-0.250343
2015-05-18,-0.268693
2015-05-19,-0.2725
2015-05-20,-0.262175
2015-05-21,-0.255742
2015-05-22,-0.233485
2015-05-23,-0.239484
2015-05-24,-0.23141
2015-05-25,-0.247955
2015-05-26,-0.248609
2015-05-27,-0.246203
2015-05-28,-0.246701
2015-05-29,-0.248032
2015-05-30,-0.261934
2015-05-31,-0.276764
2015-06-01,-0.303935
2015-06-02,-0.293599
2015-06-03,-0.293357
2015-06-04,-0.300764
2015-06-05,-0.295019
2015-06-06,-0.292929
2015-06-07,-0.300145
2015-06-08,-0.275118
2015-06-09,-0.272284
2015-06-10,-0.275367
2015-06-11,-0.270101
2015-06-12,-0.26918
2015-06-13,-0.253696
2015-06-14,-0.25579
2015-06-15,-0.23576
2015-06-16,-0.168336
2015-06-17,-0.184399
2015-06-18,-0.179272
2015-06-19,-0.199022
2015-06-20,-0.195491
2015-06-21,-0.201674
2015-06-22,-0.188974
2015-06-23,-0.202087
2015-06-24,-0.219056
2015-06-25,-0.209775
2015-06-26,-0.2067
2015-06-27,-0.166654
2015-06-28,-0.178381
2015-06-29,-0.142987
2015-06-30,-0.109953
2015-07-01,-0.137378
2015-07-02,-0.15257
2015-07-03,-0.144274
2015-07-04,-0.12353
2015-07-05,-0.072592
2015-07-06,-0.083147
2015-07-07,-0.096354
2015-07-08,-0.077172
2015-07-09,-0.080272
2015-07-10,-0.006146
2015-07-11,0.032929
2015-07-12,0.114278
2015-07-13,0.025042
2015-07-14,0.001778
2015-07-15,-0.006938
2015-07-16,-0.041502
2015-07-17,-0.034426
2015-07-18,-0.046909
2015-07-19,-0.056654
2015-07-20,-0.037326
2015-07-21,-0.048738
2015-07-22,-0.043391
2015-07-23,-0.048049
2015-07-24,0.010922
2015-07-25,0.011369
2015-07-26,0.029207
2015-07-27,0.03425
2015-07-28,0.038713
2015-07-29,0.012516
2015-07-30,0.005167
2015-07-31,-0.012402
2015-08-01,-0.026302
2015-08-02,-0.02268
2015-08-03,-0.023728
2015-08-04,-0.008307
2015-08-05,-0.022291
2015-08-06,-0.038142
2015-08-07,-0.035578
2015-08-08,-0.121818
2015-08-09,-0.091749
2015-08-10,-0.0981
2015-08-11,-0.066943
2015-08-12,-0.08248
2015-08-13,-0.098639
2015-08-14,-0.090231
2015-08-15,-0.110864
2015-08-16,-0.12434
2015-08-17,-0.128217
2015-08-18,-0.318008
2015-08-19,-0.271377
2015-08-20,-0.229923
2015-08-21,-0.241816
2015-08-22,-0.251571
2015-08-23,-0.261094
2015-08-24,-0.338495
2015-08-25,-0.279944
2015-08-26,-0.260399
2015-08-27,-0.265829
2015-08-28,-0.230925
2015-08-29,-0.241807
2015-08-30,-0.24557
2015-08-31,-0.23732
2015-09-01,-0.250136
2015-09-02,-0.242138
2015-09-03,-0.252808
2015-09-04,-0.232839
2015-09-05,-0.209917
2015-09-06,-0.186124
2015-09-07,-0.187078
2015-09-08,-0.170069
2015-09-09,-0.196475
2015-09-10,-0.195328
2015-09-11,-0.185057
2015-09-12,-0.206774
2015-09-13,-0.234715
2015-09-14,-0.232262
2015-09-15,-0.234607
2015-09-16,-0.240937
2015-09-17,-0.220568
2015-09-18,-0.220625
2015-09-19,-0.22501
2015-09-20,-0.229102
2015-09-21,-0.251538
2015-09-22,-0.232472
2015-09-23,-0.233639
2015-09-24,-0.213186
2015-09-25,-0.207122
2015-09-26,-0.211694
2015-09-27,-0.218251
2015-09-28,-0.184681
2015-09-29,-0.197838
2015-09-30,-0.200668
2015-10-01,-0.193001
2015-10-02,-0.194512
2015-10-03,-0.185759
2015-10-04,-0.186763
2015-10-05,-0.179682
2015-10-06,-0.150396
2015-10-07,-0.165352
2015-10-08,-0.168298
2015-10-09,-0.161365
2015-10-10,-0.153822
2015-10-11,-0.141093
2015-10-12,-0.151537
2015-10-13,-0.130249
2015-10-14,-0.116093
2015-10-15,-0.108598
2015-10-16,-0.069438
2015-10-17,-0.024713
2015-10-18,-0.066703
2015-10-19,-0.062412
2015-10-20,-0.031385
2015-10-21,-0.045408
2015-10-22,-0.009232
2015-10-23,0.00593
2015-10-24,0.030019
2015-10-25,0.041352
2015-10-26,0.044019
2015-10-27,0.086527
2015-10-28,0.128627
2015-10-29,0.177556
2015-10-30,0.24054
2015-10-31,0.167203
2015-11-01,0.243589
2015-11-02,0.41093
2015-11-03,0.582391
2015-11-04,0.594711
2015-11-05,0.483799
2015-11-06,0.426727
2015-11-07,0.4907
2015-11-08,0.420649
2015-11-09,0.458502
2015-11-10,0.250228
2015-11-11,0.109994
2015-11-12,0.252132
2015-11-13,0.250018
2015-11-14,0.22882
2015-11-15,0.164103
2015-11-16,0.220329
2015-11-17,0.24176
2015-11-18,0.240871
2015-11-19,0.193711
2015-11-20,0.172614
2015-11-21,0.192525
2015-11-22,0.18122
2015-11-23,0.17794
2015-11-24,0.162868
2015-11-25,0.207813
2015-11-26,0.342766
2015-11-27,0.35635
2015-11-28,0.342304
2015-11-29,0.417223
2015-11-30,0.442897
2015-12-01,0.368216
2015-12-02,0.351327
2015-12-03,0.36107
2015-12-04,0.370629
2015-12-05,0.499755
2015-12-06,0.517081
2015-12-07,0.524885
2015-12-08,0.614524
2015-12-09,0.628004
2015-12-10,0.616534
2015-12-11,0.8028
2015-12-12,0.710351
2015-12-13,0.701787
2015-12-14,0.740532
2015-12-15,0.844468
2015-12-16,0.790227
2015-12-17,0.798622
2015-12-18,0.830238
2015-12-19,0.819103
2015-12-20,0.721711
2015-12-21,0.698638
2015-12-22,0.685837
2015-12-23,0.72105
2015-12-24,0.7853
2015-12-25,0.781767
2015-12-26,0.594062
2015-12-27,0.6167
2015-12-28,0.608484
2015-12-29,0.659784
2015-12-30,0.632809
2015-12-31,0.649517
2016-01-01,0.674243
2016-01-02,0.672656
2016-01-03,0.650046
2016-01-04,0.66592
2016-01-05,0.661238
2016-01-06,0.650585
2016-01-07,0.788669
2016-01-08,0.761327
2016-01-09,0.739026
2016-01-10,0.729667
2016-01-11,0.729955
2016-01-12,0.692384
2016-01-13,0.644958
2016-01-14,0.632499
2016-01-15,0.324262
2016-01-16,0.426473
2016-01-17,0.398517
2016-01-18,0.411346
2016-01-19,0.378087
2016-01-20,0.589406
2016-01-21,0.532306
2016-01-22,0.398225
2016-01-23,0.424976
2016-01-24,0.510021
2016-01-25,0.451387
2016-01-26,0.447002
2016-01-27,0.464444
2016-01-28,0.386596
2016-01-29,0.388938
2016-01-30,0.379739
2016-01-31,0.325327
2016-02-01,0.353159
2016-02-02,0.36232
2016-02-03,0.339033
2016-02-04,0.44696
2016-02-05,0.420278
2016-02-06,0.371552
2016-02-07,0.374179
2016-02-08,0.352987
2016-02-09,0.367479
2016-02-10,0.395197
2016-02-11,0.38764
2016-02-12,0.410879
2016-02-13,0.447378
2016-02-14,0.52975
2016-02-15,0.494319
2016-02-16,0.53155
2016-02-17,0.57065
2016-02-18,0.599444
2016-02-19,0.589119
2016-02-20,0.691073
2016-02-21,0.682464
2016-02-22,0.675128
2016-02-23,0.586467
2016-02-24,0.605432
2016-02-25,0.605409
2016-02-26,0.643155
2016-02-27,0.648511
2016-02-28,0.647785
2016-02-29,0.668366
2016-03-01,0.640129
2016-03-02,0.590503
2016-03-03,0.570467
2016-03-04,0.513705
2016-03-05,0.459463
2016-03-06,0.491801
2016-03-07,0.538803
2016-03-08,0.52954
2016-03-09,0.535798
2016-03-10,0.554312
2016-03-11,0.569743
2016-03-12,0.522641
2016-03-13,0.530184
2016-03-14,0.545786
2016-03-15,0.54658
2016-03-16,0.554775
2016-03-17,0.562035
2016-03-18,0.512629
2016-03-19,0.514074
2016-03-20,0.528807
2016-03-21,0.525675
2016-03-22,0.549926
2016-03-23,0.553535
2016-03-24,0.533414
2016-03-25,0.546863
2016-03-26,0.548373
2016-03-27,0.591072
2016-03-28,0.577084
2016-03-29,0.54092
2016-03-30,0.525048
2016-03-31,0.540551
2016-04-01,0.546404
2016-04-02,0.558956
2016-04-03,0.560093
2016-04-04,0.557
2016-04-05,0.571306
2016-04-06,0.566763
2016-04-07,0.56093
2016-04-08,0.546542
2016-04-09,0.546984
2016-04-10,0.561369
2016-04-11,0.567509
2016-04-12,0.587372
2016-04-13,0.573987
2016-04-14,0.578648
2016-04-15,0.602633
2016-04-16,0.609598
2016-04-17,0.594731
2016-04-18,0.595934
2016-04-19,0.635148
2016-04-20,0.659827
2016-04-21,0.706451
2016-04-22,0.684469
2016-04-23,0.71233
2016-04-24,0.759172
2016-04-25,0.765618
2016-04-26,0.784792
2016-04-27,0.663647
2016-04-28,0.689607
2016-04-29,0.718768
2016-04-30,0.682158
2016-05-01,0.706553
2016-05-02,0.654971
2016-05-03,0.688535
2016-05-04,0.67133
2016-05-05,0.675726
2016-05-06,0.736847
2016-05-07,0.734009
2016-05-08,0.733324
2016-05-09,0.742931
2016-05-10,0.679367
2016-05-11,0.692679
2016-05-12,0.700563
2016-05-13,0.708337
2016-05-14,0.711601
2016-05-15,0.724915
2016-05-16,0.696104
2016-05-17,0.682023
2016-05-18,0.686104
2016-05-19,0.600663
2016-05-20,0.623494
2016-05-21,0.631677
2016-05-22,0.613559
2016-05-23,0.631307
2016-05-24,0.63834
2016-05-25,0.661838
2016-05-26,0.680488
2016-05-27,0.763006
2016-05-28,1.055893
2016-05-29,1.033293
2016-05-30,1.058142
2016-05-31,1.040833
2016-06-01,1.07065
2016-06-02,1.070975
2016-06-03,1.225856
2016-06-04,1.242795
2016-06-05,1.243507
2016-06-06,1.2922
2016-06-07,1.251335
2016-06-08,1.2704
2016-06-09,1.237065
2016-06-10,1.247141
2016-06-11,1.372352
2016-06-12,1.686709
2016-06-13,1.835526
2016-06-14,1.729592
2016-06-15,1.767669
2016-06-16,2.104461
2016-06-17,2.006058
2016-06-18,2.03818
2016-06-19,2.072644
2016-06-20,1.845701
2016-06-21,1.577211
2016-06-22,1.210944
2016-06-23,1.371761
2016-06-24,1.548453
2016-06-25,1.566857
2016-06-26,1.375408
2016-06-27,1.479787
2016-06-28,1.452362
2016-06-29,1.408222
2016-06-30,1.578335
2016-07-01,1.58996
2016-07-02,1.709797
2016-07-03,1.508469
2016-07-04,1.590214
2016-07-05,1.528404
2016-07-06,1.571276
2016-07-07,1.385316
2016-07-08,1.50473
2016-07-09,1.436571
2016-07-10,1.423902
2016-07-11,1.421905
2016-07-12,1.515173
2016-07-13,1.45538
2016-07-14,1.465503
2016-07-15,1.491646
2016-07-16,1.481851
2016-07-17,1.554216
2016-07-18,1.52236
2016-07-19,1.515652
2016-07-20,1.477781
2016-07-21,1.473335
2016-07-22,1.392842
2016-07-23,1.424456
2016-07-24,1.438843
2016-07-25,1.406199
2016-07-26,1.401428
2016-07-27,1.406457
2016-07-28,1.40394
2016-07-29,1.40815
2016-07-30,1.395174
2016-07-31,1.247904
2016-08-01,1.160791
2016-08-02,0.787913
2016-08-03,0.996229
2016-08-04,1.056285
2016-08-05,1.044653
2016-08-06,1.089859
2016-08-07,1.107552
2016-08-08,1.091844
2016-08-09,1.073855
2016-08-10,1.083971
2016-08-11,1.081701
2016-08-12,1.069479
2016-08-13,1.059897
2016-08-14,0.992528
2016-08-15,0.969588
2016-08-16,1.025113
2016-08-17,1.002082
2016-08-18,0.999572
2016-08-19,1.00208
2016-08-20,1.035948
2016-08-21,1.030187
2016-08-22,1.049184
2016-08-23,1.037424
2016-08-24,1.018537
2016-08-25,1.002209
2016-08-26,1.014727
2016-08-27,0.97312
2016-08-28,0.995877
2016-08-29,0.98805
2016-08-30,0.997544
2016-08-31,0.979528
2016-09-01,0.978828
2016-09-02,0.999973
2016-09-03,1.109988
2016-09-04,1.156373
2016-09-05,1.140355
2016-09-06,1.163971
2016-09-07,1.174641
2016-09-08,1.242381
2016-09-09,1.204454
2016-09-10,1.211259
2016-09-11,1.131914
2016-09-12,1.128466
2016-09-13,1.130658
2016-09-14,1.1327
2016-09-15,1.120401
2016-09-16,1.122094
2016-09-17,1.11903
2016-09-18,1.137361
2016-09-19,1.123756
2016-09-20,1.11826
2016-09-21,1.064002
2016-09-22,1.056982
2016-09-23,1.088025
2016-09-24,1.089171
2016-09-25,1.077433
2016-09-26,1.10493
2016-09-27,1.095852
2016-09-28,1.092704
2016-09-29,1.094201
2016-09-30,1.110465
2016-10-01,1.139826
2016-10-02,1.121725
2016-10-03,1.123337
2016-10-04,1.109007
2016-10-05,1.117679
2016-10-06,1.11458
2016-10-07,1.141873
2016-10-08,1.146922
2016-10-09,1.135575
2016-10-10,1.138802
2016-10-11,1.250701
2016-10-12,1.216911
2016-10-13,1.209863
2016-10-14,1.227368
2016-10-15,1.215299
2016-10-16,1.239709
2016-10-17,1.218536
2016-10-18,1.199344
2016-10-19,1.170313
2016-10-20,1.164282
2016-10-21,1.172236
2016-10-22,1.27931
2016-10-23,1.26561
2016-10-24,1.254225
2016-10-25,1.277821
2016-10-26,1.362428
2016-10-27,1.409418
2016-10-28,1.424115
2016-10-29,1.534438
2016-10-30,1.458181
2016-10-31,1.451954
2016-11-01,1.591841
2016-11-02,1.631927
2016-11-03,1.398961
2016-11-04,1.466878
2016-11-05,1.47098
2016-11-06,1.509767
2016-11-07,1.462745
2016-11-08,1.484036
2016-11-09,1.523441
2016-11-10,1.483441
2016-11-11,1.490826
2016-11-12,1.435023
2016-11-13,1.432185
2016-11-14,1.438699
2016-11-15,1.465743
2016-11-16,1.593125
2016-11-17,1.557775
2016-11-18,1.617454
2016-11-19,1.621503
2016-11-20,1.525038
2016-11-21,1.549341
2016-11-22,1.596516
2016-11-23,1.558863
2016-11-24,1.535035
2016-11-25,1.542767
2016-11-26,1.517331
2016-11-27,1.483809
2016-11-28,1.491229
2016-11-29,1.495667
2016-11-30,1.539318
2016-12-01,1.58592
2016-12-02,1.662966
2016-12-03,1.619665
2016-12-04,1.617922
2016-12-05,1.553536
2016-12-06,1.579101
2016-12-07,1.601362
2016-12-08,1.608468
2016-12-09,1.623993
2016-12-10,1.635123
2016-12-11,1.610165
2016-12-12,1.64138
2016-12-13,1.639167
2016-12-14,1.626542
2016-12-15,1.618498
2016-12-16,1.641261
2016-12-17,1.669684
2016-12-18,1.669769
2016-12-19,1.664788
2016-12-20,1.701004
2016-12-21,1.816436
2016-12-22,1.936888
2016-12-23,2.169116
2016-12-24,2.056191
2016-12-25,2.070649
2016-12-26,2.094151
2016-12-27,2.182665
2016-12-28,2.399572
2016-12-29,2.357318
2016-12-30,2.293857
2016-12-31,2.319651
2017-01-01,2.430138
2017-01-02,2.499964
2017-01-03,2.55031
2017-01-04,2.954356
2017-01-05,2.360677
2017-01-06,1.902819
2017-01-07,1.945738
2017-01-08,1.978788
2017-01-09,1.935465
2017-01-10,1.943082
2017-01-11,1.449331
2017-01-12,1.527509
2017-01-13,1.607579
2017-01-14,1.57791
2017-01-15,1.594446
2017-01-16,1.618413
2017-01-17,1.925433
2017-01-18,1.817819
2017-01-19,1.900255
2017-01-20,1.866488
2017-01-21,1.982793
2017-01-22,1.96834
2017-01-23,1.948828
2017-01-24,1.813717
2017-01-25,1.841041
2017-01-26,1.921682
2017-01-27,1.932502
2017-01-28,1.937846
