Date,Price,STH Supply,Log Price,Log Supply,Normalized Ratio,STH Supply Percentage
2020-06-05,9641.8916225599,4732681,3.9841622455883154,0.6751072324188346,-0.6054,25.73%
2020-06-06,9668.67053857393,4733892,3.985366761833289,0.675218345621142,-0.6065,25.73%
2020-06-07,9747.58011104617,4733708,3.988896813148797,0.6752014648520601,-0.6100,25.73%
2020-06-08,9769.34236148451,4757031,3.9898653294924427,0.6773359815828346,-0.6088,25.86%
2020-06-09,9779.42216566335,4751357,3.990313194493365,0.676817662981866,-0.6098,25.82%
2020-06-10,9888.44417469316,4746289,3.9951279660665167,0.6763541787367832,-0.6151,25.79%
2020-06-11,9277.45116931619,4741625,3.9674286771730882,0.6759272040347042,-0.5878,25.77%
2020-06-12,9456.16153331385,4738164,3.975714882364132,0.6756100886920208,-0.5964,25.75%
2020-06-13,9461.33379865576,4737500,3.975952364791217,0.6755492229761287,-0.5967,25.74%
2020-06-14,9342.955635301,4742079,3.970484286620345,0.6759687847704451,-0.5908,25.77%
2020-06-15,9441.38321127995,4744013,3.975035625338289,0.6761458704532823,-0.5952,25.77%
2020-06-16,9520.09194827586,4746349,3.9786411429680864,0.6763596688163406,-0.5986,25.79%
2020-06-17,9448.69356060783,4741185,3.975371764208524,0.6758869017251198,-0.5958,25.76%
2020-06-18,9389.99076639392,4733175,3.972665165204754,0.675152561964151,-0.5938,25.71%
2020-06-19,9285.99158293396,4722780,3.967828285674438,0.674197715423968,-0.5899,25.65%
2020-06-20,9357.29246446522,4715626,3.971150203669221,0.6735393535525822,-0.5939,25.61%
2020-06-21,9284.76937182934,4701932,3.9677711205921327,0.6722763440066329,-0.5918,25.54%
2020-06-22,9684.62018474576,4708205,3.986082593056824,0.6728553642033694,-0.6095,25.57%
2020-06-23,9611.72599824664,4712751,3.982801381862862,0.6732744942508866,-0.6058,25.59%
2020-06-24,9292.94354354179,4731133,3.968153298733663,0.6749651569587755,-0.5895,25.69%
2020-06-25,9247.12143249561,4717536,3.966006560788349,0.6737152229952507,-0.5886,25.62%
2020-06-26,9159.43777206312,4716794,3.9618688164643188,0.6736469093987925,-0.5845,25.61%
2020-06-27,9002.16561718293,4716713,3.954346998601018,0.6736394513340378,-0.5770,25.61%
2020-06-28,9108.06567457627,4712775,3.95942615347618,0.6732767059189814,-0.5825,25.59%
2020-06-29,9184.24736627703,4722381,3.963043572393006,0.6741610228787838,-0.5852,25.64%
2020-06-30,9143.96758530099,4726620,3.9611346778476513,0.6745506882904589,-0.5829,25.66%
2020-07-01,9241.33961239041,4722528,3.9657349305382366,0.6741745415455798,-0.5879,25.64%
2020-07-02,9094.38728679135,4717085,3.958773444803662,0.6736737021304512,-0.5814,25.61%
2020-07-03,9066.69069661017,4710579,3.957448800350349,0.6730742916406844,-0.5807,25.57%
2020-07-04,9126.21955493863,4697345,3.9602909126452053,0.6718524584361498,-0.5847,25.50%
2020-07-05,9079.61401808884,4693867,3.958067386695411,0.6715307797695163,-0.5828,25.48%
2020-07-06,9338.94259117475,4690012,3.9702977056931457,0.6711739539148948,-0.5954,25.45%
2020-07-07,9252.15873261251,4686898,3.9662430750396065,0.6708855021613078,-0.5917,25.44%
2020-07-08,9434.56795645821,4703942,3.9747220170158095,0.6724619582136515,-0.5986,25.53%
2020-07-09,9231.50234751607,4704161,3.9652723844649183,0.672482177059375,-0.5891,25.53%
2020-07-10,9285.22101542957,4654688,3.967792245678287,0.6678905758824578,-0.5962,25.26%
2020-07-11,9237.17100818235,4584920,3.9655389838115025,0.6613317622826675,-0.6005,24.88%
2020-07-12,9289.09797691408,4476768,3.967973543631059,0.6509645884798245,-0.6133,24.29%
2020-07-13,9236.62250116891,4477998,3.9655131944608564,0.6510838952749102,-0.6107,24.29%
2020-07-14,9260.3569868498,4486234,3.9666277290610483,0.6518819224476542,-0.6111,24.34%
2020-07-15,9196.72555897136,4462854,3.9636332268237924,0.6496126793497138,-0.6103,24.21%
2020-07-16,9132.59231209818,4455617,3.960594070747873,0.6489078522879025,-0.6080,24.17%
2020-07-17,9156.46870976037,4441331,3.961728015637771,0.6475131411350988,-0.6105,24.09%
2020-07-18,9175.90530859147,4439029,3.9626489231834903,0.6472879822632209,-0.6117,24.08%
2020-07-19,9218.84231081239,4438242,3.964676386390539,0.6472109789233086,-0.6138,24.07%
2020-07-20,9167.19056750439,4437911,3.9622362595550973,0.6471785884330643,-0.6114,24.07%
2020-07-21,9388.57434979544,4445175,3.972599649878087,0.6478888631776114,-0.6210,24.11%
2020-07-22,9531.2574301578,4453175,3.9791501995842857,0.6486697622861672,-0.6268,24.15%
2020-07-23,9609.16671537113,4455094,3.982685728292178,0.6488568718410457,-0.6301,24.16%
2020-07-24,9548.1007270602,4454418,3.9799169919199366,0.6487909685524413,-0.6274,24.15%
2020-07-25,9702.45279047341,4449140,3.986881538257013,0.6482760718012807,-0.6349,24.12%
2020-07-26,9933.90655423729,4451415,3.99712007037936,0.6484980849157093,-0.6449,24.14%
2020-07-27,11046.5083295149,4443853,4.043225024368715,0.6477596843046661,-0.6918,24.09%
2020-07-28,10944.6129789012,4480105,4.039200408745487,0.651288192655783,-0.6842,24.29%
2020-07-29,11115.7712819988,4483640,4.0459396021582545,0.6516307349911834,-0.6906,24.31%
2020-07-30,11135.3907261835,4491776,4.046705460458363,0.6524180903343937,-0.6906,24.35%
2020-07-31,11338.1973407949,4495496,4.054544011595897,0.6527776155751887,-0.6981,24.37%
2020-08-01,11797.5821265342,4495032,4.0717930092806345,0.6527327878098378,-0.7154,24.36%
2020-08-02,11094.0206841321,4506737,4.045088971259426,0.6538622146537527,-0.6875,24.43%
2020-08-03,11236.0956805377,4512204,4.050615428763131,0.6543887261861749,-0.6925,24.46%
2020-08-04,11202.651909059,4514751,4.049320841700793,0.6546338028648029,-0.6910,24.47%
2020-08-05,11721.4384715956,4513480,4.0689809121890255,0.654511522367074,-0.7108,24.46%
2020-08-06,11769.3091081239,4520872,4.070750969271971,0.6552222109757596,-0.7118,24.50%
2020-08-07,11598.9690585038,4535152,4.064419389907946,0.6565918474391121,-0.7041,24.57%
2020-08-08,11743.0086350088,4532233,4.069779380232216,0.6563122286435127,-0.7098,24.56%
2020-08-09,11680.5173661601,4540656,4.067462079445241,0.6571186010067143,-0.7066,24.60%
2020-08-10,11870.3695447107,4543206,4.074464239487908,0.6573624292282225,-0.7134,24.61%
2020-08-11,11392.6440884278,4572339,4.056624530027221,0.6601384221544471,-0.6928,24.77%
2020-08-12,11575.5124736996,4576442,4.063540227298896,0.6605279626579773,-0.6993,24.79%
2020-08-13,11773.4481155465,4572108,4.070903674249187,0.660116480526847,-0.7071,24.77%
2020-08-14,11774.4082518995,4555744,4.070939089950192,0.6585593118708359,-0.7087,24.68%
2020-08-15,11866.9103613092,4500016,4.074337661861512,0.6532140579307564,-0.7174,24.37%
2020-08-16,11899.6427535944,4479329,4.075533923369712,0.651212961894822,-0.7206,24.26%
2020-08-17,12315.7624166569,4494403,4.0904613023381655,0.6526720117478132,-0.7341,24.34%
2020-08-18,11992.6959962595,4471561,4.0789168248572105,0.6504591596735064,-0.7248,24.22%
2020-08-19,11736.8490645237,4431883,4.069551519606469,0.646588286665073,-0.7193,24.00%
2020-08-20,11867.5203439509,4422809,4.074359984882333,0.6456981846698231,-0.7250,23.95%
2020-08-21,11524.6989491525,4409820,4.061629589469105,0.6444208628006836,-0.7135,23.88%
2020-08-22,11682.2891503799,4373030,4.067527951335308,0.6407824567159447,-0.7231,23.68%
2020-08-23,11665.6092735243,4367220,4.066907426131877,0.6402050701854641,-0.7230,23.65%
2020-08-24,11771.4080537405,4368792,4.070828414703668,0.6403613682612729,-0.7268,23.65%
2020-08-25,11358.4543202805,4355810,4.055319235790015,0.6390689276146821,-0.7126,23.58%
2020-08-26,11472.0491204559,4346126,4.059640997868467,0.6381023129443523,-0.7178,23.53%
2020-08-27,11314.6737410286,4341727,4.053642035576317,0.637662512319466,-0.7123,23.50%
2020-08-28,11527.8830322326,4351854,4.061749561255477,0.6386743168238634,-0.7194,23.56%
2020-08-29,11490.7623477499,4339017,4.060348842651563,0.6373913516714403,-0.7193,23.49%
2020-08-30,11698.9758329632,4338814,4.068147843834943,0.6373710328199111,-0.7271,23.48%
2020-08-31,11678.3482268849,4360153,4.067381420971768,0.6395017291515877,-0.7242,23.60%
2020-09-01,11970.364856166,4370983,4.07810738788383,0.6405791173977858,-0.7338,23.66%
2020-09-02,11414.5209336645,4379642,4.057457688911497,0.6414386119244525,-0.7123,23.70%
2020-09-03,10261.4944095266,4378411,4.0112106128761855,0.641316526225555,-0.6662,23.69%
2020-09-04,10471.9664133255,4392149,4.020028240634869,0.6426770647708553,-0.6737,23.77%
2020-09-05,10128.64358609,4394947,4.005551289139242,0.642953642152378,-0.6589,23.78%
2020-09-06,10253.2998980129,4399514,4.010863660206983,0.6434047040371591,-0.6638,23.80%
2020-09-07,10367.8783543542,4404470,4.015689893007359,0.6438936562387224,-0.6681,23.83%
2020-09-08,10108.6354501461,4402152,4.004692534773173,0.6436650340423117,-0.6573,23.82%
2020-09-09,10223.1114091175,4393943,4.009583093661736,0.6428544187779298,-0.6630,23.77%
2020-09-10,10334.6307302162,4393775,4.01429496333442,0.642837813449227,-0.6678,23.77%
2020-09-11,10387.0207419638,4390553,4.0164909988694495,0.6425192240515079,-0.6703,23.75%
2020-09-12,10436.9778322618,4387622,4.018574761043509,0.6422292054146584,-0.6727,23.73%
2020-09-13,10322.5236148451,4390403,4.013785885083692,0.6425043864478821,-0.6676,23.75%
