Date,BTC Price,Bubble Index,Google Trends,Difficulty,Transactions,Sent By Address,Tweets
2013-08-14,96.293,-23.95361217,7.752,50810339,51492,55396,0
2013-08-15,96.952,-24.45136109,6.201,50810339,57959,54401,0
2013-08-16,96.543,-25.12658851,6.201,50810339,70951,61593,0
2013-08-17,96.796,-24.23637766,4.961,50810339,56356,44733,0
2013-08-18,96.925,-23.95653752,5.271,50810339,56203,40536,0
2013-08-19,97.996,-25.01407383,6.511,50810339,71137,61176,0
2013-08-20,101.101,-24.52743014,6.511,50810339,63038,57878,0
2013-08-21,105.11,-24.32647495,6.201,50810339,60335,58463,0
2013-08-22,107.292,-24.57003206,6.201,50810339,66596,62121,0
2013-08-23,106.115,-23.95579578,5.581,50810339,54999,53296,0
2013-08-24,105.799,-23.37809902,5.271,56116797,51634,43921,0
2013-08-25,107.66,-22.57120531,4.961,65750060,44296,39789,0
2013-08-26,108.695,-23.89080353,5.271,65750060,55927,52493,0
2013-08-27,111.875,-24.04332218,6.511,65750060,62018,59870,0
2013-08-28,115.28,-24.18716152,5.581,65750060,64569,60426,0
2013-08-29,115.785,-23.77307905,4.961,65750060,58803,53614,0
2013-08-30,118.347,-24.13565591,5.271,65750060,62398,63407,0
2013-08-31,122.066,-23.10557635,4.961,65750060,47282,58367,0
2013-09-01,124.651,-21.34087376,4.341,65750060,46377,35070,0
2013-09-02,125.588,-22.04535493,4.341,65750060,51051,39510,0
2013-09-03,124.863,-22.56012179,4.031,65750060,51969,44660,0
2013-09-04,120.747,-22.94863315,4.651,81734746,52816,49013,0
2013-09-05,117.345,-23.35415933,5.271,86933018,60551,47575,0
2013-09-06,115.05,-23.5569394,4.651,86933018,60665,46447,0
2013-09-07,115.023,-22.79032953,4.031,86933018,51822,40099,0
2013-09-08,116.613,-21.69593088,4.651,86933018,46295,34258,0
2013-09-09,117.844,-23.05001404,5.271,86933018,57473,44475,0
2013-09-10,119.961,-22.85507108,4.031,86933018,53092,43186,0
2013-09-11,121.733,-22.80748214,4.341,86933018,49010,48808,0
2013-09-12,123.67,-22.89406808,4.651,86933018,52087,49797,0
2013-09-13,124.07,-22.18395629,4.031,86933018,44630,45195,0
2013-09-14,123.947,-21.12370415,4.031,87168757,43342,34424,0
2013-09-15,123.693,-21.96053867,4.031,112628549,53491,33262,0
2013-09-16,123.8,-22.64478145,4.341,112628549,51731,45377,0
2013-09-17,124.251,-23.59525963,4.651,112628549,67752,48348,0
2013-09-18,125.036,-23.38473074,4.341,112628549,60386,50825,0
2013-09-19,122.527,-23.5340572,4.341,112628549,59625,52197,0
2013-09-20,121.008,-23.28378504,4.961,112628549,58794,49058,0
2013-09-21,121.108,-22.58924073,4.031,112628549,52309,40933,0
2013-09-22,121.534,-22.06974138,4.341,112628549,50700,36668,0
2013-09-23,121.286,-23.66903476,4.961,112628549,65118,50662,0
2013-09-24,121.31,-23.56921902,4.961,112628549,62380,51158,0
2013-09-25,122.14,-22.97540683,4.651,125804757,54342,47550,0
2013-09-26,122.652,-23.30333376,4.651,148819200,57383,50893,0
2013-09-27,122.374,-22.5484525,4.961,148819200,46742,49342,0
2013-09-28,123.201,-21.77758814,4.031,148819200,42403,41648,0
2013-09-29,123.325,-21.57260776,4.031,148819200,41011,40730,0
2013-09-30,123.05,-22.71136617,4.651,148819200,46993,50961,0
2013-10-01,123.374,-23.67501528,4.174,148819200,56984,57035,0
2013-10-02,112.777,-23.34269652,9.828,148819200,61773,59739,0
2013-10-03,108.504,-21.75465364,16.042,148819200,59352,49201,0
2013-10-04,117.032,-21.84140773,10.508,148819200,51760,45864,0
2013-10-05,119.311,-21.13250771,7.634,148819200,45260,36735,0
2013-10-06,119.368,-20.9576997,6.799,164129164,42672,35667,0
2013-10-07,120.405,-21.8600265,6.894,189281249,44391,45601,0
2013-10-08,121.615,-22.09715197,6.429,189281249,44970,48058,0
2013-10-09,122.893,-22.63305424,6.059,189281249,50494,50765,0
2013-10-10,123.503,-23.14942092,5.224,189281249,56661,51378,0
2013-10-11,123.832,-22.79078056,4.914,189281249,51737,49125,0
2013-10-12,124.149,-22.16321271,4.544,189281249,49260,41456,0
2013-10-13,126.822,-22.16725009,4.544,189281249,51083,41672,0
2013-10-14,130.117,-22.78812264,5.379,189281249,57202,50466,0
2013-10-15,134.739,-22.52612178,5.904,189281249,55566,53318,0
2013-10-16,136.214,-22.3442734,5.904,219914107,50616,56357,0
2013-10-17,138.704,-21.46977623,5.594,267731249,46703,48319,0
2013-10-18,143.723,-22.30572367,5.749,267731249,59469,52409,0
2013-10-19,153.886,-21.54029401,6.059,267731249,55088,53058,0
2013-10-20,157.329,-20.03924474,5.534,267731249,49219,40922,0
2013-10-21,164.81,-21.38168193,6.214,267731249,60240,53589,0
2013-10-22,180.316,-21.05724499,7.049,267731249,64803,57627,0
2013-10-23,191.426,-19.88860061,7.944,267731249,55093,59752,0
2013-10-24,185.605,-21.41888513,7.049,267731249,63419,69213,0
2013-10-25,169.469,-21.31224645,7.109,267731249,57236,61737,0
2013-10-26,172.97,-18.69137155,8.623,373329139,47565,43994,0
2013-10-27,178.428,-17.58844641,8.099,390928788,43512,40225,0
2013-10-28,188.042,-18.8985495,9.148,390928788,50929,52192,0
2013-10-29,193.134,-16.69984267,18.917,390928788,49770,53344,0
2013-10-30,195.57,-14.58911719,30.665,390928788,48251,58772,0
2013-10-31,195.73,-17.36304147,20.682,390928788,57970,59077,0
2013-11-01,197.87,-16.84925616,15.532,390928788,45163,54743,0
2013-11-02,199.6,-15.7827575,13.313,390928788,38979,48497,0
2013-11-03,202.56,-15.71461517,11.094,390928788,35755,49317,0
2013-11-04,213.806,-17.26332767,14.052,390928788,45328,64453,0
2013-11-05,231.403,-17.91075138,14.052,412308267,51423,76313,0
2013-11-06,248.284,-17.14253637,15.532,510929738,54845,75714,0
2013-11-07,274.025,-16.44323426,19.969,510929738,60391,87037,0
2013-11-08,298.115,-15.34760199,19.23,510929738,59089,82696,0
2013-11-09,334.983,-13.14254627,19.969,510929738,55056,78528,0
2013-11-10,291.892,-14.66174411,17.75,510929738,57367,69467,0
2013-11-11,314.01,-13.62077646,15.532,510929738,57218,63811,0
2013-11-12,336.63,-13.68351207,15.532,510929738,58106,72495,0
2013-11-13,369.033,-12.67471428,19.969,510929738,64702,77452,0
2013-11-14,400.994,-12.87025189,19.23,510929738,69230,86149,0
2013-11-15,411.755,-10.64999529,20.709,510929738,60748,78153,0
2013-11-16,418.345,-7.46165214,17.75,510929738,46981,65478,0
2013-11-17,453.251,-6.53916786,19.969,542721010,51137,67792,0
2013-11-18,550.5,-5.8696045,45.855,609482680,78876,111201,0
2013-11-19,601.887,-3.30614418,64.346,609482680,92746,133192,0
2013-11-20,494.668,-6.91201712,45.855,609482680,77394,106342,0
2013-11-21,599.545,-4.89664167,34.761,609482680,71672,98390,0
2013-11-22,675.116,-3.53452794,36.241,609482680,76775,104185,0
2013-11-23,738.639,-1.44464493,32.543,609482680,72375,99774,0
2013-11-24,702.545,1.93862354,29.584,609482680,60693,77340,0
2013-11-25,723.096,-1.52704803,29.584,609482680,71620,92931,0
2013-11-26,796.644,-3.46032128,31.063,609482680,83224,118883,0
2013-11-27,891.298,0.44589821,51.772,609482680,95358,133819,0
2013-11-28,934.539,5.65080074,73.96,609482680,98740,132496,0
2013-11-29,981.667,7.13544395,66.564,634388614,89911,122082,0
2013-11-30,1052,11.27126199,53.251,707408283,75014,100732,0
2013-12-01,915.571,6.14957286,45.855,707408283,71947,102140,0
2013-12-02,917.898,5.68335332,48.074,707408283,75411,105464,0
2013-12-03,984.654,5.59408494,44.376,707408283,77467,111713,0
2013-12-04,1037,4.88751895,38.459,707408283,79453,116297,0
2013-12-05,991.025,5.59049354,53.251,707408283,83113,121209,0
2013-12-06,916.265,6.65597659,49.553,707408283,71891,103749,0
2013-12-07,720.715,3.46475541,53.251,707408283,67517,94633,0
2013-12-08,733.548,10.40117671,39.939,707408283,47282,67967,0
2013-12-09,856.334,5.5510944,38.459,707408283,63449,93899,0
2013-12-10,916.819,6.16528846,35.501,775435719,67431,94003,0
2013-12-11,887.697,4.83675682,33.282,908350862,67140,94124,0
2013-12-12,853.621,7.51384874,32.543,908350862,58056,82478,0
2013-12-13,870.134,6.23751155,31.803,908350862,59941,88839,0
2013-12-14,854.784,7.06749683,26.626,908350862,53859,83456,0
2013-12-15,834.51,8.34768643,28.845,908350862,52131,78364,0
2013-12-16,774.416,-0.24270456,31.803,908350862,69181,100555,0
2013-12-17,673.001,-2.84538504,32.543,908350862,67537,99766,0
2013-12-18,554.522,-3.82750804,58.429,908350862,81311,116199,0
2013-12-19,615.988,-3.31880141,39.939,908350862,70052,99061,0
2013-12-20,663.529,-1.61611112,31.063,908350862,64905,88121,0
2013-12-21,614.291,-0.84795847,28.845,1067492473,55922,77914,0
2013-12-22,634.818,1.13136333,25.886,1180923195,52728,71580,0
2013-12-23,650.085,0.21517603,25.886,1180923195,54096,78043,0
2013-12-24,670.728,-0.59436306,24.407,1180923195,55696,83776,0
2013-12-25,670.394,-1.26728802,22.188,1180923195,55266,85446,0
2013-12-26,730.449,3.02047617,21.449,1180923195,51096,78213,0
2013-12-27,753.055,3.67898917,23.667,1180923195,52490,79778,0
2013-12-28,738.125,5.80244846,19.969,1180923195,47859,69867,0
2013-12-29,729.759,5.34359052,19.969,1180923195,51157,66937,0
2013-12-30,760.719,1.58672121,20.709,1180923195,55440,85583,0
2013-12-31,756.614,5.34503846,19.969,1180923195,48663,73807,0
2014-01-01,771.144,10.96838787,17.183,1180923195,42865,61124,0
2014-01-02,779.773,2.34914472,19.49,1406071639,54636,84680,0
2014-01-03,793.629,0.83050997,21.497,1418481395,60819,91366,0
2014-01-04,834.69,7.21584487,17.923,1418481395,51911,73811,0
2014-01-05,877.685,5.29494809,21.127,1418481395,58469,84779,0
2014-01-06,961.717,4.53989352,25.968,1418481395,67172,99153,0
2014-01-07,914.81,6.05820032,23.803,1418481395,62734,85250,0
2014-01-08,848.331,4.48621858,24.472,1418481395,61246,83697,0
2014-01-09,849.84,4.85172282,23.504,1418481395,58824,83848,0
2014-01-10,846.22,7.03536329,24.243,1418481395,53979,78871,0
2014-01-11,899.476,7.90688211,20.458,1418481395,55646,78685,0
2014-01-12,893.878,11.44042604,19.56,1418481395,50330,69707,0
2014-01-13,837.415,6.17680726,19.93,1730264288,53292,77795,0
2014-01-14,844.33,5.56956676,20.828,1789546951,57216,78269,0
2014-01-15,857.806,4.16993131,21.197,1789546951,61428,83072,0
2014-01-16,854.108,7.49465119,24.842,1789546951,56518,75641,0
2014-01-17,822.71,5.06817447,24.173,1789546951,58874,77810,0
2014-01-18,836.905,9.21294884,19.19,1789546951,51399,67236,0
2014-01-19,842.293,9.91973383,18.451,1789546951,47836,68920,0
2014-01-20,886.057,2.53502632,22.764,1789546951,62808,96260,0
2014-01-21,863.039,-0.69105454,23.205,1789546951,72411,103154,0
2014-01-22,852.448,1.47570957,24.771,1789546951,65643,95373,0
2014-01-23,837.897,2.5081238,23.433,1789546951,63399,87498,0
2014-01-24,808.157,0.70496297,22.536,1941427191,65411,89053,0
2014-01-25,829.446,5.84687647,18.821,2193847870,53699,75544,0
2014-01-26,861.16,6.20430372,18.592,2193847870,53430,78989,0
2014-01-27,859.05,2.48209351,26.778,2193847870,64200,93944,0
2014-01-28,798.213,0.06122069,29.455,2193847870,65608,99054,0
2014-01-29,825.551,2.32433776,21.867,2193847870,59530,87697,0
2014-01-30,812.648,0.16217273,20.159,2193847870,60623,94612,0
2014-01-31,824.542,0.02014676,18.521,2193847870,60085,96340,0
2014-02-01,838.57,2.66106298,17.356,2193847870,54649,88674,0
2014-02-02,835.689,3.7503122,16.757,2193847870,52297,84768,0
2014-02-03,816.934,-0.51659436,15.56,2193847870,57419,97075,0
2014-02-04,817.692,-3.89591994,17.356,2193847870,69627,110741,0
2014-02-05,830.298,-1.74520193,17.356,2468705673,67361,100342,0
2014-02-06,800.337,-3.74562916,17.954,2621404453,69978,106702,0
2014-02-07,727.901,-4.8989678,25.136,2621404453,70359,110358,0
2014-02-08,696.661,-4.69446497,18.553,2621404453,64827,95698,0
2014-02-09,676.229,-1.28363787,19.75,2621404453,56441,79440,0
2014-02-10,659.682,-3.94974271,29.325,2621404453,66694,95898,0
2014-02-11,661.433,-4.45118499,26.931,2621404453,67065,96108,0
2014-02-12,634.091,-4.59924787,23.34,2621404453,61948,90132,0
2014-02-13,574.95,-8.46477003,20.946,2621404453,67161,97361,0
2014-02-14,547.519,-9.66515647,26.931,2621404453,74698,107024,0
2014-02-15,587.908,-7.72125327,19.151,2621404453,61709,97135,0
2014-02-16,633.999,-2.47493052,19.75,2621404453,57336,77168,0
2014-02-17,630.288,-5.42186842,18.553,3123016159,60698,90132,0
2014-02-18,628.232,-6.76315365,20.348,3129573175,65245,98244,0
2014-02-19,622.409,-9.65570372,19.75,3129573175,69942,119701,0
2014-02-20,597.613,-9.94329296,23.939,3129573175,70967,124244,0
2014-02-21,565.081,-11.39813528,20.348,3129573175,69238,124384,0
2014-02-22,578.305,-8.54033009,17.954,3129573175,58493,102668,0
2014-02-23,618.523,-8.91758826,16.159,3129573175,59906,112881,0
2014-02-24,570.345,-11.36817809,25.734,3129573175,73605,136431,0
2014-02-25,499.8,-7.16965182,59.847,3129573175,79921,147032,0
2014-02-26,572.999,-7.28005973,44.885,3129573175,72992,134012,0
2014-02-27,580.375,-9.03250135,28.128,3129573175,70671,117404,0
2014-02-28,567.657,-6.74138756,39.499,3440425944,70109,113307,0
2014-03-01,560.083,-8.73009351,30.522,3815723799,63258,119982,0
2014-03-02,561.09,-8.0186601,21.545,3815723799,56495,101092,0
2014-03-03,604.807,-12.19047188,23.34,3815723799,81116,147448,0
2014-03-04,677.606,-11.46134147,22.742,3815723799,84451,156742,0
2014-03-05,662.002,-9.18847932,25.136,3815723799,72236,136304,0
2014-03-06,661.353,-5.86597824,38.901,3815723799,70354,130466,0
2014-03-07,642.185,-4.11155659,48.476,3815723799,72179,124215,0
2014-03-08,619.677,-8.56855525,23.34,3815723799,64422,118826,0
2014-03-09,627.479,-8.4738528,18.553,3815723799,61982,112946,0
2014-03-10,630.301,-9.28619852,19.151,3815723799,70735,114662,0
2014-03-11,625.927,-10.59055579,17.356,3815723799,76036,118959,0
2014-03-12,636.984,-11.62234573,15.56,3815723799,76157,130822,0
2014-03-13,638.79,-11.00078156,14.962,4218033170,72643,125349,0
2014-03-14,632.924,-9.11414275,14.363,4250217920,70482,104063,0
2014-03-15,631.464,-6.0613739,13.166,4250217920,60143,87097,0
2014-03-16,631.648,-5.92629976,10.772,4250217920,59161,83974,0
2014-03-17,625.026,-9.60759023,12.568,4250217920,66235,107329,0
2014-03-18,613.511,-5.44343327,13.166,4250217920,53996,85009,0
2014-03-19,613.783,-9.77094419,12.568,4250217920,73644,98363,0
2014-03-20,596.009,-9.67656443,14.962,4250217920,70825,99766,0
2014-03-21,582.231,-11.75479148,17.356,4250217920,72905,122140,0
2014-03-22,563.348,-10.49408673,13.166,4250217920,66503,98840,0
2014-03-23,564.372,-8.54466859,11.371,4250217920,57597,88224,0
2014-03-24,563.641,-11.87302682,13.166,4270341395,70795,109389,0
2014-03-25,577.854,-11.01697559,16.159,5006860589,71726,110138,0
2014-03-26,579.582,-10.85469,16.159,5006860589,68156,112316,0
2014-03-27,543.197,-13.32765362,16.159,5006860589,71546,128074,0
2014-03-28,502.664,-13.89429559,14.363,5006860589,66905,120349,0
2014-03-29,499.324,-10.56158313,11.371,5006860589,53095,90752,0
2014-03-30,469.428,-11.04973557,12.568,5006860589,56713,84194,0
2014-03-31,457.005,-14.83865376,13.166,5006860589,64862,114652,0
2014-04-01,476.297,-14.73093274,12.259,5006860589,63965,119098,0
2014-04-02,466.322,-15.19505636,12.628,5006860589,66716,120095,0
2014-04-03,434.951,-13.80406497,12.927,5006860589,66820,90280,0
2014-04-04,444.394,-16.09109787,11.103,5006860589,65497,121316,0
2014-04-05,451.812,-14.0384949,9.089,5560039346,55624,101665,0
2014-04-06,459.325,-13.35082013,8.95,6119726089,49859,102363,0
2014-04-07,454.031,-15.01307867,10.246,6119726089,65659,107046,0
2014-04-08,451.41,-15.59740705,10.176,6119726089,67707,112226,0
2014-04-09,447.11,-13.11316139,11.193,6119726089,64992,122401,8193
2014-04-10,407.703,-12.89489967,13.854,6119726089,67872,124298,15039
2014-04-11,403.328,-12.69898388,12.997,6119726089,65563,117926,14907
2014-04-12,425.31,-9.86920856,9.229,6119726089,47579,87828,7582
2014-04-13,415.876,-10.54838136,10.385,6119726089,50981,94828,10674
2014-04-14,445.898,-13.02087236,10.754,6119726089,70026,127969,13266
2014-04-15,487.666,-11.51312591,11.053,6119726089,72627,123107,14835
2014-04-16,517.354,-9.47846836,12.189,6119726089,68435,114312,15790
2014-04-17,505.461,-8.81366169,11.471,6328150817,65021,102596,15215
2014-04-18,485.296,-8.96485034,9.946,6978842650,56836,100633,14028
2014-04-19,490.961,-7.97188845,9.389,6978842650,53356,93159,12337
2014-04-20,501.271,-6.71553547,8.511,6978842650,48865,88713,12139
2014-04-21,498.97,-8.05272789,9.159,6978842650,57939,93895,14244
2014-04-22,491.704,-12.07966867,9.319,6978842650,77888,125522,16098
2014-04-23,486.543,-10.30466945,10.176,6978842650,73789,103825,16232
2014-04-24,487.399,-10.32920634,9.967,6978842650,72543,103639,15471
2014-04-25,464.777,-12.00118955,9.458,6978842650,72468,116925,15255
2014-04-26,456.496,-8.55536385,8.142,6978842650,52012,87285,12283
2014-04-27,450.932,-8.60702215,8.601,6978842650,52452,85171,11667
2014-04-28,435.888,-11.84913476,9.319,6978842650,64394,111451,15969
2014-04-29,443.354,-11.66540825,8.581,7026656895,64886,110736,16706
2014-04-30,444.261,-11.12433326,9.688,8000872136,63501,109507,17588
2014-05-01,453.541,-10.0167252,9.341,8000872136,59482,101423,16988
2014-05-02,448.574,-9.34962708,7.947,8000872136,59820,92605,20057
2014-05-03,439.48,-7.55529845,7.389,8000872136,54015,70902,12910
2014-05-04,434.535,-7.86645525,7.25,8000872136,51618,73760,12716
2014-05-05,431.727,-10.53391335,9.202,8000872136,67638,96210,21273
2014-05-06,427.341,-12.91562796,8.644,8000872136,77034,110414,16806
2014-05-07,435.189,-12.19891798,8.226,8000872136,69666,109160,16970
2014-05-08,440.75,-11.66164022,8.086,8000872136,68770,111716,21518
2014-05-09,443.871,-11.21170585,9.202,8000872136,66123,105816,17442
2014-05-10,449.566,-9.46094295,6.971,8000872136,56237,88498,14225
2014-05-11,442.545,-8.52605968,7.111,8000872136,52438,81152,13469
2014-05-12,438.129,-12.03465586,7.25,8359564502,74254,98608,15910
2014-05-13,437.341,-11.12322147,8.365,8853416309,69195,95943,16935
2014-05-14,441.538,-11.72794209,8.086,8853416309,69658,106493,18167
2014-05-15,445.787,-11.3686674,7.668,8853416309,74722,119331,32817
2014-05-16,444.766,-10.59661178,8.784,8853416309,65181,93719,14474
2014-05-17,446.281,-8.7139088,7.529,8853416309,53338,84987,14587
2014-05-18,445.298,-9.26740557,7.25,8853416309,49740,90629,12892
2014-05-19,445.022,-11.95603175,7.529,8853416309,63926,107520,13595
2014-05-20,465.278,-11.97174836,8.784,8853416309,71343,127179,21515
2014-05-21,492.31,-9.2654196,9.202,8853416309,68730,101327,20254
2014-05-22,509.156,-9.59133389,9.76,8853416309,73171,108351,20217
2014-05-23,529.149,-10.09359861,9.062,8853416309,72645,120105,19485
2014-05-24,519.347,-4.93208548,7.947,9612949943,52718,77546,13630
2014-05-25,559.931,-7.33354868,8.784,10455720138,57405,104604,13823
2014-05-26,580.277,-7.91839528,10.457,10455720138,66849,112414,14792
2014-05-27,573.388,-8.50486584,9.202,10455720138,68388,119964,19718
2014-05-28,571.987,-9.40627808,10.038,10455720138,72169,128153,18545
2014-05-29,566.816,-8.17216259,10.038,10455720138,65221,116153,17571
2014-05-30,593.201,-5.27474543,10.038,10455720138,64960,99346,21731
2014-05-31,619.564,-3.36590198,9.062,10455720138,52025,93606,12882
2014-06-01,644.487,-4.47650312,9.899,10455720138,55047,106428,12849
2014-06-02,635.862,-6.59136652,8.923,10455720138,64241,117230,16427
2014-06-03,664.422,-6.77773355,10.875,10455720138,69517,128819,17858
2014-06-04,641.523,-6.35111125,9.202,10455720138,64873,118209,18010
2014-06-05,651.272,-6.63274552,9.202,10584091696,66793,123053,18707
2014-06-06,654.137,-5.49283374,8.365,11756551917,62203,112364,16611
2014-06-07,650.778,-2.38083262,7.668,11756551917,51055,93051,12557
2014-06-08,652.884,-1.98404962,7.529,11756551917,48172,93339,12134
2014-06-09,648.195,-5.46346681,6.553,11756551917,59719,107538,14497
2014-06-10,650.767,-5.52004353,8.923,11756551917,63149,112175,16631
2014-06-11,642.504,-5.60548241,9.202,11756551917,62681,114698,19356
2014-06-12,621.319,-6.23749051,10.038,11756551917,64572,114589,19092
2014-06-13,595.946,-6.5922055,10.875,11756551917,64576,112289,19128
2014-06-14,575.029,-5.0928412,9.062,11756551917,53418,96697,16078
2014-06-15,565.303,-4.72375335,8.923,11756551917,53726,90352,15810
2014-06-16,596.048,-7.84727239,9.341,11756551917,68074,118081,18430
2014-06-17,596.985,-8.35319778,9.76,11756551917,69893,124137,18560
2014-06-18,607.673,-7.01476609,9.202,13171043650,63730,113108,15957
2014-06-19,603.129,-5.69157482,8.784,13462580115,62287,101448,17605
2014-06-20,590.957,-5.97941819,7.808,13462580115,57195,103836,17459
2014-06-21,589.485,-5.17768145,6.971,13462580115,50987,99168,15113
2014-06-22,598.9,-4.65791371,7.668,13462580115,49924,98486,13838
2014-06-23,589.476,-6.73324094,6.832,13462580115,60040,104474,16325
2014-06-24,585.681,-8.33188953,7.111,13462580115,64695,116761,17005
2014-06-25,568.912,-8.95136639,6.692,13462580115,64210,119094,17683
2014-06-26,569.836,-7.64753212,6.832,13462580115,61261,108058,17534
2014-06-27,583.871,-7.63748431,8.505,13462580115,62769,114481,17587
2014-06-28,596.82,-4.41434616,6.971,13462580115,54210,92420,15236
2014-06-29,594.664,-3.08573949,7.389,15429083781,48937,88581,15482
2014-06-30,620.059,-7.56624519,8.784,16818461371,70099,120898,19860
2014-07-01,649.274,-7.02289633,8.806,16818461371,69310,125213,20443
2014-07-02,645.747,-6.27839079,9.429,16818461371,66591,120999,21375
2014-07-03,643.645,-4.54242532,8.425,16818461371,62710,105704,22046
2014-07-04,636.579,-2.25400121,7.513,16818461371,59328,88235,22659
2014-07-05,629.756,-0.31761947,6.56,16818461371,49802,79198,16997
2014-07-06,632.787,-3.10584968,7.532,16818461371,51997,96438,17331
2014-07-07,626.639,-6.34309642,8.615,16818461371,64536,117302,22248
2014-07-08,621.123,-8.38858636,8.016,16818461371,69967,136433,24425
2014-07-09,621.434,-7.34269681,7.314,16818461371,68352,122923,24542
2014-07-10,616.557,-6.80903173,8.067,16818461371,64456,119374,23242
2014-07-11,622.121,-6.10920594,7.746,16818461371,58921,115912,20939
2014-07-12,632.056,-2.86321629,6.993,16834953588,53297,91987,16719
2014-07-13,629.664,-4.27158442,6.672,17336316979,52257,101590,16133
2014-07-14,621.8,-5.83328858,7.211,17336316979,62626,107571,20287
2014-07-15,621.061,-7.54562277,7.802,17336316979,72157,123272,25031
2014-07-16,617.3,-6.33676807,8.657,17336316979,65427,113256,21984
2014-07-17,617.851,-6.55655038,8.815,17336316979,66061,117018,23305
2014-07-18,622.126,-5.59937848,8.206,17336316979,63890,111834,25897
2014-07-19,626.392,-4.36909413,8.513,17336316979,59376,101155,20261
2014-07-20,622.21,-4.20305615,8.174,17336316979,51846,102305,16827
2014-07-21,618.92,-5.73158908,8.095,17336316979,64035,103738,18501
2014-07-22,620.249,-6.81136449,8.337,17336316979,66716,112343,18386
2014-07-23,618.566,-7.46928988,7.351,17336316979,66737,119730,20612
2014-07-24,607.944,-7.10660449,8.164,17336316979,66133,114346,20448
2014-07-25,600.002,-7.37817768,7.383,17439393635,61335,117259,19971
2014-07-26,594.585,-4.72252257,6.914,18736441558,56199,91653,16000
2014-07-27,596.029,-4.43716171,7.374,18736441558,51838,94585,15621
2014-07-28,585.359,-7.48928823,7.644,18736441558,64594,115282,23384
2014-07-29,584.376,-7.11500474,7.374,18736441558,61458,111476,21797
2014-07-30,574.994,-8.82454961,7.946,18736441558,65981,125376,22092
2014-07-31,574.929,-8.42582263,8.155,18736441558,69607,117134,22160
2014-08-01,591.067,-8.06174195,7.377,18736441558,67758,117308,21585
2014-08-02,590.42,-4.73856154,6.531,18736441558,54826,93466,18531
2014-08-03,583.32,-3.99031413,6.893,18736441558,53467,87016,17187
2014-08-04,585.95,-6.96503331,7.014,18736441558,67719,101779,20609
2014-08-05,582.376,-9.96173521,7.982,18736441558,72688,135559,21073
2014-08-06,581.009,-10.49457735,8.345,18736441558,80238,139628,22471
2014-08-07,583.85,-8.11607021,8.707,18736441558,69753,120499,24516
2014-08-08,590.585,-8.24673285,7.74,19534776726,68139,121727,23126
2014-08-09,586.527,-6.24488771,6.772,19729645941,60417,103002,21820
2014-08-10,588.101,-6.34644044,7.498,19729645941,57736,107462,20814
2014-08-11,583.969,-10.13842778,7.74,19729645941,75393,136097,21388
2014-08-12,568.256,-10.68040135,8.103,19729645941,76808,140881,22551
2014-08-13,551.058,-10.01091497,11.852,19729645941,75593,138846,23725
2014-08-14,518.99,-10.81578021,9.796,19729645941,78902,131278,24887
2014-08-15,506.064,-10.56643039,9.554,19729645941,73028,123034,22725
2014-08-16,501.845,-9.68155424,9.554,19729645941,67816,114912,23487
2014-08-17,504.405,-8.375307,8.224,19729645941,60053,103318,22608
2014-08-18,476.384,-11.69530694,10.159,19729645941,72560,130078,21867
2014-08-19,476.972,-11.95316134,8.587,20349111934,74554,131600,24106
2014-08-20,491.137,-11.28892879,8.587,23844670039,73673,131550,26924
2014-08-21,521.423,-11.0888199,7.861,23844670039,72999,130843,22176
2014-08-22,513.078,-10.51391207,7.982,23844670039,66841,123720,21222
2014-08-23,503.706,-8.55352804,7.982,23844670039,57431,100604,17389
2014-08-24,504.419,-9.46937961,7.982,23844670039,56549,110270,16318
2014-08-25,502.862,-11.21837907,7.377,23844670039,69757,122009,19062
2014-08-26,507.703,-11.79897218,7.498,23844670039,72487,131694,19596
2014-08-27,514.911,-11.32474042,7.498,23844670039,74412,124930,19625
2014-08-28,509.791,-10.52980877,7.377,23844670039,68455,120854,22229
2014-08-29,506.639,-10.19157722,7.135,23844670039,68444,110614,19838
2014-08-30,502.665,-8.98579242,7.377,23844670039,61032,101469,18905
2014-08-31,488.836,-9.33349551,7.74,23901860904,57567,102679,17226
2014-09-01,479.421,-11.35468972,9.07,27428630902,70247,117614,18661
2014-09-02,477.176,-11.64970283,7.982,27428630902,71762,123859,22901
2014-09-03,475.398,-11.36682372,8.103,27428630902,71699,117748,22113
2014-09-04,481.297,-11.22550725,8.345,27428630902,70652,124470,24968
2014-09-05,484.581,-10.91340343,8.345,27428630902,67893,119571,22368
2014-09-06,481.482,-9.60247596,7.377,27428630902,63190,101438,21053
2014-09-07,481.745,-10.80206945,7.498,27428630902,60197,114956,17730
2014-09-08,470.073,-12.2499658,8.103,27428630902,75622,127558,22751
2014-09-09,466.454,-13.85408067,9.07,27428630902,81666,140375,16169
2014-09-10,482.398,-11.77730965,10.763,27428630902,72401,124968,16616
2014-09-11,475.58,-9.60049879,12.094,27428630902,65856,117103,27367
2014-09-12,472.322,-10.87591603,9.07,27428630902,68230,118625,24097
2014-09-13,475.441,-10.15628364,6.893,27800072130,61065,102936,18209
2014-09-14,476.655,-11.74606203,8.103,29829733124,67497,122259,18671
2014-09-15,474.915,-12.2861926,8.224,29829733124,78508,128955,23392
2014-09-16,467.613,-14.17162167,7.498,29829733124,87063,148865,21176
