Date,BTC Price,Bubble Index,Google Trends,Difficulty,Transactions,Sent By Address,Tweets
2017-03-10,1202,-9.90892471,31.206,460769358091,308326,431769,36952
2017-03-11,1168,-10.91685806,27.222,460769358091,280532,400526,30193
2017-03-12,1195,-10.63927965,19.919,460769358091,220955,323614,26226
2017-03-13,1229,-11.70700664,21.579,460769358091,272934,398069,27414
2017-03-14,1239,-12.89359126,19.587,460769358091,310239,436205,27110
2017-03-15,1248,-12.56868719,19.587,460769358091,292292,413491,25560
2017-03-16,1218,-13.45555763,19.919,460769358091,326881,465178,26412
2017-03-17,1131,-12.85586764,20.915,469886043904,292042,416777,28612
2017-03-18,1039,-12.65511014,23.57,475705205062,263373,386215,25964
2017-03-19,1014,-13.30742639,20.915,475705205062,269171,382307,26859
2017-03-20,1039,-12.92757981,21.247,475705205062,276897,395003,30480
2017-03-21,1089,-13.21193901,20.251,475705205062,287913,421186,29659
2017-03-22,1062,-13.48953438,20.915,475705205062,316434,447372,32507
2017-03-23,1043,-12.76369584,19.587,475705205062,287723,418503,39969
2017-03-24,997.754,-14.0805695,18.923,475705205062,289345,422235,30279
2017-03-25,934.795,-13.2802902,21.247,475705205062,242842,379755,29728
2017-03-26,973.897,-13.63539169,17.595,475705205062,219338,350315,23985
2017-03-27,1003,-13.24654174,19.255,475705205062,232159,361901,25216
2017-03-28,1045,-14.48388023,17.927,475705205062,293846,437168,26462
2017-03-29,1036,-14.49162827,17.927,475705205062,283793,420144,24593
2017-03-30,1037,-14.53178951,16.931,482855238677,288624,410501,25723
2017-03-31,1057,-14.20624265,16.599,499635929817,259268,400959,24542
2017-04-01,1083,-14.2032236,16.762,499635929817,255739,396477,21680
2017-04-02,1090,-14.02382367,15.932,499635929817,244045,375677,21011
2017-04-03,1132,-13.98975454,17.726,499635929817,287965,431305,25315
2017-04-04,1142,-13.02811099,18.069,499635929817,255890,399874,26979
2017-04-05,1128,-14.30207403,17.083,499635929817,316393,459413,28967
2017-04-06,1164,-13.68960366,17.239,499635929817,290318,438907,28251
2017-04-07,1189,-13.4118491,17.239,499635929817,295301,434026,29445
2017-04-08,1188,-12.36333019,17.405,499635929817,226822,364889,23272
2017-04-09,1194,-12.71380978,16.585,499635929817,238127,365361,22661
2017-04-10,1208,-13.1366132,17.737,499635929817,273237,424790,26562
2017-04-11,1213,-13.39779142,18.722,499635929817,307726,459567,28441
2017-04-12,1218,-12.9541617,17.892,499635929817,277951,436876,29250
2017-04-13,1191,-11.8882589,17.892,517807877352,228552,365435,27278
2017-04-14,1185,-14.01492311,15.932,520808749422,290069,435892,25953
2017-04-15,1188,-13.99746211,15.279,520808749422,270555,405564,22135
2017-04-16,1188,-11.89462072,15.766,520808749422,211683,329440,23562
2017-04-17,1190,-12.40751071,16.751,520808749422,245046,373902,28015
2017-04-18,1218,-13.15355453,18.877,520808749422,302945,443758,28770
2017-04-19,1217,-13.67704697,17.903,520808749422,309961,448865,26629
2017-04-20,1233,-12.42905728,17.073,520808749422,267777,397436,29974
2017-04-21,1256,-13.99151728,16.751,520808749422,330187,483146,28206
2017-04-22,1252,-12.77467997,16.751,520808749422,268567,408680,27203
2017-04-23,1252,-12.42901806,15.766,520808749422,244886,374157,25203
2017-04-24,1257,-11.18252967,17.073,520808749422,222547,360723,29644
2017-04-25,1269,-13.06988249,18.38,520808749422,325239,474491,33008
2017-04-26,1293,-12.93210831,20.527,520808749422,334318,479347,29463
2017-04-27,1318,-11.83033348,20.693,521839702600,297737,444591,32051
2017-04-28,1326,-12.5071474,20.195,521974519554,305135,463942,28213
2017-04-29,1335,-13.55472932,18.556,521974519554,341146,486963,25838
2017-04-30,1337,-11.99438101,18.058,521974519554,281338,402113,27459
2017-05-01,1390,-10.49058271,22.421,521974519554,294636,421823,34936
2017-05-02,1437,-10.35760578,26.32,521974519554,333003,475648,35501
2017-05-03,1462,-9.93392456,25.345,521974519554,295017,435743,31179
2017-05-04,1517,-9.06045618,34.118,521974519554,354569,521185,34255
2017-05-05,1534,-7.95213325,30.219,521974519554,267064,414636,29857
2017-05-06,1530,-11.80411375,24.37,521974519554,362854,514922,25032
2017-05-07,1541,-10.33992409,24.37,521974519554,315844,442365,26713
2017-05-08,1600,-10.50865544,27.295,521974519554,364916,524437,29244
2017-05-09,1700,-6.11312104,37.043,521974519554,332724,492134,44121
2017-05-10,1721,-6.29625047,34.118,555092980098,311243,466631,40934
2017-05-11,1800,-5.16982682,37.043,559970892891,294608,445635,35505
2017-05-12,1763,-4.93822833,42.892,559970892891,317544,478776,35985
2017-05-13,1700,-5.1600961,45.816,559970892891,329108,483008,33174
2017-05-14,1776,-6.24343163,38.992,559970892891,368934,514552,40474
2017-05-15,1722,-3.91709634,51.665,559970892891,329059,487041,32997
2017-05-16,1709,-1.40585107,46.791,559970892891,233845,362173,35688
2017-05-17,1790,-5.5430196,39.967,559970892891,317372,481179,33543
2017-05-18,1837,-5.48049012,35.093,559970892891,288762,454381,33534
2017-05-19,1923,-4.80052344,40.942,559970892891,319338,503684,34239
2017-05-20,1988,-5.33581326,38.992,559970892891,352640,501849,32852
2017-05-21,2045,-3.09168606,42.892,559970892891,325910,456958,34900
2017-05-22,2149,2.54944058,65.312,559970892891,327722,472511,44720
2017-05-23,2208,2.70113644,69.211,584152236546,367542,526587,48940
2017-05-24,2379,5.55035717,74.085,595921917085,338488,481253,47492
2017-05-25,2568,11.05672922,97.481,595921917085,349951,501300,51057
2017-05-26,2377,6.03680988,76.035,595921917085,333187,489497,49914
2017-05-27,2061,1.67905859,67.262,595921917085,331746,486572,39077
2017-05-28,2158,-0.23945029,50.69,595921917085,307978,429728,33992
2017-05-29,2208,-0.08407961,49.715,595921917085,321487,449249,41046
2017-05-30,2258,-0.99353003,48.74,595921917085,347782,493318,41624
2017-05-31,2236,-0.31658312,46.791,595921917085,321470,469122,47749
2017-06-01,2384,-0.40258472,44.841,595921917085,319539,467996,39409
2017-06-02,2413,0.51691617,39.967,595921917085,271393,411415,35997
2017-06-03,2500,-1.40904008,37.043,595921917085,305128,449710,30857
2017-06-04,2512,1.29986408,37.043,628336862171,265883,393466,38571
2017-06-05,2594,0.98807825,41.917,678760110083,289766,447847,38632
2017-06-06,2822,5.74231088,57.514,678760110083,297265,477811,51736
2017-06-07,2797,2.33780417,50.69,678760110083,339555,508083,43821
2017-06-08,2741,1.85433337,44.841,678760110083,307212,458904,37910
2017-06-09,2811,2.87732101,42.892,678760110083,282033,441192,38824
2017-06-10,2845,4.45211189,41.917,678760110083,254852,393428,34849
2017-06-11,2894,7.50605916,42.892,678760110083,222746,350009,36404
2017-06-12,2799,6.28938283,55.564,678760110083,268951,424657,42206
2017-06-13,2712,2.6343859,47.766,678760110083,291635,478118,43501
2017-06-14,2654,2.91113238,47.766,678760110083,287504,440998,41045
2017-06-15,2377,3.4720092,58.488,678760110083,290753,445059,45335
2017-06-16,2456,2.84629235,48.74,678760110083,269789,411421,41470
2017-06-17,2559,3.38444763,39.967,679668719410,236409,363061,35393
2017-06-18,2566,4.79011578,37.043,711697198174,209214,321662,33617
2017-06-19,2561,1.13595246,38.992,711697198174,269623,418307,38427
2017-06-20,2657,1.6031479,40.942,711697198174,267926,456280,41414
2017-06-21,2707,2.32479575,41.917,711697198174,280063,430351,40215
2017-06-22,2677,2.60117939,41.917,711697198174,269546,410959,37617
2017-06-23,2710,3.86944272,40.942,711697198174,259778,387556,42760
2017-06-24,2654,-1.90162282,38.018,711697198174,226981,356744,0
2017-06-25,2567,0.80939227,35.093,711697198174,180597,292693,0
2017-06-26,2472,-4.14849635,44.841,711697198174,261764,407713,0
2017-06-27,2409,-4.35636225,48.74,711697198174,259606,435835,0
2017-06-28,2524,-4.2092615,47.766,711697198174,279654,435927,0
2017-06-29,2545,-2.89964136,40.942,711697198174,230934,378011,0
2017-06-30,2513,-6.5235746,33.143,711697198174,267206,415868,0
2017-07-01,2447,-3.93882738,31.989,711697198174,221692,334799,0
2017-07-02,2431,-1.86897223,33.573,708707940676,196351,304664,0
2017-07-03,2518,-5.38283129,34.06,708659466230,253074,389627,0
2017-07-04,2588,-5.73352265,33.573,708659466230,255330,418122,0
2017-07-05,2566,-3.99320486,34.06,708659466230,236859,366473,0
2017-07-06,2589,-3.04826096,35.157,708659466230,224964,359432,0
2017-07-07,2542,-5.67348597,33.512,708659466230,243466,412939,0
2017-07-08,2513,-3.50847526,31.014,708659466230,220670,331633,0
2017-07-09,2540,-0.00766897,31.44,708659466230,187986,279754,0
2017-07-10,2455,-5.08746357,36.619,708659466230,251525,379402,0
2017-07-11,2341,-6.01915288,42.773,708659466230,265586,426630,0
2017-07-12,2341,0.67721579,39.178,708659466230,256961,390631,41059
2017-07-13,2365,0.70145157,36.68,708659466230,245738,375415,37788
2017-07-14,2276,0.51076508,36.619,761764941640,227764,366403,36999
2017-07-15,2079,0.28535031,40.763,804525194568,221724,345815,35882
2017-07-16,1941,1.82107927,48.075,804525194568,203002,314702,35044
2017-07-17,2054,0.40170611,43.87,804525194568,230167,373816,42841
2017-07-18,2268,-0.38638511,43.87,804525194568,260410,440571,38869
2017-07-19,2309,0.29305024,41.25,804525194568,253619,407556,40774
2017-07-20,2471,3.71211794,45.942,804525194568,230037,380778,42878
2017-07-21,2702,3.11046131,44.967,804525194568,268289,421979,41888
2017-07-22,2766,5.43836477,38.752,804525194568,223198,338462,36424
2017-07-23,2760,9.54332978,38.752,804525194568,180859,275765,36108
2017-07-24,2745,4.41110115,39.239,804525194568,239894,370830,44080
2017-07-25,2625,3.05368629,40.824,804525194568,243888,400265,44885
2017-07-26,2503,3.3965709,40.275,804525194568,237706,365077,47880
2017-07-27,2571,4.54312624,39.178,836351931636,225215,347631,49367
2017-07-28,2742,4.94034724,43.809,860221984436,247057,378159,46138
2017-07-29,2725,5.70436749,37.107,860221984436,210977,316754,35823
2017-07-30,2693,7.14855588,36.619,860221984436,183998,299626,37073
2017-07-31,2771,6.92766929,46.978,860221984436,230867,352462,45510
2017-08-01,2785,24.8442141,77.876,860221984436,131726,217993,52376
2017-08-02,2718,13.77806247,71.295,860221984436,209169,311862,50050
2017-08-03,2747,8.34004137,48.261,860221984436,212879,333784,47758
2017-08-04,2831,6.64112389,43.874,860221984436,235613,355478,47503
2017-08-05,3152,11.60303968,57.036,860221984436,239594,355925,48992
2017-08-06,3238,12.67005476,47.165,860221984436,199487,311025,36187
2017-08-07,3306,10.51970235,54.842,860221984436,248849,395695,46630
2017-08-08,3422,9.84447083,55.939,860221984436,275410,445406,53994
2017-08-09,3353,9.68921339,52.649,888074709978,260817,409106,48611
2017-08-10,3399,8.45114905,48.261,923233068449,257831,422801,45181
2017-08-11,3514,8.38324202,50.455,923233068449,283857,454050,49242
2017-08-12,3780,14.21055963,61.424,923233068449,260386,399541,44387
2017-08-13,4041,19.00623646,74.586,923233068449,263162,392571,47827
2017-08-14,4185,21.85464106,83.361,923233068449,255232,416424,57531
2017-08-15,4189,18.78195001,84.457,923233068449,310850,484333,65447
2017-08-16,4177,18.25316445,71.295,923233068449,274736,421843,53779
2017-08-17,4354,16.10305177,68.005,923233068449,347140,474636,71870
2017-08-18,4240,17.48125138,71.295,923233068449,312101,436430,61067
2017-08-19,4090,17.40268997,63.617,923233068449,266681,389616,51709
2017-08-20,4101,22.41326381,59.23,923233068449,210722,322818,58268
2017-08-21,4043,18.02155126,59.23,923233068449,236657,375380,53402
2017-08-22,3941,23.7409498,68.005,923233068449,196194,321776,59244
2017-08-23,4156,13.41447875,60.327,923233068449,315575,477608,59293
2017-08-24,4202,22.5374098,54.842,891643263405,203704,335651,63067
2017-08-25,4367,22.35941828,57.036,888171856257,208068,363418,58723
2017-08-26,4323,19.53553495,52.649,888171856257,226380,366824,50258
2017-08-27,4349,17.37147718,50.455,888171856257,261736,369756,47358
2017-08-28,4316,19.13562339,53.746,888171856257,223642,386199,53173
2017-08-29,4473,17.26366624,61.424,888171856257,280967,459109,60452
2017-08-30,4586,19.56246286,64.714,888171856257,271298,435246,57072
2017-08-31,4677,19.99493871,69.102,888171856257,280561,456934,58244
2017-09-01,4808,22.3674715,74.586,888171856257,283496,457645,67953
2017-09-02,4694,23.25290621,68.005,888171856257,236647,404830,53177
2017-09-03,4601,27.0973079,61.424,888171856257,195135,328082,49077
2017-09-04,4402,21.89409722,76.779,888171856257,269105,441536,77422
2017-09-05,4290,19.34238181,77.876,888171856257,277751,466787,61290
2017-09-06,4564,19.15816881,68.005,903315386420,276063,455092,57051
2017-09-07,4613,20.06602295,61.424,922724699726,256198,410938,51603
2017-09-08,4509,18.09696789,65.811,922724699726,279313,460254,57797
2017-09-09,4327,21.38085248,53.746,922724699726,217721,345735,54796
2017-09-10,4224,23.51596013,53.746,922724699726,193102,313176,52629
2017-09-11,4239,18.44971251,60.327,922724699726,253318,403191,61659
2017-09-12,4271,18.24822163,60.327,922724699726,256042,416508,64321
2017-09-13,3956,20.57707772,80.07,922724699726,263130,412270,73211
2017-09-14,3648,22.25149672,98.716,922724699726,267894,423705,81128
2017-09-15,3430,20.76548151,109.685,922724699726,291899,482592,78373
2017-09-16,3733,20.15637962,72.392,922724699726,228088,359388,64396
2017-09-17,3669,19.48102226,60.327,922724699726,197507,322465,52831
2017-09-18,3962,21.51656017,70.198,1052185622755,218077,366540,73426
2017-09-19,3978,15.72983725,64.714,1103400932964,282761,430439,71751
2017-09-20,3958,16.69110105,55.939,1103400932964,235606,370974,59979
2017-09-21,3811,14.12145784,57.036,1103400932964,255081,405038,61443
2017-09-22,3645,13.7563253,52.649,1103400932964,227476,387879,63652
2017-09-23,3735,16.18193925,44.971,1103400932964,203695,319234,56876
2017-09-24,3713,17.58613183,41.68,1103400932964,185132,290936,55081
2017-09-25,3832,15.32699629,49.358,1103400932964,226478,379341,72699
2017-09-26,3928,12.32259303,46.068,1103400932964,263510,409324,61973
2017-09-27,4045,14.38474152,50.455,1103400932964,257814,409675,65959
2017-09-28,4200,14.40851184,48.261,1103400932964,275799,416562,70657
2017-09-29,4156,14.92615681,47.165,1103400932964,254269,418181,76874
2017-09-30,4290,18.35820353,42.777,1103400932964,212540,344939,56280
2017-10-01,4323,20.90274976,43.527,1103400932964,203523,315771,58917
2017-10-02,4421,13.987475,49.902,1123590453771,294852,455305,66945
2017-10-03,4326,14.2261184,49.354,1123863285133,281949,445314,70772
2017-10-04,4263,17.70094878,47.16,1123863285133,232692,380183,76296
2017-10-05,4268,13.33540924,45.173,1123863285133,273118,424653,61290
2017-10-06,4372,12.74455117,43.527,1123863285133,283540,456906,68406
2017-10-07,4364,18.0457859,41.882,1123863285133,231068,364596,76111
2017-10-08,4508,18.65052545,46.612,1123863285133,238203,370784,63113
2017-10-09,4655,16.70038928,54.632,1123863285133,296785,450143,73002
2017-10-10,4825,17.6456108,55.729,1123863285133,302941,463750,79373
2017-10-11,4796,17.54931684,55.729,1123863285133,292320,451089,68320
2017-10-12,5076,28.75364462,92.881,1123863285133,293011,448224,106779
2017-10-13,5611,32.20967561,106.728,1123863285133,309683,489698,99372
2017-10-14,5677,28.3786404,74.305,1123863285133,292999,423778,83670
2017-10-15,5632,28.09713185,68.478,1182954806244,283278,412303,93320
2017-10-16,5680,24.16870905,69.575,1196792694099,314551,471943,77238
2017-10-17,5633,22.15907989,66.833,1196792694099,334274,494130,80151
2017-10-18,5398,21.51371986,68.478,1196792694099,329428,473872,71392
2017-10-19,5656,21.44584759,66.833,1196792694099,356807,509492,85571
2017-10-20,5788,27.00065442,75.402,1196792694099,312230,471486,94627
2017-10-21,6077,30.84170158,86.506,1196792694099,312104,431707,66998
2017-10-22,5919,30.52249496,73.757,1196792694099,288949,391467,74513
2017-10-23,5877,29.74029563,81.777,1196792694099,315925,430124,86442
2017-10-24,5662,25.01933464,90.687,1196792694099,338707,547682,74472
2017-10-25,5546,24.7188584,80.68,1196792694099,317062,488845,72426
2017-10-26,5824,27.88071381,79.583,1225828961475,285767,458012,67679
2017-10-27,5824,29.56028984,67.382,1452839779146,226990,401541,69197
2017-10-28,5755,27.98139414,56.826,1452839779146,227234,369356,59449
2017-10-29,5882,21.53774892,65.736,1452839779146,335635,491327,64396
2017-10-30,6122,26.68512908,74.853,1452839779146,312620,468353,73018
2017-10-31,6244,32.78244727,87.603,1452839779146,276961,448205,86043
2017-11-01,6507,33.32826844,104.867,1452839779146,340337,508120,89885
2017-11-02,6963,43.22596895,141.879,1452839779146,352186,495469,92923
2017-11-03,7240,46.65612776,129.542,1452839779146,274116,447775,77953
2017-11-04,7264,42.53340523,104.867,1452839779146,293991,409270,73373
2017-11-05,7472,47.60521847,98.699,1452839779146,251587,358067,67196
2017-11-06,7254,43.95749227,104.867,1452839779146,270896,402606,72577
2017-11-07,7113,35.16917298,98.699,1452839779146,335480,474445,64461
2017-11-08,7383,42.06873939,104.867,1452839779146,301202,435209,81551
2017-11-09,7250,36.49258511,98.699,1452839779146,341128,479262,81241
2017-11-10,6951,45.18713249,123.373,1423367213139,271625,426236,80481
2017-11-11,6549,52.76717132,117.205,1364422081125,194554,312675,68892
2017-11-12,6115,55.97686504,148.048,1364422081125,185886,317496,71176
2017-11-13,6345,38.94968826,129.542,1364422081125,309159,479691,73373
2017-11-14,6601,38.27505158,98.699,1364422081125,271867,420149,71630
2017-11-15,7074,37.54797738,104.867,1364422081125,321636,487494,79934
2017-11-16,7462,41.07872475,104.867,1364422081125,310244,474645,87538
2017-11-17,7840,47.29159712,123.373,1364422081125,306450,463485,83410
2017-11-18,7705,44.03410863,92.53,1364422081125,270738,411895,68192
2017-11-19,7832,46.2044854,92.53,1364422081125,264695,399282,72762
2017-11-20,8112,45.43014343,117.205,1364422081125,336029,502165,102144
2017-11-21,8178,44.1695569,123.373,1364422081125,370918,517808,87110
2017-11-22,8206,44.85730424,104.867,1364422081125,311885,468426,78405
2017-11-23,8184,39.27919585,98.699,1364422081125,352050,519374,75047
2017-11-24,8168,41.10416888,92.53,1361966821649,305586,486976,69886
2017-11-25,8464,42.90292591,98.699,1347001430559,336533,481219,71625
2017-11-26,9041,56.53397536,148.048,1347001430559,329524,484158,80943
2017-11-27,9607,64.04640305,197.398,1347001430559,379086,568295,98413
2017-11-28,9867,72.90553058,228.241,1347001430559,365821,556183,106360
2017-11-29,10480,102.77253435,376.289,1347001430559,397917,607607,128781
2017-11-30,9996,88.17308614,308.434,1347001430559,384219,564925,103190
2017-12-01,10236,73.13038962,234.41,1347001430559,412725,571162,105017
2017-12-02,10976,76.04355383,178.892,1347001430559,326193,445089,88292
2017-12-03,11320,72.89037372,178.892,1347001430559,352868,493467,83022
2017-12-04,11414,73.15179384,209.735,1347001430559,400505,583651,97945
2017-12-05,11716,75.66372208,215.904,1347001430559,405531,586563,103919
2017-12-06,12656,90.82563972,289.928,1407975304733,443399,639063,116856
2017-12-07,15282,168.94984814,579.855,1590896927258,374765,553656,155600
2017-12-08,16326,158.75826265,512,1590896927258,384936,545295,124260
2017-12-09,15335,120.56619663,345.446,1590896927258,403225,525520,114109
2017-12-10,14558,124.24747638,333.108,1590896927258,341256,441242,100455
2017-12-11,16561,138.45566849,388.626,1590896927258,368427,519452,128425
2017-12-12,16914,130.35400726,357.783,1590896927258,372821,554166,113215
2017-12-13,16746,114.23881351,320.771,1590896927258,424393,615267,98863
2017-12-14,16521,97.40290912,283.759,1590896927258,490459,730199,109628
2017-12-15,17543,108.08036512,259.084,1590896927258,405507,594965,105711
2017-12-16,18334,118.41033279,252.916,1590896927258,364051,514084,82782
2017-12-17,19401,125.34431625,283.759,1590896927258,391725,538692,84441
2017-12-18,18854,120.5941209,289.928,1718045833483,394057,578169,97245
2017-12-19,18319,118.93945583,302.265,1873105475222,378482,593147,83423
2017-12-20,16899,135.76539068,407.132,1873105475222,370141,583767,101169
2017-12-21,16311,118.98031657,320.771,1873105475222,335350,575368,105591
2017-12-22,14030,164.32176713,616.867,1873105475222,380493,607897,124670
2017-12-23,15086,134.5801207,382.458,1873105475222,308072,473638,100098
2017-12-24,13698,116.27483226,289.928,1873105475222,279371,393496,70864
2017-12-25,13825,117.64770041,240.578,1873105475222,228791,341208,64029
2017-12-26,15224,121.23013579,240.578,1873105475222,247298,375072,77648
2017-12-27,15712,103.73125833,228.241,1873105475222,307486,501060,78968
2017-12-28,14342,97.2719292,228.241,1873105475222,304904,498181,79968
2017-12-29,14598,84.91282723,203.566,1873105475222,353659,579572,77151
2017-12-30,13277,78.86694143,203.566,1873105475222,344260,584815,71377
2017-12-31,13402,87.03682636,172.723,1873105475222,290259,425658,64989
2018-01-01,13523,95.28698041,158.04,1922580604981,241601,356264,62044
2018-01-02,13924,82.51902395,189.385,1931136454488,340809,527209,77723
2018-01-03,15027,80.48451261,186.3,1931136454488,395806,583433,79086
2018-01-04,14883,73.66027359,181.447,1931136454488,424840,653949,74534
2018-01-05,15881,87.19794445,179.677,1931136454488,342564,563214,76404
2018-01-06,16784,86.04930425,158.494,1931136454488,358679,550609,62977
2018-01-07,16733,82.7215052,159.809,1931136454488,368025,596370,67259
2018-01-08,15476,80.38370391,177.908,1931136454488,345506,582236,30585
2018-01-09,15041,76.95817132,167.747,1931136454488,360101,619186,80932
2018-01-10,14328,77.59186672,174.824,1931136454488,347227,591685,82357
2018-01-11,13863,82.99096794,196.007,1931136454488,337766,560733,100333
2018-01-12,13850,81.22373118,161.578,1931136454488,299913,501201,80737
2018-01-13,14363,84.22187193,141.71,2134254177774,265586,445886,63396
2018-01-14,13821,87.25165952,132.003,2227847638504,234890,379898,65657
2018-01-15,13932,79.11125328,133.318,2227847638504,273473,452141,76852
2018-01-16,12255,90.96470505,263.551,2227847638504,303566,529807,102135
2018-01-17,10747,100.8621702,355.816,2227847638504,315604,556406,111394
2018-01-18,11561,82.46435326,240.598,2227847638504,309322,534393,100366
2018-01-19,11560,80.08098877,179.677,2227847638504,243454,403514,57244
2018-01-20,12544,84.22693734,148.333,2227847638504,240433,365065,75149
2018-01-21,11984,83.13763862,135.087,2227847638504,215435,337684,76295
2018-01-22,11217,77.22417588,161.578,2227847638504,245395,393434,93708
2018-01-23,10800,73.12642145,153.186,2227847638504,271759,358396,81995
2018-01-24,11094,71.98321186,139.94,2227847638504,250247,380485,78855
2018-01-25,11384,73.57439885,132.003,2460585023618,236422,352841,79509
2018-01-26,11085,73.06340156,135.087,2603077300219,220304,341660,73227
2018-01-27,11294,77.50070332,116.988,2603077300219,193421,289097,63956
2018-01-28,11710,73.86451353,110.365,2603077300219,213288,322498,66645
2018-01-29,11372,69.08833218,112.134,2603077300219,232028,350079,82322
2018-01-30,10781,67.00683241,125.38,2603077300219,236442,363129,84246
2018-01-31,10154,69.37194382,135.087,2603077300219,204159,337571,81651
2018-02-01,9755,66.55172671,169.848,2603077300219,257504,403277,93008
2018-02-02,8748,73.78260883,222.925,2603077300219,235750,394122,102640
2018-02-03,9091,68.85651484,148.617,2603077300219,194733,297108,76444
2018-02-04,8826,67.08992333,127.386,2603077300219,173509,268466,78202
2018-02-05,7704,71.85565758,222.925,2603077300219,216178,334825,99959
2018-02-06,6852,74.06315594,279.541,2607870187293,243950,397735,109734
2018-02-07,7933,63.5746638,180.463,2874674234416,213578,326879,95072
2018-02-08,8256,67.31782864,152.155,2874674234416,173158,264306,101569
2018-02-09,8300,58.6281039,127.386,2874674234416,177725,305351,89542
2018-02-10,8691,56.59375089,102.616,2874674234416,181640,287700,77570
2018-02-11,8234,58.57242267,99.078,2874674234416,147057,248844,75335
2018-02-12,8662,56.6004778,106.155,2874674234416,186752,294180,83783
2018-02-13,8657,56.4289304,102.616,2874674234416,182820,282146,73084
2018-02-14,9055,56.24391123,102.616,2874674234416,196238,305705,72888
2018-02-15,9838,61.76047875,109.693,2874674234416,198052,316003,74208
2018-02-16,10058,63.37146726,95.539,2874674234416,187581,289858,74964
2018-02-17,10713,68.85207547,88.462,2874674234416,173640,273456,69716
2018-02-18,10772,72.55626641,92.001,2874674234416,159333,259007,62968
2018-02-19,10902,67.46283513,92.001,2874674234416,187205,295089,69225
2018-02-20,11551,70.34187928,99.078,2967853337745,198314,308579,75215
2018-02-21,10851,64.43529283,95.539,3007383866430,205032,303520,69562
2018-02-22,10325,60.05240474,92.001,3007383866430,183086,328402,66124
2018-02-23,10046,57.96795506,81.385,3007383866430,185045,301173,62576
2018-02-24,9975,62.45955266,70.77,3007383866430,154389,248715,56616
2018-02-25,9649,61.07859791,67.231,3007383866430,144698,246087,63393
2018-02-26,9939,56.64087862,77.847,3007383866430,186333,302028,66533
2018-02-27,10575,56.19113399,77.847,3007383866430,219464,324196,64827
2018-02-28,10607,60.98061518,74.308,3007383866430,189068,291972,68823
2018-03-01,10666,53.41773098,67.231,3007383866430,233579,324129,61852
2018-03-02,11002,59.71237891,70.77,3007383866430,194917,316427,61317
2018-03-03,11365,60.31452149,63.693,3007383866430,176844,254368,0
2018-03-04,11271,62.9077797,60.154,3007383866430,160083,235245,0
2018-03-05,11537,53.6951569,67.231,3233581400367,201289,295597,0
2018-03-06,11051,49.93439323,67.231,3290605988755,205860,294732,0
2018-03-07,10428,47.11045225,77.847,3290605988755,213821,302270,0
2018-03-08,9724,45.68890665,77.847,3290605988755,196260,281091,0
2018-03-09,8927,39.58942411,81.385,3290605988755,198034,307386,0
2018-03-10,9252,47.78930391,63.693,3290605988755,156088,224372,0
2018-03-11,9065,46.24105219,56.616,3290605988755,150731,216931,0
2018-03-12,9457,43.00385106,67.231,3290605988755,188233,275081,0
2018-03-13,9170,40.08257406,63.693,3290605988755,195982,272777,0
2018-03-14,8789,41.22343381,77.847,3290605988755,190898,267448,0
2018-03-15,8124,35.89103407,84.924,3290605988755,206042,292578,0
2018-03-16,8327,35.81214049,70.77,3290605988755,186823,287609,0
2018-03-17,8099,39.74481629,63.693,3290605988755,154347,225372,0
2018-03-18,7696,36.22064299,74.308,3381698122496,164250,245234,0
2018-03-19,8360,36.26901162,74.308,3462542391192,191373,273823,0
2018-03-20,8641,36.36723481,67.231,3462542391192,195041,273697,0
2018-03-21,9002,38.12865842,67.231,3462542391192,194694,280585,0
2018-03-22,8809,37.35324143,63.693,3462542391192,185044,273747,0
2018-03-23,8549,34.21457269,56.616,3462542391192,179685,280964,0
2018-03-24,8881,40.98749924,53.077,3462542391192,156931,231638,0
2018-03-25,8559,42.09947526,49.539,3462542391192,135139,205883,0
2018-03-26,8236,35.09537894,70.77,3462542391192,187700,272766,0
2018-03-27,7983,32.25649927,63.693,3462542391192,186913,271228,0
2018-03-28,7940,32.69275961,60.154,3462542391192,177386,258297,0
2018-03-29,7548,29.69700564,70.77,3462542391192,192259,287598,0
2018-03-30,6908,28.07904844,81.385,3462542391192,185778,291035,0
2018-03-31,7025,30.98720863,60.154,3462542391192,148489,220797,0
2018-04-01,6826,32.36072975,65.391,3494288842680,134967,206387,0
2018-04-02,7004,29.59219752,69.923,3511060552900,168022,246937,0
2018-04-03,7345,26.54957132,62.931,3511060552900,198756,284432,0
2018-04-04,7107,25.78082973,61.162,3511060552900,185563,277867,0
2018-04-05,6780,25.96143325,66.427,3511060552900,181676,259993,0
2018-04-06,6673,23.97991274,66.082,3511060552900,172751,293641,0
2018-04-07,6916,36.02307157,54.557,3511060552900,154459,217579,52476
2018-04-08,7020,37.9293056,49.637,3511060552900,138374,202421,52796
2018-04-09,6918,33.76642516,60.471,3511060552900,176416,258573,59029
2018-04-10,6805,30.70886619,56.284,3511060552900,186251,276907,59044
2018-04-11,6912,31.3035339,52.788,3511060552900,183087,270337,61072
2018-04-12,7355,34.05523198,65.349,3511060552900,210725,299879,68886
2018-04-13,8008,35.87548324,67.118,3511060552900,217117,333113,64178
2018-04-14,8025,38.06586943,49.637,3796188328005,161706,244735,50026
2018-04-15,8241,36.96519657,49.637,3839316899030,173868,269983,52494
