Date,bmo Index
2012-07-15,-0.5221748824873442
2012-07-16,-0.41078371315800866
2012-07-17,-0.37139868887904315
2012-07-18,-0.3236862766160561
2012-07-19,-0.3442666226867568
2012-07-20,-0.37449271782507054
2012-07-21,-0.33306072787650776
2012-07-22,-0.37579328084222025
2012-07-23,-0.37462898814275536
2012-07-24,-0.3644668815560663
2012-07-25,-0.34046370138116777
2012-07-26,-0.3316421104637852
2012-07-27,-0.33022127790766104
2012-07-28,-0.33554105756626207
2012-07-29,-0.3503142104413925
2012-07-30,-0.3060973869460324
2012-07-31,-0.27731379304877724
2012-08-01,-0.2539827050165506
2012-08-02,-0.14016268565072906
2012-08-03,-0.09670744194246095
2012-08-04,-0.07717467417225088
2012-08-05,-0.06419665553062712
2012-08-06,-0.03684349726809877
2012-08-07,-0.005232273367325374
2012-08-08,0.026088960788180543
2012-08-09,0.039823348084964155
2012-08-10,0.05753835738209695
2012-08-11,0.07639656567549136
2012-08-12,0.08822124336963155
2012-08-13,0.10474196156498528
2012-08-14,0.10747319530719629
2012-08-15,0.17889704726501765
2012-08-16,0.19110973302478873
2012-08-17,0.03758434936248389
2012-08-18,0.003645678673436903
2012-08-19,-0.3804974331557026
2012-08-20,-0.15526857549093165
2012-08-21,-0.1831159908745075
2012-08-22,-0.20941953723600917
2012-08-23,-0.1865068538120861
2012-08-24,-0.14094761345272205
2012-08-25,-0.14624802141983198
2012-08-26,-0.12332121741334123
2012-08-27,-0.07977854408222998
2012-08-28,-0.07439135610204539
2012-08-29,-0.06272863278448601
2012-08-30,-0.06362367783883488
2012-08-31,-0.12129958439112265
2012-09-01,-0.1302223497975447
2012-09-02,-0.11119631411199338
2012-09-03,-0.08158502393504793
2012-09-04,-0.09574901343784814
2012-09-05,-0.03247937335718615
2012-09-06,-0.0033226992484300666
2012-09-07,-0.011607802687721436
2012-09-08,0.004438725237150248
2012-09-09,0.02732472578622669
2012-09-10,0.051390532134748854
2012-09-11,0.07695003586588352
2012-09-12,0.09712778056441196
2012-09-13,0.10735830674593462
2012-09-14,0.15093028949154022
2012-09-15,0.16138961659886808
2012-09-16,0.17965672220469014
2012-09-17,0.18237929722262058
2012-09-18,0.22325024153649292
2012-09-19,0.24701206363921482
2012-09-20,0.22865584035168282
2012-09-21,0.22890985873612507
2012-09-22,0.21313384574067737
2012-09-23,0.19606014330294677
2012-09-24,0.18815245659730506
2012-09-25,0.18852350542022775
2012-09-26,0.20790989421774822
2012-09-27,0.21533184476507444
2012-09-28,0.2181098531937264
2012-09-29,0.2301870783132081
2012-09-30,0.23433530264579205
2012-10-01,0.20940351658669837
2012-10-02,0.264584176138159
2012-10-03,0.28198118652684445
2012-10-04,0.26517499088321894
2012-10-05,0.2584918003743825
2012-10-06,0.2427498102366531
2012-10-07,0.18970968752162182
2012-10-08,0.19352170190075635
2012-10-09,0.21052972703241718
2012-10-10,0.23450878208619463
2012-10-11,0.23634690184592888
2012-10-12,0.23149009038719026
2012-10-13,0.23025777863894922
2012-10-14,0.22034322711254298
2012-10-15,0.22806834372339607
2012-10-16,0.23340167681388535
2012-10-17,0.2647183284772885
2012-10-18,0.2890683586541115
2012-10-19,0.3079776081519995
2012-10-20,0.3322756664635571
2012-10-21,0.35308153196194914
2012-10-22,0.370393712536525
2012-10-23,0.37402895637962214
2012-10-24,0.36561764389228024
2012-10-25,0.2685344149614058
2012-10-26,0.19417152040117416
2012-10-27,0.19082690852234022
2012-10-28,0.21127416561608237
2012-10-29,0.18967077817333694
2012-10-30,0.20774830068283953
2012-10-31,0.21079009376275498
2012-11-01,0.15965989805625003
2012-11-02,0.13621010707210834
2012-11-03,0.15797710997030567
2012-11-04,0.177816000925065
2012-11-05,0.1772570665829937
2012-11-06,0.19416938918016918
2012-11-07,0.20109288001058018
2012-11-08,0.20203848135889435
2012-11-09,0.20554333964724233
2012-11-10,0.21788926970271055
2012-11-11,0.181872592204108
2012-11-12,0.21806285995952657
2012-11-13,0.21333697971605486
2012-11-14,0.24061718352066333
2012-11-15,0.27389403808812474
2012-11-16,0.3420943193493576
2012-11-17,0.3643015215767852
2012-11-18,0.37916913945397146
2012-11-19,0.41784368250093945
2012-11-20,0.4337640099083411
2012-11-21,0.43533164096145416
2012-11-22,0.4940415990303767
2012-11-23,0.5024103844778216
2012-11-24,0.5017720517393673
2012-11-25,0.5056600002638947
2012-11-26,0.47499842939778325
2012-11-27,0.466752214351432
2012-11-28,0.47155346548682797
2012-11-29,0.4750374551866492
2012-11-30,0.47263497842869057
2012-12-01,0.4639140350074999
2012-12-02,0.43982400711758524
2012-12-03,0.44917464908909177
2012-12-04,0.504535376340655
2012-12-05,0.4830170037786581
2012-12-06,0.49054225189564216
2012-12-07,0.49933262818095514
2012-12-08,0.5103630030816112
2012-12-09,0.5003033203649263
2012-12-10,0.5055893725240739
2012-12-11,0.5078064780991859
2012-12-12,0.503838565585621
2012-12-13,0.5045777956540691
2012-12-14,0.4903327154436054
2012-12-15,0.47752416803063924
2012-12-16,0.46285085275122223
2012-12-17,0.444942090667399
2012-12-18,0.44414289154439957
2012-12-19,0.4574587161631017
2012-12-20,0.4466789296997603
2012-12-21,0.4151690841864256
2012-12-22,0.41020840192279684
2012-12-23,0.3936192030782163
2012-12-24,0.3651166289290465
2012-12-25,0.3724529240004687
2012-12-26,0.3707311569953666
2012-12-27,0.3576586375075025
2012-12-28,0.3586091689983143
2012-12-29,0.34729192002699344
2012-12-30,0.3500218904121874
2012-12-31,0.34446178291309126
2013-01-01,0.3083502210489546
2013-01-02,0.2777004937767621
2013-01-03,0.2790999917491473
2013-01-04,0.2620183848694016
2013-01-05,0.24791206153534356
2013-01-06,0.23248813911884608
2013-01-07,0.21815325095350482
2013-01-08,0.22669183949457883
2013-01-09,0.22239898919770063
2013-01-10,0.24193844837777204
2013-01-11,0.23148966000966573
2013-01-12,0.22760650020059958
2013-01-13,0.21292096996548
2013-01-14,0.24852549710208036
2013-01-15,0.26403248889773806
2013-01-16,0.28630428043707107
2013-01-17,0.35996068008514037
2013-01-18,0.3928991938038762
2013-01-19,0.390525083548911
2013-01-20,0.40565229939511593
2013-01-21,0.49141119595452354
2013-01-22,0.5534233911021467
2013-01-23,0.5718129849318883
2013-01-24,0.5513179871345972
2013-01-25,0.5704596826256046
2013-01-26,0.5851062237644661
2013-01-27,0.6161069106659554
2013-01-28,0.6882293070093706
2013-01-29,0.7361700520706606
2013-01-30,0.75254410188144
2013-01-31,0.8142161987093799
2013-02-01,0.8004085547185777
2013-02-02,0.7663105411908568
2013-02-03,0.7876973727947958
2013-02-04,0.7844473197907438
2013-02-05,0.790306314370913
2013-02-06,0.8101922430927013
2013-02-07,0.8462757709114284
2013-02-08,0.8841924089999738
2013-02-09,0.9253062667563312
2013-02-10,0.9536230061507007
2013-02-11,0.9734519012237631
2013-02-12,1.044296300594676
2013-02-13,1.0300200028917084
2013-02-14,1.1455179968616094
2013-02-15,1.1559295186082008
2013-02-16,1.2121009641147782
2013-02-17,1.2256981279372168
2013-02-18,1.2562144854715087
2013-02-19,1.3759647373245634
2013-02-20,1.4189529956688478
2013-02-21,1.416054427549334
2013-02-22,1.4217248197393837
2013-02-23,1.3775344449401663
2013-02-24,1.3672904552604663
2013-02-25,1.3711904295484278
2013-02-26,1.3799835892494878
2013-02-27,1.3714247117612737
2013-02-28,1.4202733601581414
2013-03-01,1.4423096147326495
2013-03-02,1.430010752220916
2013-03-03,1.4423596966331695
2013-03-04,1.5078084566941166
2013-03-05,1.6090371720238443
2013-03-06,1.6098842202373178
2013-03-07,1.578030724093224
2013-03-08,1.622116625007108
2013-03-09,1.6644264620499296
2013-03-10,1.6365894012608795
2013-03-11,1.6971499297798012
2013-03-12,1.6060718824385307
2013-03-13,1.6461325886420752
2013-03-14,1.630527536223903
2013-03-15,1.6164461423729302
2013-03-16,1.5935519823741915
2013-03-17,1.586769881203609
2013-03-18,1.6391132850937489
2013-03-19,1.7844614421515326
2013-03-20,1.8440787465623538
2013-03-21,1.9155831943487138
2013-03-22,1.852619549199494
2013-03-23,1.7505093665711826
2013-03-24,1.8381108099431387
2013-03-25,1.8762126550468428
2013-03-26,1.9267354963429852
2013-03-27,2.008635837594417
2013-03-28,1.9672260883240658
2013-03-29,1.9496708728324872
2013-03-30,1.9456200213249932
2013-03-31,1.9598236987242597
2013-04-01,2.0031486875753335
2013-04-02,2.041746673405928
2013-04-03,2.0924080463004326
2013-04-04,2.0468858586872636
2013-04-05,2.027120932193863
2013-04-06,1.9845533785880025
2013-04-07,2.090050136002768
2013-04-08,2.0907738932783237
2013-04-09,2.1317501625522683
2013-04-10,1.6807758880383146
2013-04-11,0.9456208540522171
2013-04-12,1.2543588453594103
2013-04-13,1.0572187417271302
2013-04-14,0.9976664565376744
2013-04-15,0.7224026405855513
2013-04-16,0.579496021837479
2013-04-17,0.841109410082455
2013-04-18,1.0436145257604208
2013-04-19,1.1121649908327065
2013-04-20,1.1789523833410165
2013-04-21,1.096238644087595
2013-04-22,1.1441410930445444
2013-04-23,1.2258901085996183
2013-04-24,1.2955317792752739
2013-04-25,1.2198336814158954
2013-04-26,1.1800353769666168
2013-04-27,1.1027376361843548
2013-04-28,1.154721078562084
2013-04-29,1.2100687242546222
2013-04-30,1.1733624311577433
2013-05-01,0.9712775909731405
2013-05-02,0.8575379659340719
2013-05-03,0.7568668747314025
2013-05-04,0.8985297414470284
2013-05-05,0.9259188029524179
2013-05-06,0.8713031861042948
2013-05-07,0.8432012960127075
2013-05-08,0.8620774424160937
2013-05-09,0.841733381733923
2013-05-10,0.9017169674056515
2013-05-11,0.876768847986082
2013-05-12,0.8655282417058516
2013-05-13,0.8767763364494323
2013-05-14,0.7875177292745087
2013-05-15,0.7979882522735815
2013-05-16,0.8410231861594839
2013-05-17,0.8736517222342115
2013-05-18,0.8773212162499404
2013-05-19,0.8548970545397243
2013-05-20,0.862197394291967
2013-05-21,0.8584962166536382
2013-05-22,0.8731116820577609
2013-05-23,0.9132756210102508
2013-05-24,0.9471509756904305
2013-05-25,0.9440863385128653
2013-05-26,0.9536049552445752
2013-05-27,0.9205228195366851
2013-05-28,0.9150351298584471
2013-05-29,0.9484750131610438
2013-05-30,0.9151211215676136
2013-05-31,0.9181681372441932
2013-06-01,0.92090007493251
2013-06-02,0.8597975369613889
2013-06-03,0.8607156724785352
2013-06-04,0.8279194114199482
2013-06-05,0.8263635278340629
2013-06-06,0.7951298076489328
2013-06-07,0.7059142623904283
2013-06-08,0.6829514297195738
2013-06-09,0.5750924552655663
2013-06-10,0.6144307980879533
2013-06-11,0.637646089307674
2013-06-12,0.6157149757166112
2013-06-13,0.565870578954062
2013-06-14,0.528191771637863
2013-06-15,0.527064201280702
2013-06-16,0.51379752978898
2013-06-17,0.5180239954853533
2013-06-18,0.556279765669915
2013-06-19,0.5614761411931739
2013-06-20,0.5332123454423489
2013-06-21,0.5145496515424253
2013-06-22,0.4933773460200602
2013-06-23,0.4971808599568015
2013-06-24,0.48169449818370613
2013-06-25,0.462365011375995
2013-06-26,0.46619040510011656
2013-06-27,0.44445755523351915
2013-06-28,0.35800747007663325
2013-06-29,0.3435250508680041
2013-06-30,0.3427352527007392
2013-07-01,0.263913909079799
2013-07-02,0.3081854117054982
2013-07-03,0.16649252522164265
2013-07-04,0.17864334498606443
2013-07-05,-0.00829442358562077
2013-07-06,-0.029497626731045
2013-07-07,0.08203455360234216
2013-07-08,0.08365810949061117
2013-07-09,0.08967544799508989
2013-07-10,0.23940611247924162
2013-07-11,0.2573150073527629
2013-07-12,0.2902500389915022
2013-07-13,0.31011644779706865
2013-07-14,0.29135654833344143
2013-07-15,0.33775178140257434
2013-07-16,0.3132006992142089
2013-07-17,0.30287318710275835
2013-07-18,0.22414945588389368
2013-07-19,0.23336743552666497
2013-07-20,0.2067368959539675
2013-07-21,0.21336272896024075
2013-07-22,0.20248927093522687
2013-07-23,0.21372907677729883
2013-07-24,0.23010825175191021
2013-07-25,0.2535084507304676
2013-07-26,0.2534704134623128
2013-07-27,0.23120918528400933
2013-07-28,0.28380115102943976
2013-07-29,0.29594875136111654
2013-07-30,0.33536418564904535
2013-07-31,0.3504615267470541
2013-08-01,0.32841197550648704
2013-08-02,0.3129436560939816
2013-08-03,0.303578603166746
2013-08-04,0.3075427467177427
2013-08-05,0.3177015574264201
2013-08-06,0.30964407131874816
2013-08-07,0.29591360285155766
2013-08-08,0.2575837563883086
2013-08-09,0.22788550088454823
2013-08-10,0.23932537354365646
2013-08-11,0.24373176601715518
2013-08-12,0.2514365144450581
2013-08-13,0.2740408321585581
2013-08-14,0.28465656869537326
2013-08-15,0.2685209318676377
2013-08-16,0.26586619531412437
2013-08-17,0.27830399134854233
2013-08-18,0.2727455400730893
2013-08-19,0.31201245638106834
2013-08-20,0.3449732044870716
2013-08-21,0.409638750731311
2013-08-22,0.4082763344208963
2013-08-23,0.40038094817678593
2013-08-24,0.42522008709178294
2013-08-25,0.4717993963842869
2013-08-26,0.4614885807964579
2013-08-27,0.5114741951604718
2013-08-28,0.5087773966206129
2013-08-29,0.510846710832326
2013-08-30,0.5658371767848994
2013-08-31,0.5954010507060744
2013-09-01,0.6171600154945821
2013-09-02,0.6138157391995391
2013-09-03,0.6049853802541447
2013-09-04,0.5428525724119022
2013-09-05,0.5477286458103857
2013-09-06,0.49295912312657614
2013-09-07,0.5138308798191203
2013-09-08,0.4904371192005098
2013-09-09,0.5097020995041242
2013-09-10,0.510418694240224
2013-09-11,0.553524971121189
2013-09-12,0.5423753230946932
2013-09-13,0.5490275189741157
2013-09-14,0.51919805777257
2013-09-15,0.5249470000560499
2013-09-16,0.5292585394949624
2013-09-17,0.5322049459709561
2013-09-18,0.5271897539746029
2013-09-19,0.4936355189390656
2013-09-20,0.47701085722562586
2013-09-21,0.47655532887671803
2013-09-22,0.47023832655250897
2013-09-23,0.46140513512210535
2013-09-24,0.46776834254926936
2013-09-25,0.45989486604843355
2013-09-26,0.4727293130088608
2013-09-27,0.4904505060018094
2013-09-28,0.48877701582160904
2013-09-29,0.48998603989618417
2013-09-30,0.4814227505826706
2013-10-01,0.48870308821734976
2013-10-02,0.2499923612885005
2013-10-03,0.3873997127364541
2013-10-04,0.4239362933396332
2013-10-05,0.413598574026427
2013-10-06,0.4182224766531302
2013-10-07,0.4222905246859085
2013-10-08,0.42752007512316914
2013-10-09,0.4452509265250419
2013-10-10,0.456017894601337
2013-10-11,0.4631673046273972
2013-10-12,0.467105523257607
2013-10-13,0.5124948681504267
2013-10-14,0.5372924207058051
2013-10-15,0.6058766581872109
2013-10-16,0.5519614124669496
2013-10-17,0.6021192605378949
2013-10-18,0.6710350136705151
2013-10-19,0.7642529208232429
2013-10-20,0.7607513210668864
2013-10-21,0.8398593578883113
2013-10-22,0.8879046684229732
2013-10-23,0.9622325195732396
2013-10-24,0.8935520209745816
2013-10-25,0.8383169436062394
2013-10-26,0.7903236869694188
2013-10-27,0.8842752511876188
2013-10-28,0.8959696127192747
2013-10-29,0.939429359131642
2013-10-30,0.8982685467858446
2013-10-31,0.9235603851944858
2013-11-01,0.9186370376378081
2013-11-02,0.9299208716783989
2013-11-03,0.9509759210128341
2013-11-04,1.0261829317587186
2013-11-05,1.085444454840201
2013-11-06,1.1651101813480298
2013-11-07,1.252346538395509
2013-11-08,1.386075912841773
2013-11-09,1.3676660672620584
2013-11-10,1.325836586021897
2013-11-11,1.3736683144969215
2013-11-12,1.3921318937823313
2013-11-13,1.4807973859481487
2013-11-14,1.5120204766843277
2013-11-15,1.4822538871156907
2013-11-16,1.5210811611465542
2013-11-17,1.5853063197855495
2013-11-18,1.883732238068045
2013-11-19,1.5811131181823401
2013-11-20,1.654993579425399
2013-11-21,1.8124577606730594
2013-11-22,1.8308933227534632
2013-11-23,1.8110746065984604
2013-11-24,1.7259140557908816
2013-11-25,1.677940710620401
2013-11-26,1.7142240058886988
2013-11-27,1.711047222480574
2013-11-28,1.6984427447685648
2013-11-29,1.7582267615667126
2013-11-30,1.7062431379744443
2013-12-01,1.50478542574983
2013-12-02,1.58024974193976
2013-12-03,1.5706345236959498
2013-12-04,1.6194825006696192
2013-12-05,1.4759636492247634
2013-12-06,1.1888028334990426
2013-12-07,0.9917539929414649
2013-12-08,1.1179049203466174
2013-12-09,1.2492456881146494
2013-12-10,1.327993820358684
2013-12-11,1.1825806599050062
2013-12-12,1.1651421582503607
2013-12-13,1.1718991149590232
2013-12-14,1.1278558035129087
2013-12-15,1.1321288051767049
2013-12-16,0.873282456584198
2013-12-17,0.8307459118595188
2013-12-18,0.5259237362424432
2013-12-19,0.8214169151004571
2013-12-20,0.644076686671718
2013-12-21,0.6053217328286553
2013-12-22,0.6299134602811751
2013-12-23,0.7028116138800204
2013-12-24,0.6829124129548514
2013-12-25,0.7246467644118373
2013-12-26,0.8271726107073176
2013-12-27,0.7909425777663457
2013-12-28,0.7800625916539341
2013-12-29,0.8024037691940551
2013-12-30,0.8151996323094525
2013-12-31,0.8103088432419339
2014-01-01,0.8422241231466655
2014-01-02,0.8843932451986994
2014-01-03,0.9132323821772401
2014-01-04,0.9339317411028227
2014-01-05,1.0298698395516999
2014-01-06,1.0428871273621532
2014-01-07,0.8712778755783233
2014-01-08,0.9140580567704574
2014-01-09,0.9154875747697204
2014-01-10,0.9475187502837754
2014-01-11,0.9910402977587083
2014-01-12,0.9178118160656632
2014-01-13,0.8806026973200849
2014-01-14,0.8664235844518524
2014-01-15,0.8921328252200171
2014-01-16,0.8513369208776937
2014-01-17,0.8167542689415908
2014-01-18,0.8316567908043593
2014-01-19,0.86607136733216
2014-01-20,0.8397728396620123
2014-01-21,0.8300135447220711
2014-01-22,0.8125921624860157
2014-01-23,0.7933124065999708
2014-01-24,0.7399877458111392
2014-01-25,0.77121908668219
2014-01-26,0.7765603164102634
2014-01-27,0.6691389335452894
2014-01-28,0.7191513409970784
2014-01-29,0.7236429049580549
2014-01-30,0.7253536585800995
2014-01-31,0.7253473708080702
2014-02-01,0.7316073419808193
2014-02-02,0.7279531088833364
2014-02-03,0.7146933908554458
2014-02-04,0.6640771240853391
2014-02-05,0.6134276850993338
2014-02-06,0.5812643082765241
2014-02-07,0.4912805940369096
2014-02-08,0.4368598568745427
2014-02-09,0.44071331292012733
2014-02-10,0.43306654159367913
2014-02-11,0.40094758131342934
2014-02-12,0.35314912626998757
2014-02-13,0.2570178533250214
2014-02-14,0.36415740599207497
2014-02-15,0.3312900429077098
2014-02-16,0.26194348404313533
2014-02-17,0.2752424137284688
2014-02-18,0.26328053372678323
2014-02-19,0.25081685222422784
2014-02-20,0.12579487153571625
2014-02-21,0.15486536087455174
2014-02-22,0.2080558988175698
2014-02-23,0.1968640505196692
2014-02-24,0.048967080702152915
2014-02-25,0.04578024338533626
2014-02-26,0.14017962283717597
2014-02-27,0.13322179748999852
2014-02-28,0.06434169682593494
2014-03-01,0.09078430224249545
2014-03-02,0.07794649585959545
2014-03-03,0.28720466165484276
2014-03-04,0.2806165632802677
2014-03-05,0.27215322655952623
2014-03-06,0.23676436142573346
2014-03-07,0.15189678635955386
2014-03-08,0.11157328979498117
2014-03-09,0.1304081855137776
2014-03-10,0.1030641862955812
2014-03-11,0.10365825909882061
2014-03-12,0.09150249465397742
2014-03-13,0.10098994102125451
2014-03-14,0.07676522900690469
2014-03-15,0.08770298759500988
2014-03-16,0.0803628811764539
2014-03-17,0.05683101728100315
2014-03-18,0.03815380621315767
2014-03-19,0.028974516982262957
2014-03-20,-0.027886125527786618
2014-03-21,-0.07342961778032675
2014-03-22,-0.09675063495341778
2014-03-23,-0.1188112062405181
2014-03-24,-0.07745174228074715
2014-03-25,-0.09035959560348089
2014-03-26,-0.110789175942326
2014-03-27,-0.3580505903996719
2014-03-28,-0.2992535987157323
2014-03-29,-0.32889900172370495
2014-03-30,-0.41937856504112647
2014-03-31,-0.4367762264517208
2014-04-01,-0.39367350804377493
2014-04-02,-0.507884637736224
2014-04-03,-0.49131893554136996
2014-04-04,-0.49726453647766367
2014-04-05,-0.4771434022296402
2014-04-06,-0.501922632925687
2014-04-07,-0.5346259401999366
2014-04-08,-0.5371620671864666
2014-04-09,-0.5767630692618364
2014-04-10,-0.8218458420981841
2014-04-11,-0.6510876497805619
2014-04-12,-0.6410606399521149
2014-04-13,-0.6543369463028333
2014-04-14,-0.5319085761863767
2014-04-15,-0.36660823070605786
2014-04-16,-0.3318340828618153
2014-04-17,-0.364396502762189
2014-04-18,-0.38313432223502464
2014-04-19,-0.3332539988737458
2014-04-20,-0.3406298244716366
2014-04-21,-0.35397858587864883
2014-04-22,-0.3795879609149199
2014-04-23,-0.3896433805274797
2014-04-24,-0.3785522626733979
2014-04-25,-0.4759445862289872
2014-04-26,-0.5004927298887771
2014-04-27,-0.5781427349289201
2014-04-28,-0.5590781412834356
2014-04-29,-0.5518618737692597
2014-04-30,-0.5561733736125856
2014-05-01,-0.5289336969486536
2014-05-02,-0.538302360680952
2014-05-03,-0.5686417268996355
2014-05-04,-0.5635034993718433
2014-05-05,-0.5728625647919092
2014-05-06,-0.5827922981902685
2014-05-07,-0.5411993043045054
2014-05-08,-0.5403595102220952
2014-05-09,-0.5071207200108508
2014-05-10,-0.4942923271260018
2014-05-11,-0.5446715764787144
2014-05-12,-0.5355477769374726
2014-05-13,-0.5431661496827236
2014-05-14,-0.5257151313685773
2014-05-15,-0.5224235525436336
2014-05-16,-0.5185055279809062
2014-05-17,-0.512156516707289
