Date,VOCD,Reserve Risk Index,HODL Bank,MVOCD
2014-09-23,140.81382355,0.00308280,142237.97031315,143.52524626
2014-09-24,77.66867336,0.00297293,142519.53628461,142.13412030
2014-09-25,81.36570370,0.00286817,142786.93991416,142.13412030
2014-09-26,158.76112577,0.00283329,143048.71291980,143.52524626
2014-09-27,51.79644802,0.00279539,143307.17813410,142.13412030
2014-09-28,140.31763123,0.00261631,143542.12316449,140.60495938
2014-09-29,233.89639772,0.00259482,143773.05360204,142.13412030
2014-09-30,147.70940478,0.00270287,144018.79239620,143.52524626
2014-10-01,115.49922562,0.00265431,144259.56764176,142.13412030
2014-10-02,116.84755400,0.00257818,144491.48838139,140.60495938
2014-10-03,227.51134030,0.00247165,144707.01997470,142.13412030
2014-10-04,161.90446445,0.00226943,144893.71196749,142.13412030
2014-10-05,568.12306584,0.00222525,145074.40410873,142.13412030
2014-10-06,303.86188975,0.00224980,145259.07352116,142.13412030
2014-10-07,137.91235008,0.00229333,145452.03875669,140.60495938
2014-10-08,196.50029205,0.00243305,145663.54199957,142.90409142
2014-10-09,110.13177809,0.00247947,145884.65346509,140.60495938
2014-10-10,222.18548318,0.00245642,146102.93889652,140.60495938
2014-10-11,38.73088992,0.00247333,146324.24231411,140.60495938
2014-10-12,182.45747785,0.00257824,146561.50859845,140.60495938
2014-10-13,172.28023214,0.00267009,146809.24119323,144.26161417
2014-10-14,118.43068645,0.00272586,147065.86017111,144.26161417
2014-10-15,243.92922844,0.00267877,147316.22443684,144.26161417
2014-10-16,90.52370404,0.00259106,147554.28429901,144.26161417
2014-10-17,132.55866660,0.00258607,147792.22347444,144.26161417
2014-10-18,41.01553463,0.00264311,148042.95092414,140.56572739
2014-10-19,65.01704436,0.00262107,148292.52043144,139.11499065
2014-10-20,62.40661238,0.00256628,148538.47578167,135.23550834
2014-10-21,49.69143994,0.00258894,148788.44490687,135.23550834
2014-10-22,144.46587978,0.00255505,149030.10867951,139.11499065
2014-10-23,132.56201304,0.00239423,149252.21629106,135.23718156
2014-10-24,174.05254138,0.00239170,149470.58973436,139.11499065
2014-10-25,54.36760664,0.00231038,149677.28599035,139.11499065
2014-10-26,33.38778587,0.00235553,149895.13076496,135.23718156
2014-10-27,90.51327789,0.00233173,150109.90929526,135.23718156
2014-10-28,79.22813421,0.00235914,150332.00276052,132.56033982
2014-10-29,90.30950226,0.00221602,150540.10743409,125.49467653
2014-10-30,83.60736898,0.00228571,150767.07769610,117.63912022
2014-10-31,104.87701120,0.00223320,150986.62148850,117.63912022
2014-11-01,109.80342774,0.00214536,151196.71157124,114.28123227
2014-11-02,54.20063899,0.00214151,151410.99253496,109.96760292
2014-11-03,69.23640732,0.00214578,151629.01418106,107.34021947
2014-11-04,120.82747602,0.00217092,151851.33166556,107.34021947
2014-11-05,103.11742990,0.00222772,152086.14021035,103.99722055
2014-11-06,135.41936121,0.00229558,152331.83290155,103.99722055
2014-11-07,372.73198522,0.00224247,152569.96896913,103.99722055
2014-11-08,143.81217728,0.00226237,152811.68808114,103.99722055
2014-11-09,158.42706776,0.00237543,153071.30091231,103.99722055
2014-11-10,96.98278248,0.00238372,153332.80594570,103.99722055
2014-11-11,105.33814207,0.00239475,153596.63419213,103.99722055
2014-11-12,179.42537838,0.00274561,153915.22839122,103.99722055
2014-11-13,259.72868700,0.00273556,154233.14564232,103.99722055
2014-11-14,135.78430707,0.00257811,154527.53730459,103.99722055
2014-11-15,56.10720180,0.00244180,154801.53392477,103.99722055
2014-11-16,57.53578356,0.00251597,155091.68964208,100.05010619
2014-11-17,109.95909391,0.00249397,155375.19345308,103.99722055
2014-11-18,88.08405133,0.00240203,155645.06079712,103.99722055
2014-11-19,147.66777421,0.00242188,155917.56661849,105.10757664
2014-11-20,136.89372192,0.00228078,156166.17709893,107.57078490
2014-11-21,63.98632188,0.00224247,156411.81838115,105.10757664
2014-11-22,39.03475800,0.00224981,156660.27667521,103.99722055
2014-11-23,36.17603491,0.00234358,156927.99981127,100.05010619
2014-11-24,73.36682869,0.00239811,157204.94392893,100.05010619
2014-11-25,94.27186296,0.00239238,157481.64945278,100.05010619
2014-11-26,116.68243589,0.00232990,157745.18244030,103.99722055
2014-11-27,52.37810627,0.00233864,158010.71544710,103.99722055
2014-11-28,1484.06171270,0.00238747,158283.50480237,105.10757664
2014-11-29,84.22115278,0.00237191,158554.47356121,105.10757664
2014-11-30,74.53172718,0.00238427,158828.93617236,104.22778598
2014-12-01,141.01578210,0.00238280,159103.82036534,104.22778598
2014-12-02,189.86696473,0.00240274,159379.11854367,107.64861799
2014-12-03,100.97812229,0.00235466,159647.38594497,107.64861799
2014-12-04,495.03988889,0.00230660,159908.58289507,107.64861799
2014-12-05,74.08622243,0.00236253,160179.36260671,107.64861799
2014-12-06,50.71416292,0.00233802,160451.34242573,103.15813218
2014-12-07,113.38109367,0.00234338,160724.82408665,103.15813218
2014-12-08,784.95597695,0.00225621,160984.88163127,103.15813218
2014-12-09,613.27397726,0.00217764,161232.83033691,103.15813218
2014-12-10,131.41884342,0.00215442,161473.06311284,107.64861799
2014-12-11,91.93310965,0.00215559,161716.18751088,105.46860810
2014-12-12,80.89967252,0.00218057,161971.75313076,97.62499262
2014-12-13,53.40637536,0.00215279,162227.89358952,93.10248631
2014-12-14,49.95597119,0.00219134,162493.96473053,90.00858049
2014-12-15,85.94210002,0.00213268,162751.05133151,90.00858049
2014-12-16,77.30798523,0.00201616,162989.65607130,90.00858049
2014-12-17,77.27038947,0.00196233,163222.94060901,87.01307568
2014-12-18,114.96275684,0.00191812,163447.51465535,88.93760484
2014-12-19,94.88348070,0.00194434,163676.81993918,88.93760484
2014-12-20,73.56572762,0.00201356,163921.80407111,85.08162640
2014-12-21,133.36751269,0.00195544,164153.85913635,88.93760484
2014-12-22,83.12572695,0.00201855,164396.76411596,88.93760484
2014-12-23,100.72691443,0.00204133,164639.74575824,93.10248631
2014-12-24,638.95593872,0.00195934,164868.20038419,94.57767183
2014-12-25,34.06168211,0.00193221,165093.78823337,93.40829517
2014-12-26,42.41590759,0.00199118,165334.06097044,88.93760484
2014-12-27,31.21619093,0.00190847,165561.09180950,88.93760484
2014-12-28,24.15116475,0.00191209,165793.02066352,85.08162640
2014-12-29,108.79951332,0.00188574,166017.14859024,88.93760484
2014-12-30,748.91890775,0.00186750,166234.18229916,93.40829517
2014-12-31,203.43789551,0.00192635,166461.43629125,93.40829517
2015-01-01,24.74005366,0.00188843,166687.27515836,88.93760484
2015-01-02,54.43864456,0.00189279,166918.68397661,84.53391349
2015-01-03,106.02364472,0.00170924,167119.79737288,84.53391349
2015-01-04,129.69675187,0.00157408,167294.19434285,88.93760484
2015-01-05,115.58027490,0.00164205,167475.78989923,93.40829517
2015-01-06,390.65237191,0.00171497,167669.93112509,93.40829517
2015-01-07,138.44672514,0.00177237,167874.05839509,93.40829517
2015-01-08,248.73537929,0.00169186,168064.99249179,93.40829517
2015-01-09,149.01418740,0.00173835,168264.08531117,93.40829517
2015-01-10,75.51722496,0.00163984,168449.90305295,90.41279036
2015-01-11,128.39466971,0.00159385,168620.85337088,97.80519756
2015-01-12,82.62369558,0.00159141,168791.66540535,97.80519756
2015-01-13,216.28959797,0.00132677,168912.39824354,103.37527957
2015-01-14,185.58853356,0.00103940,168980.62430508,107.41157902
2015-01-15,187.33324796,0.00125585,169081.08418140,111.88113508
2015-01-16,71.02386220,0.00122709,169176.79825117,111.88113508
2015-01-17,34.48088426,0.00118051,169269.21150880,107.41157902
2015-01-18,54.30928623,0.00124655,169372.93244819,107.41157902
2015-01-19,32.48566419,0.00127975,169482.41556409,107.41157902
2015-01-20,40.96926933,0.00124959,169590.96013841,103.37527957
2015-01-21,263.69712338,0.00134289,169711.45276979,107.41157902
2015-01-22,37.12185517,0.00137571,169837.68857359,107.41157902
2015-01-23,32.70058436,0.00137156,169976.49775586,94.32367015
2015-01-24,66.37017913,0.00146406,170131.25620962,94.32367015
2015-01-25,26.23247731,0.00149460,170291.45048073,94.32367015
2015-01-26,374.34964690,0.00160715,170457.99114660,107.41157902
2015-01-27,59.30711738,0.00155176,170615.33337208,107.41157902
2015-01-28,66.62929546,0.00138054,170756.74554237,94.32367015
2015-01-29,63.47388090,0.00136888,170911.63245557,79.07046027
2015-01-30,40.76003658,0.00133805,171067.25810194,73.27054358
2015-01-31,51.33229428,0.00126938,171211.31971441,73.27054358
2015-02-01,32.15344710,0.00132531,171365.16047212,73.27054358
2015-02-02,73.85612625,0.00139969,171532.81289783,72.43999422
2015-02-03,69.27886333,0.00132667,171690.43723086,70.15136276
2015-02-04,114.25485594,0.00131967,171847.06700223,70.15136276
2015-02-05,42.01818520,0.00126172,171996.12407391,67.95407939
2015-02-06,41.79378643,0.00129377,172152.34930593,66.49973729
2015-02-07,33.15294967,0.00132691,172316.07440333,64.92203001
2015-02-08,24.06998443,0.00129892,172478.71989309,61.39049914
2015-02-09,70.59027590,0.00127879,172638.09788782,61.39049914
2015-02-10,36.72806333,0.00127827,172802.17784031,56.80820180
2015-02-11,56.14199718,0.00126901,172966.44805834,55.22564170
2015-02-12,41.12739988,0.00128560,173136.21049603,52.82079025
2015-02-13,76.90681737,0.00136485,173319.94506960,52.82079025
2015-02-14,61.61582686,0.00148467,173524.75197513,52.82079025
2015-02-15,58.15604472,0.00134967,173706.37698792,52.82079025
2015-02-16,41.55014746,0.00135193,173888.64232450,52.82079025
2015-02-17,43.44727121,0.00140107,174085.15833603,47.38978274
2015-02-18,35.44322259,0.00135416,174273.76378560,47.38978274
2015-02-19,174.19306882,0.00138639,174461.89889382,53.73714573
2015-02-20,505.23805674,0.00140581,174653.69252337,53.73714573
2015-02-21,23.22695783,0.00140465,174845.55138027,53.73714573
2015-02-22,27.70658451,0.00135230,175028.50490286,53.73714573
2015-02-23,78.08342437,0.00136442,175213.83377496,53.73714573
2015-02-24,47.97505597,0.00136756,175399.96589136,53.73714573
2015-02-25,137.55546817,0.00135682,175584.46485667,53.73714573
2015-02-26,33.76076022,0.00134859,175771.85558395,49.65367512
2015-02-27,68.49591412,0.00144971,175977.31868323,49.65367512
2015-02-28,123.30745661,0.00144707,176182.61345667,49.65367512
2015-03-01,345.46670750,0.00147770,176389.52764174,53.73714573
2015-03-02,71.00236148,0.00156460,176608.70123447,57.14902095
2015-03-03,261.89449082,0.00159873,176831.52119962,59.88593579
2015-03-04,181.70965445,0.00154451,177045.08280035,59.88593579
2015-03-05,219.80156716,0.00155854,177261.46567374,59.88593579
2015-03-06,160.92098647,0.00154004,177474.89785280,59.88593579
2015-03-07,262.80761403,0.00155557,177686.24533970,65.05587049
2015-03-08,183.15504497,0.00154778,177892.04027859,69.54309501
2015-03-09,243.59193769,0.00162892,178111.37401893,70.79631869
2015-03-10,519.71469951,0.00163921,178329.73981261,73.95458943
2015-03-11,114.15273965,0.00166169,178548.93802107,77.49512087
2015-03-12,234.75350811,0.00165484,178748.62028389,96.11808201
2015-03-13,148.79884616,0.00159802,178915.80121206,118.73009813
2015-03-14,33.26753807,0.00158369,179080.67942019,118.73009813
2015-03-15,40.20093756,0.00160263,179249.21946409,118.73009813
2015-03-16,121.26832966,0.00162409,179418.32368901,122.28789313
2015-03-17,56.38363450,0.00158841,179581.28419243,122.28789313
2015-03-18,113.20960581,0.00143162,179716.28245944,122.28789313
2015-03-19,92.93984107,0.00145724,179856.08751429,122.28789313
2015-03-20,47.85616964,0.00146095,179996.76611327,122.28789313
2015-03-21,74.68469808,0.00144989,180140.23987610,117.71053465
2015-03-22,34.34633068,0.00149144,180295.45811922,113.68117273
2015-03-23,62.19244638,0.00147842,180448.55493948,113.68117273
2015-03-24,51.02994745,0.00136689,180581.70884974,113.68117273
2015-03-25,87.45119663,0.00136524,180714.74681378,113.68117273
2015-03-26,53.05780296,0.00137977,180850.59863462,113.68117273
2015-03-27,69.83208770,0.00136677,180994.90280949,103.07472344
2015-03-28,36.03466921,0.00139795,181145.05970002,103.07472344
2015-03-29,20.16753082,0.00134025,181284.95259084,103.07472344
2015-03-30,53.86529861,0.00136868,181443.09400653,90.19551885
2015-03-31,39.53788627,0.00134749,181606.73854486,81.06794736
2015-04-01,175.40284773,0.00135993,181763.72884541,90.19551885
2015-04-02,248.86495833,0.00139413,181927.16339699,90.19551885
2015-04-03,60.21799127,0.00139941,182100.92861328,81.06794736
2015-04-04,33.88712310,0.00139314,182282.61606902,72.25839289
2015-04-05,32.33733068,0.00143093,182477.71593815,66.01226704
2015-04-06,43.46727876,0.00140342,182672.87810624,61.20521882
2015-04-07,45.25346861,0.00139352,182869.40919137,58.30081288
2015-04-08,66.08349444,0.00134289,183056.93358889,58.30081288
2015-04-09,81.68058670,0.00133081,183242.49341219,58.30081288
2015-04-10,192.10919137,0.00128597,183420.06449995,58.30081288
2015-04-11,23.10704814,0.00129306,183602.34910120,55.12446655
2015-04-12,58.08404828,0.00129032,183784.36567702,55.12446655
2015-04-13,70.64974090,0.00122589,183952.63747152,57.23384139
2015-04-14,47.97293576,0.00119359,184115.16086683,57.23384139
2015-04-15,253.30141387,0.00121181,184281.24093340,57.23384139
2015-04-16,35.90405790,0.00123876,184453.76007526,55.97467344
2015-04-17,41.06318491,0.00120670,184623.08358468,53.46155078
2015-04-18,17.41672483,0.00120890,184794.43775360,52.04387521
2015-04-19,16.35118307,0.00120717,184965.67801370,52.04387521
2015-04-20,44.59888568,0.00121472,185141.07147566,49.50144161
2015-04-21,76.31869059,0.00126772,185323.96695697,52.04387521
2015-04-22,43.19962084,0.00126044,185508.28793412,49.50144161
2015-04-23,899.17061259,0.00127055,185693.70585846,50.51536936
2015-04-24,37.92857775,0.00124521,185878.55124862,46.61320218
2015-04-25,56.72415095,0.00121707,186058.38403942,46.61320218
2015-04-26,31.04405853,0.00118401,186233.96126906,44.92617714
2015-04-27,84.51598627,0.00121946,186414.67405723,46.61320218
2015-04-28,52.74442279,0.00120880,186589.86474675,50.35867927
2015-04-29,44.04186880,0.00120828,186768.92083300,46.61320218
2015-04-30,35.86680758,0.00126407,186958.63560685,46.61320218
2015-05-01,39.42969003,0.00124366,187146.45601241,44.92617714
2015-05-02,19.27910009,0.00125730,187337.67571232,44.32037724
2015-05-03,66.21274809,0.00128224,187533.81958406,44.32037724
2015-05-04,47.90360399,0.00127300,187727.87006823,44.92617714
2015-05-05,55.00721228,0.00125600,187917.31491533,46.57853630
2015-05-06,42.20316066,0.00121999,188100.21759833,46.57853630
2015-05-07,36.95775039,0.00125938,188291.09704081,46.25124483
2015-05-08,49.60588485,0.00129654,188489.22926880,46.25124483
2015-05-09,39.96668773,0.00128628,188687.61484160,44.32037724
2015-05-10,28.11772419,0.00127449,188884.72558070,43.62074482
2015-05-11,115.42382305,0.00128118,189082.65504070,44.32037724
2015-05-12,63.62235942,0.00127963,189280.54375551,44.32037724
2015-05-13,42.18138587,0.00124846,189473.47327662,43.62074482
2015-05-14,58.90601574,0.00124929,189666.80144851,43.62074482
2015-05-15,45.59959312,0.00125084,189860.66520603,43.62074482
2015-05-16,29.29994989,0.00124077,190052.85659564,43.62074482
2015-05-17,23.19009048,0.00124556,190246.19953375,43.62074482
2015-05-18,45.77510854,0.00122291,190434.76300613,44.32037724
2015-05-19,74.82351702,0.00121694,190621.63821355,45.09923940
2015-05-20,44.45203915,0.00122734,190810.80270367,45.02581613
2015-05-21,31.22383970,0.00123325,191002.10957144,44.24695398
2015-05-22,144.74660378,0.00125694,191197.40695898,45.02581613
2015-05-23,39.56220139,0.00124855,191392.12328671,44.24695398
2015-05-24,25.50090191,0.00125640,191588.58809107,44.24695398
2015-05-25,56.97740143,0.00123580,191781.34468034,44.24695398
2015-05-26,49.80930311,0.00123349,191973.11512546,45.02581613
2015-05-27,70.23756116,0.00123437,192165.29290576,45.02581613
2015-05-28,81.86194837,0.00123186,192357.22397157,45.02581613
2015-05-29,64.94658890,0.00122902,192548.18314733,45.68735083
2015-05-30,227.97845131,0.00120782,192734.13256108,46.83935627
2015-05-31,57.16208533,0.00118939,192914.82836459,48.75474442
2015-06-01,102.38389331,0.00115638,193088.40347254,49.70759398
2015-06-02,70.29884709,0.00116587,193264.01667956,49.70759398
2015-06-03,57.06654160,0.00116427,193436.82148528,52.40825769
2015-06-04,52.33490503,0.00115459,193609.28945806,51.07210407
2015-06-05,35.19976501,0.00115971,193782.94842588,51.07210407
2015-06-06,19.17790288,0.00116088,193957.03683496,51.07210407
2015-06-07,56.42003606,0.00115086,194126.07105027,54.37747055
2015-06-08,42.77752767,0.00117743,194300.46787107,54.37747055
2015-06-09,38.77619352,0.00117943,194475.46093004,54.37747055
2015-06-10,79.78379133,0.00117436,194649.67194692,54.37747055
2015-06-11,65.36045644,0.00117841,194824.87888812,54.37747055
2015-06-12,133.95088767,0.00117853,194997.99138789,56.69871875
2015-06-13,56.49035894,0.00119388,195174.55153492,56.45519750
2015-06-14,52.80197003,0.00119020,195350.60344613,56.45519750
2015-06-15,59.30776748,0.00121102,195530.66052883,56.73388019
2015-06-16,129.04200669,0.00128462,195725.07123411,57.02197152
2015-06-17,140.45309994,0.00126569,195915.92623830,57.11431347
2015-06-18,49.25485836,0.00126977,196107.91674632,57.02197152
2015-06-19,160.09427439,0.00124712,196295.60591708,57.11431347
2015-06-20,189.71140898,0.00124989,196482.95350382,58.23492641
2015-06-21,95.79975439,0.00124219,196669.01883749,58.23492641
2015-06-22,51.35650745,0.00125480,196857.80180355,58.23492641
2015-06-23,73.70866588,0.00123927,197039.85938865,62.12717819
2015-06-24,68.66583299,0.00121923,197215.15741128,65.15352267
2015-06-25,55.15454641,0.00122775,197392.35174630,65.15352267
2015-06-26,54.19146173,0.00122976,197573.19256548,62.12717819
2015-06-27,54.78169693,0.00127185,197766.48696578,58.23492641
2015-06-28,32.19350912,0.00125813,197958.43093811,57.11431347
2015-06-29,81.23013988,0.00129518,198157.96684703,57.11431347
2015-06-30,101.21636547,0.00133015,198363.63404936,58.18715454
2015-07-01,63.51807628,0.00129955,198563.48954239,58.18715454
2015-07-02,78.78424392,0.00128168,198760.04950123,58.18715454
2015-07-03,136.43156622,0.00128716,198954.72362218,61.41292188
2015-07-04,25.76620169,0.00130808,199153.81993993,61.41292188
2015-07-05,103.20040756,0.00136086,199360.68313178,64.43926636
2015-07-06,180.35098119,0.00134864,199562.80792715,67.01314471
2015-07-07,163.22169368,0.00133396,199758.09059677,71.18724944
2015-07-08,244.99075414,0.00135320,199952.42028477,76.24645490
2015-07-09,141.70918891,0.00134744,200142.81657194,79.28401762
2015-07-10,149.51357804,0.00142531,200348.36816087,80.00719190
2015-07-11,120.58535289,0.00146553,200553.77066757,88.51494713
2015-07-12,199.65032172,0.00155138,200776.73760033,88.51494713
2015-07-13,69.76566613,0.00145610,200980.87187704,88.51494713
2015-07-14,63.99721016,0.00143027,201180.09788140,88.51494713
2015-07-15,70.32550992,0.00141984,201377.50581972,88.51494713
2015-07-16,77.07761016,0.00138178,201576.03137709,80.00719190
2015-07-17,160.50277001,0.00138800,201776.08890991,80.00719190
2015-07-18,51.63721451,0.00137322,201973.43635331,80.00719190
2015-07-19,36.86283616,0.00136163,202170.78741575,77.93092704
2015-07-20,138.32591647,0.00137921,202371.97088176,77.93092704
2015-07-21,75.89090856,0.00136570,202572.13903502,76.48425936
2015-07-22,46.63121329,0.00136983,202773.41914474,76.48425936
2015-07-23,50.36712374,0.00136378,202973.74651396,76.48425936
2015-07-24,55.34686208,0.00142384,203186.56823093,76.48425936
2015-07-25,101.12486162,0.00142335,203398.14494386,77.93092704
2015-07-26,58.35520574,0.00144055,203613.52885961,77.93092704
2015-07-27,80.44019769,0.00144448,203828.34340064,79.61222080
2015-07-28,78.28609316,0.00144778,204044.14130511,79.61222080
2015-07-29,72.37906744,0.00141908,204255.46197292,78.53516854
2015-07-30,73.52159855,0.00140970,204466.01638193,77.68185166
2015-07-31,88.54933033,0.00139050,204672.07853777,78.53516854
2015-08-01,33.80054208,0.00137483,204876.06553239,77.68185166
2015-08-02,42.73268011,0.00137712,205082.00427946,76.48425936
2015-08-03,55.75912061,0.00137458,205287.70507241,76.48425936
2015-08-04,96.07928298,0.00138828,205496.50743052,76.48425936
2015-08-05,63.90068993,0.00137255,205704.14006387,74.70625356
2015-08-06,54.96378838,0.00135494,205910.18547956,72.95033299
2015-08-07,47.57647382,0.00135596,206118.32190596,71.35228868
2015-08-08,144.66670256,0.00126728,206308.41989285,71.35228868
2015-08-09,844.72770381,0.00128977,206503.40962463,71.35228868
2015-08-10,46.33478165,0.00128172,206698.29286186,70.04558802
2015-08-11,76.38677046,0.00131185,206899.66900995,70.04558802
2015-08-12,62.63651283,0.00129475,207100.65151841,67.16136004
2015-08-13,74.95345895,0.00127689,207293.99085773,71.35228868
2015-08-14,129.75928663,0.00128372,207487.39646629,72.95033299
2015-08-15,64.97433304,0.00126125,207680.65660269,68.67670024
2015-08-16,83.69634006,0.00124563,207870.91071984,68.67670024
2015-08-17,89.11142014,0.00124010,208055.96978515,72.95033299
2015-08-18,64.78462478,0.00104652,208200.90533527,72.95033299
2015-08-19,142.00706379,0.00109053,208355.17325418,72.95033299
2015-08-20,92.25181520,0.00112951,208517.74680429,72.95033299
2015-08-21,66.09867674,0.00111560,208677.59708914,72.95033299
2015-08-22,82.08819219,0.00110441,208833.99873368,74.23752875
2015-08-23,158.89066809,0.00109420,208987.00169291,75.67011470
2015-08-24,319.27413688,0.00101355,209123.28749579,75.67011470
2015-08-25,434.33681430,0.00106397,209268.60610344,77.33643181
2015-08-26,264.46462900,0.00107974,209417.38637181,77.33643181
2015-08-27,107.47053545,0.00107338,209563.08876775,79.23748133
2015-08-28,62.04544595,0.00110707,209716.02209472,79.23748133
2015-08-29,58.29410190,0.00109511,209866.61081357,79.23748133
2015-08-30,79.14061720,0.00109048,210017.86669221,77.76369383
2015-08-31,59.42232561,0.00109763,210170.79246448,77.76369383
2015-09-01,73.47558494,0.00108385,210320.98434108,77.76369383
2015-09-02,91.05823686,0.00109043,210469.87211709,80.61440470
2015-09-03,112.50182924,0.00107830,210616.36483396,80.61440470
2015-09-04,42.56439254,0.00109684,210766.92799267,80.61440470
2015-09-05,39.96728327,0.00111844,210922.21659411,80.61440470
2015-09-06,63.75725206,0.00114081,211082.40766165,80.61440470
2015-09-07,34.56285473,0.00113912,211245.27758354,77.76369383
2015-09-08,64.78649298,0.00115496,211413.78242149,75.67011470
2015-09-09,127.20304360,0.00112831,211574.74119084,77.76369383
2015-09-10,225.88143653,0.00112760,211732.87726335,80.61440470
2015-09-11,40.21841301,0.00113663,211893.10786677,80.61440470
2015-09-12,20.85565495,0.00111461,212048.84529424,80.61440470
2015-09-13,26.64468560,0.00108645,212203.08603049,76.30810107
2015-09-14,35.54389013,0.00108755,212357.72672340,76.30810107
2015-09-15,66.60124920,0.00108414,212518.08689633,70.03841707
2015-09-16,53.67914036,0.00107693,212680.78021916,66.34996297
2015-09-17,44.28779310,0.00109563,212847.63295402,66.34996297
2015-09-18,34.58239003,0.00109464,213015.36550008,65.44258486
2015-09-19,38.99160015,0.00108940,213183.33519565,64.27187252
2015-09-20,38.95899020,0.00108442,213351.79617043,62.90134900
2015-09-21,183.13318771,0.00106209,213515.66826941,62.90134900
2015-09-22,65.75499440,0.00107929,213683.39322520,62.90134900
2015-09-23,131.37004721,0.00107614,213850.62431395,62.90134900
2015-09-24,38.03763630,0.00109483,214024.21029667,60.73388578
2015-09-25,51.06177382,0.00109961,214200.89030471,58.85821376
2015-09-26,40.24057421,0.00109428,214379.49549802,55.98662113
2015-09-27,22.33455295,0.00108708,214560.36835069,52.37045709
2015-09-28,92.89182658,0.00111767,214748.01515895,52.37045709
2015-09-29,39.96607060,0.00110421,214937.67660927,47.67478346
2015-09-30,74.43077849,0.00110047,215126.74167386,47.67478346
2015-10-01,83.59610185,0.00110641,215317.29670425,47.67478346
2015-10-02,37.08058946,0.00110406,215511.80761874,43.42609282
2015-10-03,52.57529506,0.00111139,215708.11742364,43.42609282
2015-10-04,43.62040652,0.00110937,215903.68024873,43.95409981
2015-10-05,63.00959485,0.00111506,216096.96667910,47.67478346
2015-10-06,64.82814425,0.00114168,216296.23239389,47.67478346
2015-10-07,225.65179390,0.00112586,216488.14834630,51.81853444
2015-10-08,83.95126549,0.00112161,216679.35944483,51.81853444
2015-10-09,40.05754382,0.00112714,216876.13354886,47.67478346
2015-10-10,52.33924371,0.00113305,217074.41468972,47.67478346
2015-10-11,40.96639761,0.00114384,217275.26807166,47.67478346
2015-10-12,169.25465418,0.00113162,217469.66120024,51.70050876
2015-10-13,87.82869849,0.00115071,217667.67523156,52.45726939
2015-10-14,176.49335894,0.00116191,217867.69033939,53.12721771
2015-10-15,91.83308380,0.00116795,218069.25613668,53.12721771
2015-10-16,73.35084158,0.00120370,218274.20105496,57.79244496
2015-10-17,77.05961055,0.00124464,218482.21312434,63.91886955
2015-10-18,45.98196042,0.00120486,218681.77593217,63.91886955
2015-10-19,93.24298804,0.00120779,218880.84709108,65.29156932
2015-10-20,114.20081077,0.00123621,219082.12638495,69.55291799
2015-10-21,99.85448812,0.00122236,219280.61368467,69.55291799
2015-10-22,110.89454192,0.00125484,219482.13783110,73.89081003
2015-10-23,68.80949223,0.00126821,219689.67044222,71.08016690
2015-10-24,37.91789338,0.00128971,219902.20141822,71.08016690
2015-10-25,91.77314085,0.00129955,220114.36030164,73.89081003
2015-10-26,78.50192130,0.00130127,220325.31848994,75.74519452
2015-10-27,115.29916051,0.00134016,220543.10063781,77.78076592
2015-10-28,844.96385273,0.00137900,220769.76196891,77.78076592
2015-10-29,190.29733001,0.00142477,221003.59241964,81.04901157
2015-10-30,333.12905070,0.00148472,221248.31105713,83.77368367
2015-10-31,322.81823028,0.00141830,221476.54058332,85.88998199
2015-11-01,313.59382844,0.00148773,221716.59389129,89.80091967
2015-11-02,153.92087614,0.00164250,221989.40740696,91.80311233
2015-11-03,689.84702122,0.00180354,222297.79247624,92.53803592
2015-11-04,696.12877599,0.00182152,222606.72541963,96.54873808
2015-11-05,353.16458037,0.00172439,222885.69212758,105.37451502
2015-11-06,141.14301142,0.00167139,223153.29303045,105.37451502
2015-11-07,701.78569310,0.00172989,223427.24990495,112.54767635
2015-11-08,158.95049713,0.00166484,223684.90004906,114.74998564
2015-11-09,502.61373409,0.00169912,223937.17460745,128.22108597
2015-11-10,297.53563715,0.00150731,224127.47316601,147.53194378
2015-11-11,191.33263862,0.00137734,224288.86340808,147.53194378
2015-11-12,103.71475146,0.00150358,224478.85445291,147.53194378
2015-11-13,371.10822116,0.00150123,224668.60146734,147.53194378
2015-11-14,122.16212639,0.00148117,224854.11664103,147.53194378
2015-11-15,73.12558203,0.00142173,225026.51271887,147.53194378
2015-11-16,87.68233714,0.00147033,225210.11350011,147.53194378
2015-11-17,217.48271937,0.00149009,225389.52759956,156.43568663
2015-11-18,71.23246424,0.00148843,225568.83641789,156.43568663
2015-11-19,122.32992315,0.00144518,225738.63287679,156.43568663
2015-11-20,89.03004407,0.00142512,225904.13766561,156.43568663
2015-11-21,71.24359556,0.00144159,226073.60721012,156.43568663
2015-11-22,134.67540937,0.00143085,226240.88848959,156.43568663
2015-11-23,60.19164059,0.00142669,226407.46535930,156.43568663
2015-11-24,87.43779699,0.00141219,226570.99102919,156.43568663
2015-11-25,63.12068299,0.00145080,226743.51579989,156.43568663
2015-11-26,106.11777036,0.00156980,226943.33540578,156.43568663
2015-11-27,226.55618051,0.00158166,227146.16854351,156.43568663
2015-11-28,68.27652319,0.00156833,227355.20392235,147.53194378
2015-11-29,52.39356080,0.00163324,227589.00232446,137.90921039
2015-11-30,137.94695196,0.00165645,227830.08098366,136.31118066
2015-12-01,134.25813269,0.00158965,228058.14658844,134.46677103
2015-12-02,201.68843128,0.00157358,228282.90222156,134.46677103
