index,price,timestamp
2.11,1112.85,2017-04-02
2.18,1152.18,2017-04-03
2.16,1144.65,2017-04-04
2.15,1139.99,2017-04-05
2.24,1191.81,2017-04-06
2.23,1194.04,2017-04-07
2.21,1186.39,2017-04-08
2.26,1215.22,2017-04-09
2.26,1214.70,2017-04-10
2.29,1234.47,2017-04-11
2.26,1224.51,2017-04-12
2.18,1182.54,2017-04-13
2.21,1197.33,2017-04-14
2.17,1180.83,2017-04-15
2.22,1206.43,2017-04-16
2.25,1224.90,2017-04-17
2.25,1227.81,2017-04-18
2.30,1257.32,2017-04-19
2.35,1292.42,2017-04-20
2.28,1255.57,2017-04-21
2.35,1295.92,2017-04-22
2.42,1334.07,2017-04-23
2.32,1285.70,2017-04-24
2.34,1298.91,2017-04-25
2.37,1322.26,2017-04-26
2.53,1417.41,2017-04-27
2.41,1355.28,2017-04-28
2.49,1408.63,2017-04-29
2.52,1429.60,2017-04-30
2.54,1450.33,2017-05-01
2.58,1481.73,2017-05-02
2.71,1564.90,2017-05-03
2.67,1559.35,2017-05-04
2.61,1539.23,2017-05-05
2.63,1555.55,2017-05-06
2.61,1547.58,2017-05-07
2.85,1710.33,2017-05-08
2.87,1740.09,2017-05-09
2.93,1786.60,2017-05-10
2.98,1840.31,2017-05-11
2.73,1698.23,2017-05-12
2.89,1802.91,2017-05-13
2.92,1824.46,2017-05-14
2.79,1752.94,2017-05-15
2.82,1782.07,2017-05-16
2.87,1828.93,2017-05-17
2.98,1908.94,2017-05-18
3.04,1967.79,2017-05-19
3.15,2052.55,2017-05-20
3.09,2031.58,2017-05-21
3.13,2094.94,2017-05-22
3.31,2252.29,2017-05-23
3.49,2412.58,2017-05-24
3.21,2278.26,2017-05-25
3.06,2190.98,2017-05-26
2.81,2009.75,2017-05-27
3.05,2192.34,2017-05-28
3.10,2245.91,2017-05-29
2.97,2161.96,2017-05-30
3.09,2268.92,2017-05-31
3.20,2372.09,2017-06-01
3.27,2442.20,2017-06-02
3.34,2520.36,2017-06-03
3.30,2502.55,2017-06-04
3.49,2674.10,2017-06-05
3.68,2865.78,2017-06-06
3.40,2666.53,2017-06-07
3.53,2797.48,2017-06-08
3.52,2812.77,2017-06-09
3.56,2878.59,2017-06-10
3.60,2936.32,2017-06-11
3.18,2628.78,2017-06-12
3.21,2678.77,2017-06-13
2.89,2429.44,2017-06-14
2.86,2397.58,2017-06-15
2.94,2477.97,2017-06-16
3.10,2626.85,2017-06-17
2.94,2507.02,2017-06-18
3.01,2589.71,2017-06-19
3.13,2716.16,2017-06-20
3.03,2639.29,2017-06-21
3.05,2679.22,2017-06-22
3.03,2672.19,2017-06-23
2.86,2525.85,2017-06-24
2.82,2496.89,2017-06-25
2.71,2400.88,2017-06-26
2.86,2532.95,2017-06-27
2.87,2551.05,2017-06-28
2.79,2495.86,2017-06-29
2.73,2450.49,2017-06-30
2.67,2407.59,2017-07-01
2.75,2479.42,2017-07-02
2.80,2538.78,2017-07-03
2.85,2594.42,2017-07-04
2.84,2600.92,2017-07-05
2.83,2601.10,2017-07-06
2.70,2488.04,2017-07-07
2.77,2557.41,2017-07-08
2.68,2482.99,2017-07-09
2.52,2332.78,2017-07-10
2.47,2290.52,2017-07-11
2.56,2375.78,2017-07-12
2.51,2332.00,2017-07-13
2.38,2207.34,2017-07-14
2.12,1965.81,2017-07-15
2.08,1924.33,2017-07-16
2.40,2227.95,2017-07-17
2.47,2302.90,2017-07-18
2.42,2255.06,2017-07-19
3.04,2866.42,2017-07-20
2.81,2662.46,2017-07-21
2.98,2841.41,2017-07-22
2.87,2751.16,2017-07-23
2.86,2757.49,2017-07-24
2.64,2559.13,2017-07-25
2.60,2526.38,2017-07-26
2.72,2667.09,2017-07-27
2.79,2795.80,2017-07-28
2.67,2715.78,2017-07-29
2.66,2759.36,2017-07-30
2.68,2860.67,2017-07-31
2.52,2731.78,2017-08-01
2.47,2699.98,2017-08-02
2.53,2793.27,2017-08-03
2.54,2858.94,2017-08-04
2.83,3248.75,2017-08-05
2.76,3231.85,2017-08-06
2.84,3397.33,2017-08-07
2.80,3418.61,2017-08-08
2.71,3340.97,2017-08-09
2.75,3424.58,2017-08-10
2.91,3647.62,2017-08-11
3.04,3873.15,2017-08-12
3.15,4061.87,2017-08-13
3.30,4330.20,2017-08-14
3.14,4162.16,2017-08-15
3.26,4379.27,2017-08-16
3.13,4264.43,2017-08-17
2.98,4097.37,2017-08-18
2.99,4160.36,2017-08-19
2.89,4063.69,2017-08-20
2.83,4002.25,2017-08-21
2.87,4084.85,2017-08-22
2.87,4138.46,2017-08-23
2.98,4317.25,2017-08-24
2.98,4354.71,2017-08-25
2.96,4342.25,2017-08-26
2.94,4338.93,2017-08-27
2.95,4385.05,2017-08-28
3.06,4596.03,2017-08-29
3.02,4574.22,2017-08-30
3.08,4734.26,2017-08-31
3.16,4912.39,2017-09-01
2.91,4559.69,2017-09-02
2.93,4610.23,2017-09-03
2.68,4241.36,2017-09-04
2.78,4402.11,2017-09-05
2.89,4616.98,2017-09-06
2.87,4638.67,2017-09-07
2.68,4344.40,2017-09-08
2.67,4325.46,2017-09-09
2.61,4253.34,2017-09-10
2.58,4204.32,2017-09-11
2.54,4151.96,2017-09-12
2.36,3852.97,2017-09-13
1.99,3236.88,2017-09-14
2.29,3708.56,2017-09-15
2.27,3684.77,2017-09-16
2.26,3683.36,2017-09-17
2.50,4088.14,2017-09-18
2.38,3904.12,2017-09-19
2.36,3872.03,2017-09-20
2.20,3607.70,2017-09-21
2.19,3604.09,2017-09-22
2.30,3781.23,2017-09-23
2.22,3658.33,2017-09-24
2.36,3928.97,2017-09-25
2.33,3882.95,2017-09-26
2.52,4209.08,2017-09-27
2.49,4188.83,2017-09-28
2.47,4164.90,2017-09-29
2.57,4349.02,2017-09-30
2.59,4400.39,2017-10-01
2.57,4394.85,2017-10-02
2.51,4309.83,2017-10-03
2.46,4218.42,2017-10-04
2.49,4313.33,2017-10-05
2.51,4363.16,2017-10-06
2.55,4431.07,2017-10-07
2.64,4610.12,2017-10-08
2.71,4773.06,2017-10-09
2.68,4767.30,2017-10-10
2.70,4821.86,2017-10-11
3.02,5436.21,2017-10-12
3.08,5627.39,2017-10-13
3.16,5818.17,2017-10-14
3.08,5709.67,2017-10-15
3.07,5747.76,2017-10-16
2.97,5600.77,2017-10-17
2.94,5566.43,2017-10-18
2.98,5695.45,2017-10-19
3.12,5990.31,2017-10-20
3.11,6012.10,2017-10-21
3.07,5984.04,2017-10-22
2.98,5916.38,2017-10-23
2.75,5517.04,2017-10-24
2.85,5732.28,2017-10-25
2.91,5889.55,2017-10-26
2.85,5783.43,2017-10-27
2.81,5726.94,2017-10-28
3.00,6145.46,2017-10-29
2.97,6127.43,2017-10-30
3.11,6452.69,2017-10-31
3.21,6745.52,2017-11-01
3.29,7032.20,2017-11-02
3.31,7152.52,2017-11-03
3.39,7391.32,2017-11-04
3.35,7379.14,2017-11-05
3.13,6954.72,2017-11-06
3.17,7106.28,2017-11-07
3.30,7443.42,2017-11-08
3.13,7134.41,2017-11-09
2.85,6556.08,2017-11-10
2.73,6322.59,2017-11-11
2.47,5834.05,2017-11-12
2.72,6490.23,2017-11-13
2.75,6596.46,2017-11-14
3.00,7265.90,2017-11-15
3.19,7852.17,2017-11-16
3.06,7682.96,2017-11-17
3.07,7769.48,2017-11-18
3.16,8040.57,2017-11-19
3.19,8239.34,2017-11-20
3.10,8106.26,2017-11-21
3.12,8233.69,2017-11-22
3.01,7985.33,2017-11-23
3.05,8192.68,2017-11-24
3.21,8750.08,2017-11-25
3.35,9264.56,2017-11-26
3.46,9738.49,2017-11-27
3.44,9905.76,2017-11-28
3.31,9787.21,2017-11-29
3.32,9925.23,2017-11-30
3.59,10853.89,2017-12-01
3.55,10888.35,2017-12-02
3.61,11216.11,2017-12-03
3.69,11621.27,2017-12-04
3.64,11651.02,2017-12-05
4.15,13602.47,2017-12-06
4.84,17010.37,2017-12-07
4.37,15995.31,2017-12-08
3.97,14765.51,2017-12-09
3.97,14987.37,2017-12-10
4.33,16773.96,2017-12-11
4.29,17248.99,2017-12-12
3.95,16265.48,2017-12-13
3.98,16609.63,2017-12-14
4.12,17585.59,2017-12-15
4.44,19265.54,2017-12-16
4.28,19038.99,2017-12-17
4.19,18940.14,2017-12-18
3.81,17401.05,2017-12-19
3.54,16446.51,2017-12-20
3.34,15642.50,2017-12-21
2.92,13651.80,2017-12-22
3.03,14240.84,2017-12-23
2.90,13671.67,2017-12-24
2.92,13801.06,2017-12-25
3.30,15733.07,2017-12-26
3.18,15384.42,2017-12-27
2.96,14368.88,2017-12-28
2.95,14390.76,2017-12-29
2.54,12464.85,2017-12-30
2.80,13771.18,2017-12-31
2.73,13417.93,2018-01-01
2.97,14728.14,2018-01-02
3.03,15116.08,2018-01-03
3.02,15200.66,2018-01-04
3.32,16967.32,2018-01-05
3.31,17110.17,2018-01-06
3.08,16143.28,2018-01-07
2.84,14928.95,2018-01-08
2.74,14432.66,2018-01-09
2.82,14890.96,2018-01-10
2.50,13254.93,2018-01-11
2.59,13801.17,2018-01-12
2.69,14345.75,2018-01-13
2.55,13619.25,2018-01-14
2.54,13597.58,2018-01-15
2.10,11189.07,2018-01-16
2.10,11138.58,2018-01-17
2.08,11035.78,2018-01-18
2.16,11462.17,2018-01-19
2.40,12760.95,2018-01-20
2.17,11517.18,2018-01-21
2.04,10797.64,2018-01-22
2.04,10810.05,2018-01-23
2.15,11386.44,2018-01-24
2.11,11147.54,2018-01-25
2.09,11080.40,2018-01-26
2.15,11421.58,2018-01-27
2.19,11683.13,2018-01-28
2.10,11188.58,2018-01-29
1.89,10028.98,2018-01-30
1.93,10231.60,2018-01-31
1.72,9077.75,2018-02-01
1.69,8859.81,2018-02-02
1.76,9222.58,2018-02-03
1.56,8179.86,2018-02-04
1.33,6927.97,2018-02-05
1.48,7669.88,2018-02-06
1.47,7582.23,2018-02-07
1.60,8236.02,2018-02-08
1.69,8678.69,2018-02-09
1.66,8551.85,2018-02-10
1.57,8066.82,2018-02-11
1.73,8900.50,2018-02-12
1.66,8520.68,2018-02-13
1.84,9459.55,2018-02-14
1.93,10001.83,2018-02-15
1.97,10177.80,2018-02-16
2.13,11065.86,2018-02-17
2.00,10390.58,2018-02-18
2.14,11151.18,2018-02-19
2.14,11223.16,2018-02-20
2.00,10457.18,2018-02-21
1.85,9819.54,2018-02-22
1.91,10139.93,2018-02-23
1.82,9684.24,2018-02-24
1.81,9589.47,2018-02-25
1.94,10318.72,2018-02-26
1.99,10569.81,2018-02-27
1.93,10317.40,2018-02-28
2.04,10915.23,2018-03-01
2.06,11029.58,2018-03-02
2.14,11444.57,2018-03-03
2.14,11497.82,2018-03-04
2.12,11402.01,2018-03-05
1.99,10716.82,2018-03-06
1.84,9908.20,2018-03-07
1.73,9285.65,2018-03-08
1.73,9226.85,2018-03-09
1.64,8772.74,2018-03-10
1.79,9529.00,2018-03-11
1.71,9124.74,2018-03-12
1.72,9146.87,2018-03-13
1.54,8178.88,2018-03-14
1.56,8262.49,2018-03-15
1.56,8256.67,2018-03-16
1.48,7839.00,2018-03-17
1.55,8196.20,2018-03-18
1.63,8599.87,2018-03-19
1.68,8907.52,2018-03-20
1.68,8886.17,2018-03-21
1.65,8714.26,2018-03-22
1.69,8913.00,2018-03-23
1.61,8530.99,2018-03-24
1.60,8462.07,2018-03-25
1.55,8141.47,2018-03-26
1.48,7792.66,2018-03-27
1.51,7946.06,2018-03-28
1.35,7090.72,2018-03-29
1.31,6833.78,2018-03-30
1.33,6924.80,2018-03-31
1.31,6820.14,2018-04-01
1.36,7053.18,2018-04-02
1.43,7413.64,2018-04-03
1.31,6792.42,2018-04-04
1.31,6782.27,2018-04-05
1.28,6606.86,2018-04-06
1.33,6893.49,2018-04-07
1.36,7021.44,2018-04-08
1.31,6772.65,2018-04-09
1.33,6839.27,2018-04-10
1.35,6944.87,2018-04-11
1.54,7912.47,2018-04-12
1.53,7880.72,2018-04-13
1.55,8005.29,2018-04-14
1.62,8356.94,2018-04-15
1.56,8058.88,2018-04-16
1.53,7885.03,2018-04-17
1.58,8170.67,2018-04-18
1.60,8276.03,2018-04-19
1.71,8860.34,2018-04-20
1.72,8913.72,2018-04-21
1.69,8798.23,2018-04-22
1.72,8935.43,2018-04-23
1.85,9644.17,2018-04-24
1.70,8870.19,2018-04-25
1.77,9269.00,2018-04-26
1.70,8923.62,2018-04-27
1.78,9344.87,2018-04-28
1.79,9406.64,2018-04-29
1.76,9244.37,2018-04-30
1.73,9074.14,2018-05-01
1.76,9225.73,2018-05-02
1.85,9746.58,2018-05-03
1.84,9708.63,2018-05-04
1.87,9850.05,2018-05-05
1.82,9616.21,2018-05-06
1.77,9365.93,2018-05-07
1.74,9185.18,2018-05-08
1.76,9309.74,2018-05-09
1.71,9012.57,2018-05-10
1.59,8403.14,2018-05-11
1.61,8471.78,2018-05-12
1.64,8680.56,2018-05-13
1.63,8668.19,2018-05-14
1.60,8467.38,2018-05-15
1.57,8334.66,2018-05-16
1.51,8047.43,2018-05-17
1.55,8235.47,2018-05-18
1.55,8233.40,2018-05-19
1.60,8522.60,2018-05-20
1.58,8398.46,2018-05-21
1.50,7978.67,2018-05-22
1.41,7502.08,2018-05-23
1.43,7576.57,2018-05-24
1.41,7457.32,2018-05-25
1.38,7333.51,2018-05-26
1.38,7331.92,2018-05-27
1.34,7100.84,2018-05-28
1.41,7461.94,2018-05-29
1.39,7370.48,2018-05-30
1.42,7485.05,2018-05-31
1.42,7517.54,2018-06-01
1.45,7639.02,2018-06-02
1.46,7713.09,2018-06-03
1.42,7487.28,2018-06-04
1.44,7623.77,2018-06-05
1.45,7658.80,2018-06-06
1.46,7689.94,2018-06-07
1.44,7606.03,2018-06-08
1.42,7496.19,2018-06-09
1.29,6763.87,2018-06-10
1.31,6875.37,2018-06-11
1.25,6536.07,2018-06-12
1.20,6293.45,2018-06-13
1.27,6635.96,2018-06-14
1.22,6386.55,2018-06-15
1.24,6483.84,2018-06-16
1.24,6445.99,2018-06-17
1.29,6710.09,2018-06-18
1.30,6738.82,2018-06-19
1.30,6761.00,2018-06-20
1.29,6718.27,2018-06-21
1.16,6046.42,2018-06-22
1.19,6151.52,2018-06-23
1.18,6138.50,2018-06-24
1.21,6251.78,2018-06-25
1.17,6072.34,2018-06-26
1.20,6133.17,2018-06-27
1.14,5850.71,2018-06-28
1.21,6200.97,2018-06-29
1.25,6389.95,2018-06-30
1.25,6355.73,2018-07-01
1.30,6615.37,2018-07-02
1.28,6512.13,2018-07-03
1.29,6584.07,2018-07-04
1.28,6529.68,2018-07-05
1.30,6608.88,2018-07-06
1.33,6757.49,2018-07-07
1.32,6710.99,2018-07-08
1.31,6660.25,2018-07-09
1.24,6299.41,2018-07-10
1.26,6385.48,2018-07-11
1.23,6249.50,2018-07-12
1.23,6217.70,2018-07-13
1.23,6250.82,2018-07-14
1.25,6351.66,2018-07-15
1.33,6727.49,2018-07-16
1.44,7317.30,2018-07-17
1.45,7373.36,2018-07-18
1.47,7467.53,2018-07-19
1.44,7335.97,2018-07-20
1.46,7399.95,2018-07-21
1.45,7395.73,2018-07-22
1.52,7720.48,2018-07-23
1.65,8389.20,2018-07-24
1.60,8174.69,2018-07-25
1.55,7928.21,2018-07-26
1.60,8186.70,2018-07-27
1.61,8231.75,2018-07-28
1.61,8214.74,2018-07-29
1.60,8173.01,2018-07-30
1.51,7730.08,2018-07-31
1.49,7604.49,2018-08-01
1.47,7526.27,2018-08-02
1.45,7418.86,2018-08-03
1.37,7010.84,2018-08-04
1.38,7025.35,2018-08-05
1.36,6936.36,2018-08-06
1.32,6719.16,2018-08-07
1.23,6283.50,2018-08-08
1.29,6535.76,2018-08-09
1.21,6144.32,2018-08-10
1.23,6229.11,2018-08-11
1.24,6308.56,2018-08-12
1.23,6248.25,2018-08-13
1.22,6190.35,2018-08-14
1.24,6267.48,2018-08-15
1.25,6314.68,2018-08-16
1.30,6581.80,2018-08-17
1.26,6388.47,2018-08-18
1.28,6479.73,2018-08-19
1.24,6255.45,2018-08-20
1.28,6479.13,2018-08-21
1.26,6361.02,2018-08-22
1.29,6525.95,2018-08-23
1.32,6683.54,2018-08-24
1.33,6734.79,2018-08-25
1.32,6703.04,2018-08-26
1.36,6909.56,2018-08-27
1.39,7069.94,2018-08-28
1.39,7031.36,2018-08-29
1.38,6983.91,2018-08-30
1.38,7014.07,2018-08-31
1.42,7199.35,2018-09-01
1.44,7301.71,2018-09-02
1.43,7262.36,2018-09-03
1.44,7340.72,2018-09-04
1.32,6699.31,2018-09-05
1.28,6514.05,2018-09-06
1.26,6395.09,2018-09-07
1.22,6186.23,2018-09-08
1.23,6244.53,2018-09-09
1.25,6311.78,2018-09-10
1.24,6293.08,2018-09-11
1.25,6330.65,2018-09-12
1.29,6487.41,2018-09-13
1.28,6476.07,2018-09-14
1.29,6514.12,2018-09-15
1.29,6504.03,2018-09-16
1.24,6249.04,2018-09-17
1.26,6335.45,2018-09-18
1.27,6390.71,2018-09-19
1.29,6492.73,2018-09-20
1.34,6756.10,2018-09-21
1.34,6720.34,2018-09-22
1.33,6706.20,2018-09-23
1.31,6579.94,2018-09-24
1.28,6441.00,2018-09-25
1.29,6464.32,2018-09-26
1.33,6688.43,2018-09-27
1.32,6633.39,2018-09-28
1.31,6593.03,2018-09-29
1.32,6618.29,2018-09-30
1.31,6588.26,2018-10-01
1.30,6503.34,2018-10-02
1.29,6487.35,2018-10-03
1.31,6568.19,2018-10-04
1.31,6587.91,2018-10-05
1.31,6593.75,2018-10-06
1.32,6602.09,2018-10-07
1.33,6646.45,2018-10-08
1.32,6601.33,2018-10-09
1.31,6593.95,2018-10-10
1.24,6176.66,2018-10-11
1.25,6260.78,2018-10-12
1.27,6319.20,2018-10-13
1.24,6187.99,2018-10-14
1.29,6457.97,2018-10-15
1.32,6562.96,2018-10-16
1.33,6622.99,2018-10-17
1.32,6583.39,2018-10-18
1.31,6522.11,2018-10-19
1.32,6555.46,2018-10-20
1.32,6529.60,2018-10-21
1.31,6491.85,2018-10-22
1.31,6498.56,2018-10-23
1.31,6509.64,2018-10-24
1.29,6392.01,2018-10-25
1.31,6500.60,2018-10-26
1.30,6421.93,2018-10-27
1.31,6464.43,2018-10-28
1.27,6303.93,2018-10-29
1.28,6313.05,2018-10-30
1.28,6347.32,2018-10-31
1.29,6394.97,2018-11-01
1.29,6383.71,2018-11-02
1.29,6381.97,2018-11-03
1.31,6470.77,2018-11-04
1.30,6444.24,2018-11-05
1.32,6516.65,2018-11-06
1.33,6567.54,2018-11-07
1.31,6462.65,2018-11-08
1.30,6406.33,2018-11-09
1.30,6401.34,2018-11-10
1.30,6441.41,2018-11-11
1.30,6434.91,2018-11-12
1.27,6281.70,2018-11-13
1.17,5774.88,2018-11-14
1.15,5606.46,2018-11-15
1.15,5638.64,2018-11-16
1.15,5622.08,2018-11-17
1.14,5575.17,2018-11-18
1.00,4847.04,2018-11-19
0.93,4496.60,2018-11-20
0.95,4568.19,2018-11-21
0.89,4299.81,2018-11-22
0.90,4295.82,2018-11-23
0.80,3809.02,2018-11-24
0.84,4013.08,2018-11-25
0.79,3763.95,2018-11-26
0.81,3859.31,2018-11-27
0.89,4225.27,2018-11-28
0.90,4287.20,2018-11-29
0.85,4039.49,2018-11-30
0.88,4173.09,2018-12-01
0.88,4148.49,2018-12-02
0.81,3856.48,2018-12-03
0.83,3950.47,2018-12-04
0.79,3709.12,2018-12-05
0.75,3503.02,2018-12-06
0.74,3443.11,2018-12-07
0.73,3419.92,2018-12-08
0.78,3634.70,2018-12-09
0.75,3478.52,2018-12-10
0.74,3409.99,2018-12-11
0.74,3450.10,2018-12-12
0.72,3318.97,2018-12-13
0.69,3206.33,2018-12-14
0.70,3213.49,2018-12-15
0.71,3254.06,2018-12-16
0.76,3514.57,2018-12-17
0.81,3694.60,2018-12-18
0.83,3790.89,2018-12-19
0.90,4117.06,2018-12-20
0.87,3967.75,2018-12-21
0.89,4074.24,2018-12-22
0.87,3989.00,2018-12-23
0.88,4035.40,2018-12-24
0.83,3788.93,2018-12-25
0.83,3798.18,2018-12-26
0.79,3584.31,2018-12-27
0.88,3992.36,2018-12-28
0.85,3877.53,2018-12-29
0.87,3958.92,2018-12-30
0.83,3762.18,2018-12-31
0.87,3950.80,2019-01-01
0.87,3924.55,2019-01-02
0.83,3780.67,2019-01-03
0.84,3802.50,2019-01-04
0.86,3897.48,2019-01-05
0.90,4071.49,2019-01-06
0.89,4044.14,2019-01-07
0.89,4040.58,2019-01-08
0.90,4062.22,2019-01-09
0.81,3636.74,2019-01-10
0.81,3639.61,2019-01-11
0.82,3684.82,2019-01-12
0.79,3546.41,2019-01-13
0.82,3666.04,2019-01-14
0.81,3599.64,2019-01-15
0.81,3613.35,2019-01-16
0.82,3652.89,2019-01-17
0.81,3604.83,2019-01-18
0.83,3687.97,2019-01-19
0.80,3545.35,2019-01-20
0.80,3575.47,2019-01-21
0.80,3575.36,2019-01-22
0.81,3582.79,2019-01-23
0.80,3571.44,2019-01-24
0.80,3567.59,2019-01-25
0.82,3626.94,2019-01-26
0.81,3580.98,2019-01-27
0.79,3478.23,2019-01-28
0.77,3427.71,2019-01-29
0.79,3485.69,2019-01-30
0.78,3464.26,2019-01-31
0.80,3522.51,2019-02-01
0.80,3550.94,2019-02-02
0.79,3466.44,2019-02-03
0.77,3411.20,2019-02-04
0.78,3435.09,2019-02-05
0.77,3395.66,2019-02-06
0.78,3407.64,2019-02-07
0.83,3634.46,2019-02-08
0.84,3678.55,2019-02-09
0.85,3721.76,2019-02-10
0.84,3678.96,2019-02-11
0.83,3624.71,2019-02-12
0.82,3598.50,2019-02-13
0.82,3575.03,2019-02-14
0.82,3579.55,2019-02-15
0.82,3582.08,2019-02-16
0.85,3720.15,2019-02-17
0.91,3957.24,2019-02-18
0.91,3971.89,2019-02-19
0.92,4017.51,2019-02-20
0.91,3974.61,2019-02-21
0.93,4046.84,2019-02-22
0.96,4207.67,2019-02-23
0.86,3764.51,2019-02-24
0.88,3852.07,2019-02-25
0.88,3837.00,2019-02-26
0.89,3888.38,2019-02-27
0.89,3885.48,2019-02-28
0.89,3897.31,2019-03-01
0.88,3819.97,2019-03-02
0.89,3870.24,2019-03-03
0.86,3732.78,2019-03-04
0.89,3859.54,2019-03-05
0.89,3849.89,2019-03-06
0.89,3866.45,2019-03-07
0.89,3856.34,2019-03-08
0.91,3942.50,2019-03-09
0.91,3970.72,2019-03-10
0.91,3950.01,2019-03-11
0.90,3923.20,2019-03-12
0.90,3915.17,2019-03-13
0.90,3912.27,2019-03-14
0.92,3973.38,2019-03-15
0.94,4077.11,2019-03-16
0.93,4029.66,2019-03-17
0.94,4053.85,2019-03-18
0.94,4057.60,2019-03-19
0.95,4094.76,2019-03-20
0.93,4033.69,2019-03-21
0.93,4042.82,2019-03-22
0.92,3987.33,2019-03-23
0.93,4023.77,2019-03-24
0.91,3957.37,2019-03-25
0.91,3939.00,2019-03-26
0.93,4035.94,2019-03-27
0.93,4013.81,2019-03-28
0.96,4135.78,2019-03-29
0.96,4137.17,2019-03-30
0.96,4160.12,2019-03-31
0.97,4195.70,2019-04-01
1.13,4919.67,2019-04-02
1.14,4949.49,2019-04-03
1.13,4914.98,2019-04-04
1.16,5056.48,2019-04-05
1.17,5087.51,2019-04-06
1.20,5233.59,2019-04-07
1.22,5301.81,2019-04-08
1.18,5151.65,2019-04-09
1.22,5318.68,2019-04-10
1.16,5050.89,2019-04-11
1.17,5108.94,2019-04-12
1.17,5101.40,2019-04-13
1.19,5186.60,2019-04-14
1.16,5039.63,2019-04-15
1.19,5197.12,2019-04-16
1.19,5210.03,2019-04-17
1.21,5272.34,2019-04-18
1.21,5289.10,2019-04-19
1.21,5296.63,2019-04-20
1.21,5315.97,2019-04-21
1.23,5370.42,2019-04-22
1.26,5534.39,2019-04-23
1.24,5446.98,2019-04-24
1.18,5180.20,2019-04-25
1.20,5266.28,2019-04-26
1.23,5389.38,2019-04-27
1.22,5356.52,2019-04-28
1.23,5370.39,2019-04-29
1.21,5301.01,2019-04-30
1.23,5348.68,2019-05-01
1.27,5549.70,2019-05-02
1.32,5777.28,2019-05-03
1.36,5937.37,2019-05-04
1.37,6008.56,2019-05-05
1.36,5965.22,2019-05-06
1.34,5888.94,2019-05-07
1.38,6054.03,2019-05-08
1.42,6247.07,2019-05-09
1.45,6367.05,2019-05-10
1.62,7150.56,2019-05-11
1.57,6980.66,2019-05-12
1.75,7791.60,2019-05-13
1.77,7949.95,2019-05-14
1.81,8169.58,2019-05-15
1.73,7868.05,2019-05-16
1.63,7384.89,2019-05-17
1.60,7261.30,2019-05-18
1.80,8188.91,2019-05-19
1.75,7985.54,2019-05-20
1.74,7942.23,2019-05-21
1.67,7623.94,2019-05-22
1.72,7858.24,2019-05-23
1.74,7992.13,2019-05-24
1.75,8051.45,2019-05-25
1.89,8711.79,2019-05-26
1.90,8787.67,2019-05-27
1.89,8731.59,2019-05-28
1.85,8669.89,2019-05-29
1.76,8272.37,2019-05-30
1.82,8563.81,2019-05-31
1.81,8548.45,2019-06-01
1.85,8729.57,2019-06-02
1.71,8105.70,2019-06-03
1.63,7682.22,2019-06-04
1.65,7779.16,2019-06-05
1.66,7816.88,2019-06-06
1.70,7999.55,2019-06-07
1.68,7899.47,2019-06-08
1.62,7635.58,2019-06-09
1.70,8016.19,2019-06-10
1.67,7895.83,2019-06-11
1.73,8167.79,2019-06-12
1.74,8236.82,2019-06-13
1.83,8699.98,2019-06-14
1.86,8854.60,2019-06-15
1.88,8969.43,2019-06-16
1.96,9345.52,2019-06-17
1.90,9091.47,2019-06-18
1.93,9262.71,2019-06-19
1.99,9547.93,2019-06-20
2.12,10210.21,2019-06-21
2.21,10715.63,2019-06-22
2.23,10862.10,2019-06-23
2.26,11043.01,2019-06-24
2.39,11762.30,2019-06-25
2.59,12915.55,2019-06-26
2.22,11136.40,2019-06-27
2.45,12391.54,2019-06-28
2.35,11901.61,2019-06-29
2.12,10762.60,2019-06-30
2.08,10591.16,2019-07-01
2.13,10854.82,2019-07-02
2.34,11955.56,2019-07-03
2.17,11145.64,2019-07-04
2.14,10991.29,2019-07-05
2.19,11255.50,2019-07-06
2.22,11435.67,2019-07-07
2.38,12270.46,2019-07-08
2.42,12565.63,2019-07-09
2.31,12096.11,2019-07-10
2.17,11346.38,2019-07-11
2.24,11781.91,2019-07-12
2.16,11368.72,2019-07-13
1.94,10179.73,2019-07-14
2.06,10843.47,2019-07-15
1.80,9433.71,2019-07-16
1.84,9680.98,2019-07-17
2.02,10631.33,2019-07-18
1.99,10529.84,2019-07-19
2.03,10754.50,2019-07-20
2.00,10589.79,2019-07-21
1.95,10325.73,2019-07-22
1.86,9853.65,2019-07-23
1.84,9763.70,2019-07-24
1.86,9882.10,2019-07-25
1.85,9826.02,2019-07-26
1.78,9476.84,2019-07-27
1.79,9528.88,2019-07-28
1.75,9501.00,2019-07-29
1.77,9585.01,2019-07-30
1.86,10087.48,2019-07-31
1.92,10392.97,2019-08-01
1.94,10530.00,2019-08-02
1.99,10817.56,2019-08-03
2.01,10937.83,2019-08-04
2.16,11821.74,2019-08-05
2.09,11474.25,2019-08-06
2.17,11969.95,2019-08-07
2.17,12010.89,2019-08-08
2.14,11871.93,2019-08-09
2.04,11303.87,2019-08-10
2.08,11539.91,2019-08-11
2.05,11390.76,2019-08-12
1.95,10849.46,2019-08-13
1.80,10041.76,2019-08-14
1.85,10301.07,2019-08-15
1.86,10348.71,2019-08-16
1.84,10217.12,2019-08-17
1.85,10324.39,2019-08-18
1.96,10918.23,2019-08-19
1.93,10762.45,2019-08-20
1.82,10145.19,2019-08-21
1.81,10102.48,2019-08-22
1.86,10391.24,2019-08-23
