date,price,sma200d,mayerMultiple,originalIndex,fourYearPrice,timestamp
2011-12-30,4.31,4.31063509000584,1.0000,1.0403,4.14,1325203200000
2011-12-31,4.71,4.512470710695495,1.0447,1.1374,4.14,1325289600000
2012-01-01,5.29,4.773261399571396,1.1093,1.2768,4.15,1325376000000
2012-01-02,5.20,4.8811655226475725,1.0663,1.2544,4.15,1325462400000
2012-01-03,4.87,4.87903418386908,0.9983,1.1735,4.15,1325548800000
2012-01-04,5.59,4.996812864406778,1.1179,1.3448,4.15,1325635200000
2012-01-05,6.87,5.264982580529348,1.3056,1.6529,4.16,1325721600000
2012-01-06,6.68,5.4422743379602565,1.2280,1.6051,4.16,1325808000000
2012-01-07,6.80,5.5927136315994534,1.2152,1.6302,4.17,1325894400000
2012-01-08,7.10,5.743107325073057,1.2357,1.6999,4.17,1325980800000
2012-01-09,6.29,5.79269196302003,1.0856,1.5049,4.18,1326067200000
2012-01-10,6.53,5.854007179037599,1.1152,1.5606,4.18,1326153600000
2012-01-11,6.89,5.933631836128219,1.1610,1.6447,4.19,1326240000000
2012-01-12,6.77,5.993627004675628,1.1301,1.6152,4.19,1326326400000
2012-01-13,6.45,6.024343130372101,1.0714,1.5375,4.20,1326412800000
2012-01-14,6.76,6.0704296311367605,1.1139,1.6088,4.20,1326499200000
2012-01-15,7.05,6.127870391549487,1.1500,1.6744,4.21,1326585600000
2012-01-16,6.72,6.160522462383919,1.0901,1.5939,4.21,1326672000000
2012-01-17,5.60,6.131001382801683,0.9133,1.3282,4.22,1326758400000
2012-01-18,5.90,6.119462878068379,0.9642,1.3984,4.22,1326844800000
2012-01-19,6.32,6.1288078049038415,1.0305,1.4954,4.22,1326931200000
2012-01-20,6.50,6.145747995058709,1.0579,1.5378,4.23,1327017600000
2012-01-21,6.18,6.147261922470967,1.0054,1.4606,4.23,1327104000000
2012-01-22,6.30,6.153749643483342,1.0242,1.4882,4.24,1327190400000
2012-01-23,6.37,6.1625947008299224,1.0344,1.5037,4.24,1327276800000
2012-01-24,6.27,6.166897846018971,1.0174,1.4787,4.24,1327363200000
2012-01-25,5.81,6.153696632183908,0.9442,1.3684,4.25,1327449600000
2012-01-26,5.37,6.125608429406362,0.8762,1.2634,4.25,1327536000000
2012-01-27,5.30,6.097247352425482,0.8698,1.2477,4.25,1327622400000
2012-01-28,5.66,6.082665666510811,0.9305,1.3308,4.25,1327708800000
2012-01-29,5.39,6.06036772427933,0.8896,1.267,4.26,1327795200000
2012-01-30,5.50,6.042965043477863,0.9107,1.2926,4.26,1327881600000
2012-01-31,5.54,6.027669748091669,0.9188,1.3001,4.26,1327968000000
2012-02-01,6.08,6.029068657037507,1.0077,1.425,4.26,1328054400000
2012-02-02,6.10,6.031083064348333,1.0114,1.4295,4.27,1328140800000
2012-02-03,5.95,6.028875504992206,0.9872,1.3938,4.27,1328227200000
2012-02-04,5.90,6.025268416723267,0.9784,1.3797,4.27,1328313600000
2012-02-05,5.68,6.016132819365405,0.9438,1.328,4.28,1328400000000
2012-02-06,5.48,6.0024541331879675,0.9134,1.2817,4.28,1328486400000
2012-02-07,5.66,5.993943472362652,0.9446,1.3228,4.28,1328572800000
2012-02-08,5.62,5.984787002059841,0.9388,1.3119,4.28,1328659200000
2012-02-09,5.84,5.981237308062674,0.9757,1.3617,4.29,1328745600000
2012-02-10,5.94,5.98022793242086,0.9929,1.3845,4.29,1328832000000
2012-02-11,5.61,5.971862135168163,0.9398,1.3078,4.29,1328918400000
2012-02-12,5.52,5.961800691486459,0.9257,1.2855,4.29,1329004800000
2012-02-13,5.35,5.948464906004625,0.8991,1.2451,4.30,1329091200000
2012-02-14,4.48,5.917298718467488,0.7577,1.0438,4.30,1329177600000
2012-02-15,4.33,5.884136668541789,0.7351,1.0069,4.30,1329264000000
2012-02-16,4.26,5.850893859898138,0.7273,0.9906,4.30,1329350400000
2012-02-17,4.39,5.821706750157802,0.7543,1.0223,4.30,1329436800000
2012-02-18,4.27,5.791282721284422,0.7373,0.994,4.30,1329523200000
2012-02-19,4.39,5.764326350840713,0.7615,1.0218,4.30,1329609600000
2012-02-20,4.37,5.737926531747957,0.7608,1.0161,4.30,1329696000000
2012-02-21,4.32,5.71157818119683,0.7555,1.0044,4.30,1329782400000
2012-02-22,4.42,5.6880824013123625,0.7769,1.0286,4.30,1329868800000
2012-02-23,5.04,5.67650084268285,0.8878,1.1726,4.30,1329955200000
2012-02-24,5.03,5.665081683318466,0.8871,1.169,4.30,1330041600000
2012-02-25,4.77,5.649693505693383,0.8447,1.1099,4.30,1330128000000
2012-02-26,4.93,5.63743464714856,0.8739,1.1454,4.30,1330214400000
2012-02-27,4.95,5.626019332300799,0.8803,1.1512,4.30,1330300800000
2012-02-28,4.86,5.6134166838298,0.8653,1.1288,4.30,1330387200000
2012-02-29,4.87,5.601470426924455,0.8699,1.1321,4.30,1330473600000
2012-03-01,4.92,5.590686326871875,0.8804,1.1433,4.31,1330560000000
2012-03-02,4.71,5.577000971562683,0.8454,1.0949,4.31,1330646400000
2012-03-03,4.63,5.562403929730702,0.8320,1.0747,4.31,1330732800000
2012-03-04,4.83,5.551369695667959,0.8708,1.1223,4.31,1330819200000
2012-03-05,4.98,5.542877504745413,0.8989,1.1564,4.31,1330905600000
2012-03-06,4.99,5.534715208387768,0.9012,1.1573,4.31,1330992000000
2012-03-07,4.95,5.526228218187516,0.8956,1.148,4.31,1331078400000
2012-03-08,4.93,5.517781807856726,0.8944,1.1445,4.31,1331164800000
2012-03-09,4.87,5.508690484470822,0.8845,1.1297,4.31,1331251200000
2012-03-10,4.84,5.499422891697512,0.8804,1.1223,4.31,1331337600000
2012-03-11,4.89,5.491102424025043,0.8909,1.1337,4.31,1331424000000
2012-03-12,4.91,5.483261031528898,0.8956,1.1378,4.32,1331510400000
2012-03-13,5.29,5.480695954825638,0.9654,1.2254,4.32,1331596800000
2012-03-14,5.39,5.479509735580916,0.9838,1.2479,4.32,1331683200000
2012-03-15,5.34,5.477708581857652,0.9750,1.2359,4.32,1331769600000
2012-03-16,5.34,5.475937635825503,0.9751,1.2351,4.32,1331856000000
2012-03-17,5.24,5.472900495550015,0.9567,1.2107,4.32,1331942400000
2012-03-18,5.27,5.470366101672999,0.9634,1.2182,4.33,1332028800000
2012-03-19,4.68,5.460592107243617,0.8568,1.0813,4.33,1332115200000
2012-03-20,4.83,5.452912084182692,0.8859,1.1162,4.33,1332201600000
2012-03-21,4.82,5.445253258166506,0.8847,1.1129,4.33,1332288000000
2012-03-22,4.73,5.436733677771285,0.8699,1.0925,4.33,1332374400000
2012-03-23,4.69,5.427967907168151,0.8643,1.0835,4.33,1332460800000
2012-03-24,4.65,5.418944864828131,0.8585,1.0742,4.33,1332547200000
2012-03-25,4.55,5.408983087788953,0.8416,1.0511,4.33,1332633600000
2012-03-26,4.63,5.400161943151932,0.8579,1.0696,4.33,1332720000000
2012-03-27,4.81,5.393545974523737,0.8921,1.1106,4.33,1332806400000
2012-03-28,4.79,5.3868464569355154,0.8893,1.1056,4.33,1332892800000
2012-03-29,4.79,5.3803323922678725,0.8910,1.1062,4.33,1332979200000
2012-03-30,4.86,5.374691924487968,0.9045,1.1215,4.33,1333065600000
2012-03-31,4.89,5.369477784151254,0.9107,1.1278,4.34,1333152000000
2012-04-01,4.79,5.363348506419663,0.8937,1.1054,4.34,1333238400000
2012-04-02,4.98,5.35934531665385,0.9298,1.1488,4.34,1333324800000
2012-04-03,4.96,5.355146232031099,0.9255,1.1424,4.34,1333411200000
2012-04-04,4.92,5.350637942810921,0.9191,1.1333,4.34,1333497600000
2012-04-05,4.92,5.346252343852504,0.9204,1.1337,4.34,1333584000000
2012-04-06,4.95,5.342240779088371,0.9264,1.14,4.34,1333670400000
2012-04-07,4.71,5.335915490400351,0.8826,1.0847,4.34,1333756800000
2012-04-08,4.78,5.330399682071744,0.8965,1.1004,4.34,1333843200000
2012-04-09,4.85,5.325714855591273,0.9112,1.1172,4.34,1333929600000
2012-04-10,4.84,5.321012940428297,0.9099,1.1144,4.34,1334016000000
2012-04-11,4.92,5.3171113805888375,0.9244,1.1311,4.35,1334102400000
2012-04-12,4.90,5.313149921224014,0.9225,1.1277,4.35,1334188800000
2012-04-13,4.93,5.3095768722831185,0.9293,1.1351,4.35,1334275200000
2012-04-14,4.96,5.306275823579697,0.9341,1.1398,4.35,1334361600000
2012-04-15,4.96,5.303084383902095,0.9356,1.1408,4.35,1334448000000
2012-04-16,4.95,5.299852092024624,0.9341,1.138,4.35,1334534400000
2012-04-17,4.97,5.29684202307529,0.9381,1.1419,4.35,1334620800000
2012-04-18,5.12,5.2952882881197985,0.9677,1.1773,4.35,1334707200000
2012-04-19,5.13,5.293820593684772,0.9692,1.1785,4.35,1334793600000
2012-04-20,5.37,5.2944639155826705,1.0136,1.2321,4.36,1334880000000
2012-04-21,5.28,5.294359410524779,0.9978,1.2124,4.36,1334966400000
2012-04-22,5.20,5.293500711257084,0.9815,1.1921,4.36,1335052800000
2012-04-23,5.11,5.29192646539884,0.9658,1.1723,4.36,1335139200000
2012-04-24,5.09,5.290182369646881,0.9618,1.1667,4.36,1335225600000
2012-04-25,5.15,5.288984351645386,0.9735,1.1804,4.36,1335312000000
2012-04-26,5.10,5.287374561176078,0.9641,1.1683,4.36,1335398400000
2012-04-27,5.10,5.285778834331775,0.9641,1.1676,4.36,1335484800000
2012-04-28,4.97,5.283175179939236,0.9409,1.1387,4.37,1335571200000
2012-04-29,4.90,5.280055761887881,0.9285,1.1228,4.37,1335657600000
2012-04-30,4.94,5.277308290734749,0.9365,1.1317,4.37,1335744000000
2012-05-01,4.99,5.274968201513923,0.9454,1.1417,4.37,1335830400000
2012-05-02,5.05,5.273195954732905,0.9583,1.1566,4.37,1335916800000
2012-05-03,5.12,5.271971169210894,0.9710,1.1712,4.37,1336003200000
2012-05-04,5.09,5.270502948100986,0.9649,1.1633,4.37,1336089600000
2012-05-05,5.06,5.268832140417245,0.9597,1.1564,4.37,1336176000000
2012-05-06,5.05,5.267118718963931,0.9584,1.1541,4.37,1336262400000
2012-05-07,5.07,5.265583620102953,0.9624,1.1583,4.37,1336348800000
2012-05-08,5.02,5.263735397223177,0.9544,1.148,4.38,1336435200000
2012-05-09,5.04,5.262050327816446,0.9580,1.1518,4.38,1336521600000
2012-05-10,4.93,5.25953482700395,0.9369,1.1256,4.38,1336608000000
2012-05-11,4.96,5.257327178873313,0.9442,1.1336,4.38,1336694400000
2012-05-12,4.95,5.255024994103512,0.9413,1.1294,4.38,1336780800000
2012-05-13,4.94,5.2527438916010585,0.9414,1.1288,4.38,1336867200000
2012-05-14,5.01,5.2509825195599955,0.9544,1.1438,4.38,1336953600000
2012-05-15,5.03,5.249407576667175,0.9589,1.1486,4.38,1337040000000
2012-05-16,5.09,5.248244820785102,0.9694,1.1606,4.38,1337126400000
2012-05-17,5.09,5.247112084111213,0.9700,1.1608,4.38,1337212800000
2012-05-18,5.12,5.24619853374701,0.9756,1.167,4.39,1337299200000
2012-05-19,5.11,5.2452573173911965,0.9747,1.1654,4.39,1337385600000
2012-05-20,5.09,5.2442009792866395,0.9714,1.1609,4.39,1337472000000
2012-05-21,5.09,5.2431594538058475,0.9716,1.1606,4.39,1337558400000
2012-05-22,5.09,5.242097245081521,0.9708,1.1592,4.39,1337644800000
2012-05-23,5.13,5.241321639976621,0.9785,1.1679,4.39,1337731200000
2012-05-24,5.12,5.240490593168652,0.9768,1.1654,4.39,1337817600000
2012-05-25,5.14,5.239793202718498,0.9804,1.1692,4.39,1337904000000
2012-05-26,5.10,5.238881696692149,0.9742,1.1614,4.39,1337990400000
2012-05-27,5.13,5.238186592947593,0.9802,1.168,4.40,1338076800000
2012-05-28,5.14,5.237512015637034,0.9807,1.1681,4.40,1338163200000
2012-05-29,5.15,5.2369262174936155,0.9831,1.1706,4.40,1338249600000
2012-05-30,5.14,5.236281370119525,0.9813,1.168,4.40,1338336000000
2012-05-31,5.18,5.235926554217553,0.9896,1.1775,4.40,1338422400000
2012-06-01,5.27,5.236126665209931,1.0059,1.1965,4.40,1338508800000
2012-06-02,5.24,5.236174821588064,1.0014,1.1909,4.40,1338595200000
2012-06-03,5.21,5.236025332181798,0.9955,1.1835,4.40,1338681600000
2012-06-04,5.26,5.236169259556554,1.0043,1.1936,4.41,1338768000000
2012-06-05,5.43,5.23736325348926,1.0360,1.2312,4.41,1338854400000
2012-06-06,5.45,5.238668292042299,1.0396,1.2353,4.41,1338940800000
2012-06-07,5.59,5.240832897742411,1.0661,1.2668,4.41,1339027200000
2012-06-08,5.62,5.243189047149525,1.0723,1.2742,4.41,1339113600000
2012-06-09,5.56,5.245114282047235,1.0595,1.2589,4.41,1339200000000
2012-06-10,5.46,5.246411716725349,1.0403,1.236,4.42,1339286400000
2012-06-11,5.59,5.2484758698457386,1.0645,1.2647,4.42,1339372800000
2012-06-12,5.73,5.251361504959052,1.0907,1.296,4.42,1339459200000
2012-06-13,5.91,5.255301264353233,1.1244,1.3364,4.42,1339545600000
2012-06-14,5.96,5.259507942434804,1.1336,1.3477,4.42,1339632000000
2012-06-15,6.52,5.26698647957525,1.2385,1.4735,4.43,1339718400000
2012-06-16,6.44,5.273911019591225,1.2219,1.4546,4.43,1339804800000
2012-06-17,6.20,5.279326548646357,1.1744,1.3987,4.43,1339891200000
2012-06-18,6.31,5.285323747018267,1.1940,1.4228,4.44,1339977600000
2012-06-19,6.49,5.292315093659523,1.2272,1.4632,4.44,1340064000000
2012-06-20,6.69,5.300368173900118,1.2628,1.5069,4.44,1340150400000
2012-06-21,6.67,5.3082075700709686,1.2570,1.501,4.45,1340236800000
2012-06-22,6.56,5.31534140034237,1.2349,1.4755,4.45,1340323200000
2012-06-23,6.45,5.321738012143094,1.2115,1.4484,4.45,1340409600000
2012-06-24,6.35,5.3275175403814705,1.1920,1.4257,4.45,1340496000000
2012-06-25,6.32,5.333048021329288,1.1846,1.4174,4.46,1340582400000
2012-06-26,6.43,5.339158092481655,1.2048,1.4424,4.46,1340668800000
2012-06-27,6.62,5.346210884244295,1.2375,1.4823,4.46,1340755200000
2012-06-28,6.59,5.353045245500992,1.2311,1.4756,4.47,1340841600000
2012-06-29,6.66,5.360180390373443,1.2423,1.4899,4.47,1340928000000
2012-06-30,6.68,5.36735564707265,1.2446,1.4936,4.47,1341014400000
2012-07-01,6.63,5.37416377920925,1.2331,1.4806,4.48,1341100800000
2012-07-02,6.74,5.381525683895477,1.2531,1.5056,4.48,1341187200000
2012-07-03,6.45,5.387239409667549,1.1973,1.4391,4.48,1341273600000
2012-07-04,6.51,5.39323726032431,1.2080,1.4526,4.48,1341360000000
2012-07-05,6.64,5.399846579604737,1.2301,1.48,4.49,1341446400000
2012-07-06,6.67,5.4065430775508325,1.2341,1.4856,4.49,1341532800000
2012-07-07,6.81,5.413881981395406,1.2576,1.5148,4.49,1341619200000
2012-07-08,6.80,5.4210821673667935,1.2537,1.511,4.50,1341705600000
2012-07-09,7.03,5.42943094311117,1.2952,1.5622,4.50,1341792000000
2012-07-10,7.18,5.438447175546946,1.3200,1.5934,4.51,1341878400000
2012-07-11,7.19,5.447404614590358,1.3190,1.5934,4.51,1341964800000
2012-07-12,7.56,5.458162425996552,1.3843,1.674,4.51,1342051200000
2012-07-13,7.63,5.469191658636117,1.3953,1.689,4.52,1342137600000
2012-07-14,7.58,5.47985295924027,1.3833,1.6761,4.52,1342224000000
2012-07-15,7.63,5.490643823061831,1.3891,1.6849,4.53,1342310400000
2012-07-16,8.49,5.505657632333429,1.5427,1.8739,4.53,1342396800000
2012-07-17,8.75,5.527864381158679,1.5832,1.9284,4.54,1342483200000
2012-07-18,9.10,5.549768812932496,1.6388,2.0011,4.55,1342569600000
2012-07-19,8.88,5.567692266113382,1.5948,1.951,4.55,1342656000000
2012-07-20,8.53,5.58433013004968,1.5279,1.8724,4.56,1342742400000
2012-07-21,8.88,5.604355815111047,1.5837,1.9451,4.56,1342828800000
2012-07-22,8.51,5.618960096496202,1.5139,1.862,4.57,1342915200000
2012-07-23,8.53,5.6272461484570435,1.5161,1.8651,4.57,1343001600000
2012-07-24,8.57,5.63670249111046,1.5212,1.8722,4.58,1343088000000
2012-07-25,8.77,5.646568087571594,1.5530,1.9123,4.59,1343174400000
2012-07-26,8.88,5.655463659970776,1.5694,1.933,4.59,1343260800000
2012-07-27,8.89,5.668478267729397,1.5686,1.9338,4.60,1343347200000
2012-07-28,8.84,5.6800486994243125,1.5568,1.9207,4.60,1343433600000
2012-07-29,8.75,5.689341464114552,1.5376,1.8977,4.61,1343520000000
2012-07-30,9.09,5.700915229380479,1.5942,1.9689,4.62,1343606400000
2012-07-31,9.32,5.715248376940386,1.6309,2.0165,4.62,1343692800000
2012-08-01,9.57,5.729279845746641,1.6700,2.0668,4.63,1343779200000
2012-08-02,10.55,5.746800431436295,1.8360,2.2751,4.64,1343865600000
2012-08-03,10.92,5.767801716836646,1.8926,2.3493,4.65,1343952000000
2012-08-04,10.92,5.794402181488897,1.8845,2.3458,4.66,1344038400000
2012-08-05,10.81,5.818926611936004,1.8569,2.3169,4.66,1344124800000
2012-08-06,10.87,5.841695312736706,1.8607,2.3264,4.67,1344211200000
2012-08-07,10.94,5.863894249995619,1.8659,2.3374,4.68,1344297600000
2012-08-08,11.07,5.8883433663515525,1.8801,2.3605,4.69,1344384000000
2012-08-09,11.10,5.91234715393776,1.8781,2.3632,4.70,1344470400000
2012-08-10,11.45,5.937710617574522,1.9279,2.4316,4.71,1344556800000
2012-08-11,11.54,5.964050912831682,1.9354,2.4468,4.72,1344643200000
2012-08-12,11.59,5.992961349418473,1.9344,2.4525,4.73,1344729600000
2012-08-13,11.98,6.026050029598192,1.9889,2.5302,4.74,1344816000000
2012-08-14,12.19,6.060469831018414,2.0109,2.5673,4.75,1344902400000
2012-08-15,13.17,6.09802123391292,2.1597,2.7677,4.76,1344988800000
2012-08-16,13.45,6.138318040749567,2.1913,2.8196,4.77,1345075200000
2012-08-17,12.08,6.171185658768269,1.9570,2.5264,4.78,1345161600000
2012-08-18,11.58,6.201382093113681,1.8669,2.4172,4.79,1345248000000
2012-08-19,7.83,6.210159039061956,1.2609,1.6335,4.79,1345334400000
2012-08-20,9.98,6.22956055774109,1.6020,2.0788,4.80,1345420800000
2012-08-21,9.90,6.249317413194042,1.5847,2.0598,4.81,1345507200000
2012-08-22,9.77,6.268703119891879,1.5589,2.0298,4.81,1345593600000
2012-08-23,10.09,6.29075582843659,1.6037,2.0923,4.82,1345680000000
2012-08-24,10.59,6.3163127211163115,1.6773,2.1936,4.83,1345766400000
2012-08-25,10.58,6.34092096597312,1.6691,2.1879,4.84,1345852800000
2012-08-26,10.55,6.365555978734663,1.6567,2.1766,4.84,1345939200000
2012-08-27,10.90,6.390879379867042,1.7056,2.246,4.85,1346025600000
2012-08-28,10.93,6.415855001757749,1.7041,2.249,4.86,1346112000000
2012-08-29,10.87,6.442133257000297,1.6870,2.2319,4.87,1346198400000
2012-08-30,10.73,6.468176515344833,1.6585,2.1995,4.88,1346284800000
2012-08-31,10.10,6.491946791651088,1.5561,2.0684,4.88,1346371200000
2012-09-01,10.01,6.519561185879609,1.5348,2.0459,4.89,1346457600000
2012-09-02,10.23,6.549064165277623,1.5615,2.0877,4.90,1346544000000
2012-09-03,10.50,6.580273641598486,1.5952,2.1398,4.91,1346630400000
2012-09-04,10.36,6.61013595920515,1.5679,2.1095,4.91,1346716800000
2012-09-05,11.03,6.64391316720924,1.6595,2.2404,4.92,1346803200000
2012-09-06,11.16,6.677769254997084,1.6713,2.2641,4.93,1346889600000
2012-09-07,11.08,6.7113241869856886,1.6504,2.2432,4.94,1346976000000
2012-09-08,11.04,6.744964959142322,1.6373,2.2329,4.95,1347062400000
2012-09-09,11.06,6.778178885170961,1.6320,2.2331,4.95,1347148800000
2012-09-10,11.13,6.808607753604623,1.6340,2.2421,4.96,1347235200000
2012-09-11,11.27,6.839820174586506,1.6474,2.2671,4.97,1347321600000
2012-09-12,11.32,6.872533767222392,1.6465,2.2728,4.98,1347408000000
2012-09-13,11.38,6.904803159408248,1.6482,2.2819,4.99,1347494400000
2012-09-14,11.73,6.938691118739047,1.6905,2.3479,5.00,1347580800000
2012-09-15,11.72,6.97299679693893,1.6805,2.3414,5.00,1347667200000
2012-09-16,11.89,7.008067609279669,1.6962,2.3708,5.01,1347753600000
2012-09-17,11.91,7.0429988344477,1.6908,2.3708,5.02,1347840000000
2012-09-18,12.26,7.080722970705735,1.7314,2.4362,5.03,1347926400000
2012-09-19,12.50,7.1201062749342565,1.7563,2.4801,5.04,1348012800000
2012-09-20,12.37,7.157771435772945,1.7278,2.4481,5.05,1348099200000
2012-09-21,12.33,7.1945277604325035,1.7143,2.4369,5.06,1348185600000
2012-09-22,12.21,7.23065719179574,1.6892,2.4088,5.07,1348272000000
2012-09-23,12.17,7.26673894250439,1.6741,2.3949,5.08,1348358400000
2012-09-24,12.11,7.30263198861193,1.6588,2.3804,5.09,1348444800000
2012-09-25,12.18,7.33918252634717,1.6599,2.3896,5.10,1348531200000
2012-09-26,12.32,7.376574491621866,1.6701,2.4121,5.11,1348617600000
2012-09-27,12.32,7.413708104872887,1.6616,2.4075,5.12,1348704000000
2012-09-28,12.38,7.451061194922566,1.6617,2.4154,5.13,1348790400000
2012-09-29,12.40,7.486630551056407,1.6569,2.4155,5.14,1348876800000
2012-09-30,12.39,7.521635946959389,1.6475,2.4085,5.14,1348963200000
2012-10-01,12.39,7.556878818265641,1.6395,2.4038,5.15,1349049600000
2012-10-02,12.81,7.594217134788145,1.6864,2.4801,5.16,1349136000000
2012-10-03,12.96,7.632814269490072,1.6973,2.5039,5.17,1349222400000
2012-10-04,12.86,7.670775453452668,1.6768,2.4812,5.18,1349308800000
2012-10-05,12.75,7.711143187783469,1.6537,2.4554,5.19,1349395200000
2012-10-06,12.51,7.749514685270319,1.6137,2.4035,5.20,1349481600000
2012-10-07,11.87,7.784798523072775,1.5253,2.2784,5.21,1349568000000
2012-10-08,11.73,7.819817129288437,1.5005,2.2479,5.22,1349654400000
2012-10-09,11.83,7.855502230583,1.5058,2.2625,5.23,1349740800000
2012-10-10,12.11,7.892788241643785,1.5342,2.3123,5.24,1349827200000
2012-10-11,12.07,7.930364649373182,1.5217,2.3005,5.25,1349913600000
2012-10-12,12.03,7.967341378398605,1.5097,2.2892,5.25,1350000000000
2012-10-13,11.93,8.002918693869091,1.4903,2.2663,5.26,1350086400000
2012-10-14,11.65,8.037218636715378,1.4496,2.2104,5.27,1350172800000
2012-10-15,11.91,8.072789851488904,1.4751,2.2557,5.28,1350259200000
2012-10-16,11.85,8.107722895051147,1.4613,2.2408,5.29,1350345600000
2012-10-17,11.92,8.142870951488904,1.4638,2.2507,5.30,1350432000000
2012-10-18,11.93,8.178533987324672,1.4582,2.2484,5.30,1350518400000
2012-10-19,11.76,8.212406188917308,1.4317,2.2133,5.31,1350604800000
2012-10-20,11.69,8.24609691071158,1.4182,2.1981,5.32,1350691200000
2012-10-21,11.66,8.279794756852727,1.4079,2.1879,5.33,1350777600000
2012-10-22,11.74,8.313895900192879,1.4122,2.2002,5.34,1350864000000
2012-10-23,11.71,8.347689271681773,1.4025,2.1907,5.34,1350950400000
2012-10-24,11.63,8.382312474064882,1.3880,2.1738,5.35,1351036800000
2012-10-25,10.75,8.41218652892023,1.2783,2.0067,5.36,1351123200000
2012-10-26,10.13,8.438576889482768,1.2005,1.8883,5.36,1351209600000
2012-10-27,10.46,8.46666073299241,1.2352,1.9471,5.37,1351296000000
2012-10-28,10.71,8.495634289826134,1.2606,1.9915,5.38,1351382400000
2012-10-29,10.63,8.52428219396991,1.2471,1.9744,5.38,1351468800000
2012-10-30,10.86,8.55390677559469,1.2695,2.0143,5.39,1351555200000
2012-10-31,11.15,8.584855311480139,1.2983,2.0648,5.40,1351641600000
2012-11-01,10.61,8.613114988543257,1.2323,1.9638,5.40,1351728000000
2012-11-02,10.53,8.641013683891009,1.2187,1.9461,5.41,1351814400000
2012-11-03,10.65,8.669423696449453,1.2285,1.966,5.42,1351900800000
2012-11-04,10.80,8.697786223696676,1.2413,1.9905,5.42,1351987200000
2012-11-05,10.74,8.725835794815904,1.2309,1.9778,5.43,1352073600000
2012-11-06,10.87,8.753344202470783,1.2416,1.9988,5.44,1352160000000
2012-11-07,10.95,8.781701945498252,1.2474,2.0121,5.44,1352246400000
2012-11-08,10.89,8.810187397380192,1.2364,1.9984,5.45,1352332800000
2012-11-09,10.82,8.838712292511694,1.2237,1.9819,5.46,1352419200000
2012-11-10,10.86,8.867589258414675,1.2251,1.9881,5.46,1352505600000
2012-11-11,10.84,8.896054380381361,1.2187,1.9818,5.47,1352592000000
2012-11-12,11.03,8.925723996228818,1.2359,2.014,5.48,1352678400000
2012-11-13,11.00,8.955234573424903,1.2281,2.0054,5.48,1352764800000
2012-11-14,10.96,8.985175652253075,1.2197,1.9959,5.49,1352851200000
2012-11-15,11.18,9.016538170657515,1.2394,2.0327,5.50,1352937600000
2012-11-16,11.71,9.050352810756873,1.2933,2.1262,5.51,1353024000000
2012-11-17,11.75,9.08416733661602,1.2935,2.1314,5.51,1353110400000
2012-11-18,11.67,9.117228305007309,1.2795,2.1132,5.52,1353196800000
2012-11-19,11.75,9.150386586865872,1.2842,2.1257,5.53,1353283200000
2012-11-20,11.70,9.183454903008478,1.2739,2.1136,5.54,1353369600000
2012-11-21,11.73,9.21681738106517,1.2726,2.1161,5.54,1353456000000
2012-11-22,12.29,9.253038366933083,1.3284,2.2144,5.55,1353542400000
2012-11-23,12.28,9.289102025695502,1.3220,2.2091,5.56,1353628800000
2012-11-24,12.41,9.326050715580074,1.3310,2.2297,5.57,1353715200000
2012-11-25,12.53,9.363492631851262,1.3381,2.2472,5.58,1353801600000
2012-11-26,12.18,9.39977831945208,1.2963,2.1822,5.58,1353888000000
2012-11-27,12.16,9.43575614648744,1.2886,2.1746,5.59,1353974400000
2012-11-28,12.33,9.472681784447698,1.3018,2.2023,5.60,1354060800000
2012-11-29,12.50,9.510446117445944,1.3141,2.2286,5.61,1354147200000
2012-11-30,12.59,9.548319632473707,1.3182,2.2411,5.62,1354233600000
2012-12-01,12.59,9.58611336482321,1.3136,2.2389,5.62,1354320000000
2012-12-02,12.50,9.62316416606079,1.2987,2.2188,5.63,1354406400000
2012-12-03,12.66,9.661000646813273,1.3101,2.2437,5.64,1354492800000
2012-12-04,13.37,9.702257087307139,1.3780,2.3662,5.65,1354579200000
2012-12-05,13.31,9.743258109361491,1.3664,2.3524,5.66,1354665600000
2012-12-06,13.48,9.78517672722093,1.3774,2.3777,5.67,1354752000000
2012-12-07,13.48,9.827092032917893,1.3714,2.3737,5.68,1354838400000
2012-12-08,13.50,9.869146259019587,1.3679,2.3738,5.69,1354924800000
2012-12-09,13.35,9.910234518974292,1.3467,2.3431,5.70,1355011200000
2012-12-10,13.49,9.952100013083,1.3557,2.3649,5.71,1355097600000
2012-12-11,13.62,9.994490707381654,1.3623,2.3825,5.71,1355184000000
2012-12-12,13.67,10.037311881570725,1.3617,2.3879,5.72,1355270400000
2012-12-13,13.76,10.08041505849942,1.3646,2.3991,5.73,1355356800000
2012-12-14,13.60,10.122738042668036,1.3436,2.3684,5.74,1355443200000
2012-12-15,13.53,10.16465043062245,1.3312,2.3524,5.75,1355529600000
2012-12-16,13.33,10.20562341315898,1.3064,2.3144,5.76,1355616000000
2012-12-17,13.32,10.246315574310351,1.3000,2.3087,5.77,1355702400000
2012-12-18,13.27,10.286341024865584,1.2903,2.2968,5.78,1355788800000
2012-12-19,13.54,10.327815545464649,1.3109,2.3393,5.79,1355875200000
2012-12-20,13.57,10.36960215567213,1.3086,2.3411,5.80,1355961600000
