date,price,sma200d,mayerMultiple
2024-12-28,95185.00,71154.19,1.3377
2024-12-29,93663.00,71281.38,1.3140
2024-12-30,92627.00,71411.01,1.2971
2024-12-31,93508.00,71548.50,1.3069
2025-01-01,94384.00,71689.47,1.3166
2025-01-02,96852.00,71840.65,1.3482
2025-01-03,98084.00,71998.77,1.3623
2025-01-04,98257.00,72164.51,1.3616
2025-01-05,98365.00,72331.80,1.3599
2025-01-06,102229.00,72518.72,1.4097
2025-01-07,96952.00,72683.12,1.3339
2025-01-08,95017.00,72837.01,1.3045
2025-01-09,92376.00,72982.78,1.2657
2025-01-10,94737.00,73154.65,1.2950
2025-01-11,94560.00,73318.60,1.2897
2025-01-12,94455.00,73487.13,1.2853
2025-01-13,94456.00,73651.59,1.2825
2025-01-14,96574.00,73832.88,1.3080
2025-01-15,100313.00,74030.12,1.3550
2025-01-16,100045.00,74216.68,1.3480
2025-01-17,104161.00,74423.38,1.3996
2025-01-18,104335.00,74634.84,1.3979
2025-01-19,101275.00,74839.99,1.3532
2025-01-20,101765.00,75047.59,1.3560
2025-01-21,106182.00,75294.80,1.4102
2025-01-22,103674.00,75522.02,1.3728
2025-01-23,104068.00,75762.96,1.3736
2025-01-24,104835.00,76003.81,1.3793
2025-01-25,104796.00,76237.85,1.3746
2025-01-26,102552.00,76462.09,1.3412
2025-01-27,101958.00,76684.94,1.3296
2025-01-28,101313.00,76902.01,1.3174
2025-01-29,103719.00,77124.84,1.3448
2025-01-30,104782.00,77344.04,1.3548
2025-02-01,100675.00,77523.24,1.2986
2025-02-02,97568.00,77685.27,1.2559
2025-02-03,101467.00,77871.93,1.3030
2025-02-04,98118.00,78042.71,1.2572
2025-02-05,96583.00,78192.18,1.2352
2025-02-06,96635.00,78339.32,1.2335
2025-02-07,96558.00,78481.68,1.2303
2025-02-08,96558.00,78626.43,1.2281
2025-02-09,96549.00,78779.46,1.2256
2025-02-10,97400.00,78939.44,1.2339
2025-02-11,95740.00,79089.39,1.2105
2025-02-12,97836.00,79238.97,1.2347
2025-02-13,96562.00,79381.51,1.2164
2025-02-14,97488.00,79527.74,1.2258
2025-02-15,97570.00,79681.74,1.2245
2025-02-16,96149.00,79831.38,1.2044
2025-02-17,95776.00,79986.87,1.1974
2025-02-18,95496.00,80137.55,1.1917
2025-02-19,96555.00,80313.29,1.2022
2025-02-20,98384.00,80501.52,1.2221
2025-02-21,96135.00,80692.16,1.1914
2025-02-22,96564.00,80905.21,1.1935
2025-02-23,96327.00,81107.04,1.1877
2025-02-24,91397.00,81288.52,1.1244
2025-02-25,88756.00,81423.01,1.0901
2025-02-26,83900.00,81537.95,1.0290
2025-02-27,84709.00,81657.05,1.0374
2025-02-28,84442.00,81785.24,1.0325
2025-03-01,86005.00,81918.51,1.0499
2025-03-02,94262.00,82086.82,1.1483
2025-03-03,86125.00,82223.75,1.0474
2025-03-04,87311.00,82372.18,1.0600
2025-03-05,90604.00,82530.79,1.0978
2025-03-06,90001.00,82683.65,1.0885
2025-03-07,86773.00,82825.32,1.0477
2025-03-08,86143.00,82958.16,1.0384
2025-03-09,80751.00,83066.62,0.9721
2025-03-10,78784.00,83154.81,0.9474
2025-03-11,82799.00,83266.87,0.9944
2025-03-12,83884.00,83366.04,1.0062
2025-03-13,81099.00,83450.74,0.9718
2025-03-14,83972.00,83549.27,1.0051
2025-03-15,84392.00,83656.62,1.0088
2025-03-16,82611.00,83772.04,0.9861
2025-03-17,84075.00,83897.34,1.0021
2025-03-18,82780.00,84014.48,0.9853
2025-03-19,86815.00,84152.77,1.0316
2025-03-20,84271.00,84279.33,0.9999
