date,price,sma200d,mayerMultiple
2012-07-16,8.49,5.51,1.5427
2012-07-17,8.75,5.53,1.5832
2012-07-18,9.10,5.55,1.6388
2012-07-19,8.88,5.57,1.5948
2012-07-20,8.53,5.58,1.5279
2012-07-21,8.88,5.60,1.5837
2012-07-22,8.51,5.62,1.5139
2012-07-23,8.53,5.63,1.5161
2012-07-24,8.57,5.64,1.5212
2012-07-25,8.77,5.65,1.5530
2012-07-26,8.88,5.66,1.5694
2012-07-27,8.89,5.67,1.5686
2012-07-28,8.84,5.68,1.5568
2012-07-29,8.75,5.69,1.5376
2012-07-30,9.09,5.70,1.5942
2012-07-31,9.32,5.72,1.6309
2012-08-01,9.57,5.73,1.6700
2012-08-02,10.55,5.75,1.8360
2012-08-03,10.92,5.77,1.8926
2012-08-04,10.92,5.79,1.8845
2012-08-05,10.81,5.82,1.8569
2012-08-06,10.87,5.84,1.8607
2012-08-07,10.94,5.86,1.8659
2012-08-08,11.07,5.89,1.8801
2012-08-09,11.10,5.91,1.8781
2012-08-10,11.45,5.94,1.9279
2012-08-11,11.54,5.96,1.9354
2012-08-12,11.59,5.99,1.9344
2012-08-13,11.98,6.03,1.9889
2012-08-14,12.19,6.06,2.0109
2012-08-15,13.17,6.10,2.1597
2012-08-16,13.45,6.14,2.1913
2012-08-17,12.08,6.17,1.9570
2012-08-18,11.58,6.20,1.8669
2012-08-19,7.83,6.21,1.2609
2012-08-20,9.98,6.23,1.6020
2012-08-21,9.90,6.25,1.5847
2012-08-22,9.77,6.27,1.5589
2012-08-23,10.09,6.29,1.6037
2012-08-24,10.59,6.32,1.6773
2012-08-25,10.58,6.34,1.6691
2012-08-26,10.55,6.37,1.6567
2012-08-27,10.90,6.39,1.7056
2012-08-28,10.93,6.42,1.7041
2012-08-29,10.87,6.44,1.6870
2012-08-30,10.73,6.47,1.6585
2012-08-31,10.10,6.49,1.5561
2012-09-01,10.01,6.52,1.5348
2012-09-02,10.23,6.55,1.5615
2012-09-03,10.50,6.58,1.5952
2012-09-04,10.36,6.61,1.5679
2012-09-05,11.03,6.64,1.6595
2012-09-06,11.16,6.68,1.6713
2012-09-07,11.08,6.71,1.6504
2012-09-08,11.04,6.74,1.6373
2012-09-09,11.06,6.78,1.6320
2012-09-10,11.13,6.81,1.6340
2012-09-11,11.27,6.84,1.6474
2012-09-12,11.32,6.87,1.6465
2012-09-13,11.38,6.90,1.6482
2012-09-14,11.73,6.94,1.6905
2012-09-15,11.72,6.97,1.6805
2012-09-16,11.89,7.01,1.6962
2012-09-17,11.91,7.04,1.6908
2012-09-18,12.26,7.08,1.7314
2012-09-19,12.50,7.12,1.7563
2012-09-20,12.37,7.16,1.7278
2012-09-21,12.33,7.19,1.7143
2012-09-22,12.21,7.23,1.6892
2012-09-23,12.17,7.27,1.6741
2012-09-24,12.11,7.30,1.6588
2012-09-25,12.18,7.34,1.6599
2012-09-26,12.32,7.38,1.6701
2012-09-27,12.32,7.41,1.6616
2012-09-28,12.38,7.45,1.6617
2012-09-29,12.40,7.49,1.6569
2012-09-30,12.39,7.52,1.6475
2012-10-01,12.39,7.56,1.6395
2012-10-02,12.81,7.59,1.6864
2012-10-03,12.96,7.63,1.6973
2012-10-04,12.86,7.67,1.6768
2012-10-05,12.75,7.71,1.6537
2012-10-06,12.51,7.75,1.6137
2012-10-07,11.87,7.78,1.5253
2012-10-08,11.73,7.82,1.5005
2012-10-09,11.83,7.86,1.5058
2012-10-10,12.11,7.89,1.5342
2012-10-11,12.07,7.93,1.5217
2012-10-12,12.03,7.97,1.5097
2012-10-13,11.93,8.00,1.4903
2012-10-14,11.65,8.04,1.4496
2012-10-15,11.91,8.07,1.4751
2012-10-16,11.85,8.11,1.4613
2012-10-17,11.92,8.14,1.4638
2012-10-18,11.93,8.18,1.4582
2012-10-19,11.76,8.21,1.4317
2012-10-20,11.69,8.25,1.4182
2012-10-21,11.66,8.28,1.4079
2012-10-22,11.74,8.31,1.4122
2012-10-23,11.71,8.35,1.4025
2012-10-24,11.63,8.38,1.3880
2012-10-25,10.75,8.41,1.2783
2012-10-26,10.13,8.44,1.2005
2012-10-27,10.46,8.47,1.2352
2012-10-28,10.71,8.50,1.2606
2012-10-29,10.63,8.52,1.2471
2012-10-30,10.86,8.55,1.2695
2012-10-31,11.15,8.58,1.2983
2012-11-01,10.61,8.61,1.2323
2012-11-02,10.53,8.64,1.2187
2012-11-03,10.65,8.67,1.2285
2012-11-04,10.80,8.70,1.2413
2012-11-05,10.74,8.73,1.2309
2012-11-06,10.87,8.75,1.2416
2012-11-07,10.95,8.78,1.2474
2012-11-08,10.89,8.81,1.2364
2012-11-09,10.82,8.84,1.2237
2012-11-10,10.86,8.87,1.2251
2012-11-11,10.84,8.90,1.2187
2012-11-12,11.03,8.93,1.2359
2012-11-13,11.00,8.96,1.2281
2012-11-14,10.96,8.99,1.2197
2012-11-15,11.18,9.02,1.2394
2012-11-16,11.71,9.05,1.2933
2012-11-17,11.75,9.08,1.2935
2012-11-18,11.67,9.12,1.2795
2012-11-19,11.75,9.15,1.2842
2012-11-20,11.70,9.18,1.2739
2012-11-21,11.73,9.22,1.2726
2012-11-22,12.29,9.25,1.3284
2012-11-23,12.28,9.29,1.3220
2012-11-24,12.41,9.33,1.3310
2012-11-25,12.53,9.36,1.3381
2012-11-26,12.18,9.40,1.2963
2012-11-27,12.16,9.44,1.2886
2012-11-28,12.33,9.47,1.3018
2012-11-29,12.50,9.51,1.3141
2012-11-30,12.59,9.55,1.3182
2012-12-01,12.59,9.59,1.3136
2012-12-02,12.50,9.62,1.2987
2012-12-03,12.66,9.66,1.3101
2012-12-04,13.37,9.70,1.3780
2012-12-05,13.31,9.74,1.3664
2012-12-06,13.48,9.79,1.3774
2012-12-07,13.48,9.83,1.3714
2012-12-08,13.50,9.87,1.3679
2012-12-09,13.35,9.91,1.3467
2012-12-10,13.49,9.95,1.3557
2012-12-11,13.62,9.99,1.3623
2012-12-12,13.67,10.04,1.3617
2012-12-13,13.76,10.08,1.3646
2012-12-14,13.60,10.12,1.3436
2012-12-15,13.53,10.16,1.3312
2012-12-16,13.33,10.21,1.3064
2012-12-17,13.32,10.25,1.3000
2012-12-18,13.27,10.29,1.2903
2012-12-19,13.54,10.33,1.3109
2012-12-20,13.57,10.37,1.3086
2012-12-21,13.43,10.41,1.2900
2012-12-22,13.43,10.45,1.2848
2012-12-23,13.32,10.49,1.2696
2012-12-24,13.43,10.53,1.2752
2012-12-25,13.37,10.57,1.2648
2012-12-26,13.45,10.61,1.2684
2012-12-27,13.40,10.65,1.2585
2012-12-28,13.46,10.69,1.2591
2012-12-29,13.37,10.72,1.2471
2012-12-30,13.45,10.76,1.2493
2012-12-31,13.55,10.80,1.2542
2013-01-01,13.33,10.83,1.2305
2013-01-02,13.28,10.87,1.2220
2013-01-03,13.38,10.90,1.2274
2013-01-04,13.45,10.94,1.2296
2013-01-05,13.46,10.97,1.2264
2013-01-06,13.50,11.01,1.2267
2013-01-07,13.56,11.04,1.2275
2013-01-08,13.78,11.08,1.2438
2013-01-09,13.82,11.12,1.2433
2013-01-10,14.12,11.16,1.2661
2013-01-11,14.23,11.19,1.2709
2013-01-12,14.21,11.23,1.2653
2013-01-13,14.16,11.27,1.2564
2013-01-14,14.32,11.31,1.2660
2013-01-15,14.31,11.35,1.2613
2013-01-16,14.71,11.39,1.2915
2013-01-17,15.60,11.43,1.3643
2013-01-18,15.72,11.48,1.3692
2013-01-19,15.59,11.52,1.3527
2013-01-20,15.72,11.57,1.3587
2013-01-21,16.78,11.62,1.4441
2013-01-22,17.30,11.67,1.4820
2013-01-23,17.54,11.73,1.4954
2013-01-24,16.90,11.78,1.4350
2013-01-25,17.41,11.83,1.4715
2013-01-26,17.55,11.88,1.4774
2013-01-27,17.86,11.93,1.4968
2013-01-28,18.79,11.99,1.5674
2013-01-29,19.51,12.05,1.6194
2013-01-30,19.74,12.11,1.6297
2013-01-31,20.51,12.18,1.6846
2013-02-01,20.44,12.24,1.6708
2013-02-02,19.64,12.29,1.5977
2013-02-03,20.58,12.35,1.6667
2013-02-04,20.44,12.41,1.6478
2013-02-05,20.66,12.47,1.6573
2013-02-06,21.21,12.53,1.6930
2013-02-07,22.12,12.60,1.7560
2013-02-08,22.79,12.67,1.7990
2013-02-09,23.73,12.74,1.8626
2013-02-10,23.90,12.82,1.8646
2013-02-11,24.50,12.90,1.8996
2013-02-12,24.98,12.98,1.9250
2013-02-13,24.64,13.06,1.8874
2013-02-14,27.28,13.15,2.0750
2013-02-15,27.17,13.24,2.0524
2013-02-16,27.35,13.33,2.0516
2013-02-17,26.93,13.42,2.0071
2013-02-18,26.93,13.50,1.9951
2013-02-19,29.41,13.59,2.1643
2013-02-20,29.82,13.68,2.1791
2013-02-21,29.82,13.78,2.1639
2013-02-22,30.47,13.88,2.1958
2013-02-23,29.81,13.97,2.1333
2013-02-24,29.88,14.07,2.1245
2013-02-25,30.35,14.16,2.1432
2013-02-26,31.16,14.26,2.1847
2013-02-27,31.24,14.36,2.1756
2013-02-28,33.38,14.47,2.3068
2013-03-01,34.61,14.58,2.3733
2013-03-02,34.14,14.69,2.3241
2013-03-03,34.45,14.80,2.3282
2013-03-04,36.38,14.91,2.4394
2013-03-05,40.67,15.06,2.7016
2013-03-06,43.28,15.21,2.8451
2013-03-07,41.95,15.38,2.7266
2013-03-08,43.90,15.55,2.8226
2013-03-09,46.89,15.74,2.9792
2013-03-10,46.07,15.92,2.8935
2013-03-11,48.28,16.11,2.9964
2013-03-12,44.41,16.28,2.7281
2013-03-13,47.02,16.46,2.8560
2013-03-14,46.93,16.64,2.8193
2013-03-15,46.90,16.82,2.7878
2013-03-16,47.16,17.01,2.7730
2013-03-17,47.33,17.19,2.7539
2013-03-18,51.37,17.39,2.9536
2013-03-19,59.50,17.64,3.3733
2013-03-20,63.69,17.91,3.5567
2013-03-21,70.92,18.21,3.8945
2013-03-22,69.85,18.51,3.7741
2013-03-23,64.38,18.78,3.4289
2013-03-24,71.69,19.08,3.7574
2013-03-25,74.31,19.40,3.8315
2013-03-26,78.61,19.73,3.9838
2013-03-27,88.85,20.12,4.4156
2013-03-28,87.67,20.51,4.2756
2013-03-29,90.30,20.90,4.3201
2013-03-30,92.19,21.31,4.3269
2013-03-31,93.90,21.72,4.3234
2013-04-01,103.58,22.18,4.6700
2013-04-02,116.68,22.70,5.1390
2013-04-03,131.38,23.30,5.6381
2013-04-04,133.01,23.91,5.5631
2013-04-05,142.63,24.56,5.8067
2013-04-06,143.08,25.22,5.6742
2013-04-07,162.85,25.97,6.2712
2013-04-08,186.35,26.84,6.9436
2013-04-09,230.68,27.93,8.2594
2013-04-10,161.19,28.67,5.6214
2013-04-11,82.90,29.03,2.8559
2013-04-12,111.48,29.53,3.7756
2013-04-13,97.61,29.95,3.2588
2013-04-14,88.86,30.33,2.9293
2013-04-15,80.87,30.68,2.6363
2013-04-16,68.28,30.96,2.2057
2013-04-17,92.86,31.36,2.9613
2013-04-18,108.63,31.84,3.4116
2013-04-19,119.01,32.37,3.6762
2013-04-20,128.21,32.95,3.8909
2013-04-21,118.48,33.48,3.5391
2013-04-22,126.31,34.05,3.7101
2013-04-23,142.13,34.69,4.0968
2013-04-24,154.13,35.40,4.3539
2013-04-25,141.01,36.05,3.9119
2013-04-26,137.21,36.67,3.7413
2013-04-27,128.23,37.26,3.4418
2013-04-28,134.62,37.87,3.5550
2013-04-29,143.81,38.53,3.7327
2013-04-30,139.13,39.16,3.5526
2013-05-01,116.11,39.68,2.9260
2013-05-02,106.34,40.16,2.6481
2013-05-03,96.32,40.58,2.3736
2013-05-04,112.50,41.08,2.7383
2013-05-05,116.49,41.61,2.7999
2013-05-06,112.12,42.11,2.6628
2013-05-07,111.61,42.61,2.6196
2013-05-08,113.14,43.11,2.6242
2013-05-09,111.97,43.61,2.5674
2013-05-10,117.69,44.14,2.6661
2013-05-11,115.50,44.66,2.5860
2013-05-12,114.89,45.18,2.5429
2013-05-13,117.40,45.71,2.5683
2013-05-14,107.87,46.20,2.3347
2013-05-15,108.99,46.69,2.3341
2013-05-16,112.92,47.20,2.3921
2013-05-17,117.28,47.74,2.4568
2013-05-18,118.17,48.27,2.4479
2013-05-19,117.03,48.80,2.3980
2013-05-20,117.82,49.34,2.3879
2013-05-21,117.25,49.87,2.3510
2013-05-22,118.98,50.42,2.3600
2013-05-23,123.73,50.98,2.4270
2013-05-24,128.97,51.57,2.5008
2013-05-25,128.84,52.16,2.4701
2013-05-26,130.16,52.76,2.4671
2013-05-27,126.39,53.33,2.3698
2013-05-28,125.90,53.91,2.3355
2013-05-29,129.56,54.50,2.3772
2013-05-30,126.51,55.08,2.2968
2013-05-31,127.82,55.67,2.2961
2013-06-01,128.79,56.25,2.2894
2013-06-02,122.63,56.81,2.1584
2013-06-03,122.95,57.37,2.1430
2013-06-04,120.19,57.91,2.0753
2013-06-05,120.87,58.46,2.0676
2013-06-06,119.05,59.00,2.0180
2013-06-07,110.20,59.49,1.8524
2013-06-08,109.18,59.98,1.8204
2013-06-09,99.90,60.42,1.6536
2013-06-10,104.36,60.88,1.7142
2013-06-11,107.51,61.35,1.7523
2013-06-12,106.38,61.82,1.7207
2013-06-13,101.32,62.27,1.6272
2013-06-14,99.21,62.70,1.5823
2013-06-15,99.88,63.14,1.5818
2013-06-16,99.04,63.57,1.5578
2013-06-17,100.13,64.01,1.5642
2013-06-18,104.29,64.47,1.6176
2013-06-19,104.42,64.93,1.6081
2013-06-20,104.32,65.39,1.5954
2013-06-21,101.42,65.83,1.5405
2013-06-22,100.04,66.27,1.5096
2013-06-23,100.31,66.70,1.5039
2013-06-24,99.05,67.13,1.4754
2013-06-25,97.83,67.55,1.4483
2013-06-26,98.65,67.98,1.4512
2013-06-27,96.80,68.39,1.4154
2013-06-28,89.42,68.77,1.3003
2013-06-29,88.80,69.15,1.2841
2013-06-30,89.48,69.53,1.2870
2013-07-01,82.87,69.87,1.1859
2013-07-02,87.82,70.25,1.2501
2013-07-03,77.69,70.57,1.1010
2013-07-04,79.13,70.90,1.1162
2013-07-05,67.45,71.17,0.9477
2013-07-06,66.34,71.43,0.9287
2013-07-07,72.11,71.72,1.0054
2013-07-08,73.99,72.03,1.0272
2013-07-09,74.89,72.33,1.0354
2013-07-10,85.01,72.69,1.1695
2013-07-11,87.50,73.06,1.1976
2013-07-12,90.05,73.45,1.2260
2013-07-13,91.59,73.84,1.2405
2013-07-14,89.89,74.22,1.2112
2013-07-15,93.80,74.62,1.2570
2013-07-16,91.78,75.01,1.2235
2013-07-17,91.03,75.40,1.2073
2013-07-18,84.96,75.76,1.1215
2013-07-19,86.24,76.12,1.1329
2013-07-20,84.91,76.48,1.1102
2013-07-21,85.66,76.84,1.1148
2013-07-22,85.65,77.20,1.1094
2013-07-23,86.98,77.57,1.1213
2013-07-24,88.15,77.94,1.1310
2013-07-25,90.17,78.33,1.1511
2013-07-26,89.98,78.71,1.1432
2013-07-27,88.17,79.08,1.1149
2013-07-28,92.75,79.48,1.1670
2013-07-29,93.30,79.87,1.1681
2013-07-30,96.66,80.28,1.2040
2013-07-31,98.02,80.70,1.2146
2013-08-01,96.57,81.12,1.1905
2013-08-02,96.07,81.52,1.1785
2013-08-03,95.51,81.93,1.1657
2013-08-04,96.37,82.34,1.1704
2013-08-05,97.53,82.75,1.1786
2013-08-06,97.67,83.16,1.1745
2013-08-07,97.05,83.57,1.1614
2013-08-08,94.26,83.96,1.1227
2013-08-09,92.47,84.34,1.0965
2013-08-10,93.29,84.72,1.1012
2013-08-11,94.27,85.10,1.1078
2013-08-12,95.45,85.49,1.1164
2013-08-13,97.76,85.89,1.1381
2013-08-14,99.12,86.30,1.1485
2013-08-15,98.11,86.70,1.1315
2013-08-16,98.29,87.10,1.1285
2013-08-17,99.63,87.50,1.1386
2013-08-18,99.18,87.90,1.1283
2013-08-19,102.78,88.31,1.1639
2013-08-20,104.50,88.73,1.1777
2013-08-21,110.80,89.19,1.2424
2013-08-22,109.52,89.63,1.2219
2013-08-23,107.70,90.07,1.1957
2013-08-24,108.88,90.51,1.2030
2013-08-25,113.08,90.97,1.2431
2013-08-26,112.12,91.42,1.2264
2013-08-27,117.76,91.89,1.2815
2013-08-28,118.32,92.37,1.2810
2013-08-29,118.84,92.84,1.2800
2013-08-30,124.89,93.34,1.3379
2013-08-31,128.38,93.86,1.3678
2013-09-01,130.54,94.39,1.3830
2013-09-02,129.57,94.90,1.3653
2013-09-03,129.18,95.41,1.3540
2013-09-04,122.53,95.89,1.2779
2013-09-05,122.37,96.36,1.2699
2013-09-06,117.86,96.82,1.2173
2013-09-07,119.81,97.27,1.2318
2013-09-08,118.06,97.71,1.2082
2013-09-09,121.26,98.17,1.2352
2013-09-10,122.22,98.63,1.2392
2013-09-11,127.09,99.11,1.2822
2013-09-12,126.78,99.60,1.2729
2013-09-13,127.41,100.08,1.2730
2013-09-14,124.35,100.55,1.2367
2013-09-15,125.08,101.02,1.2382
2013-09-16,126.20,101.48,1.2436
2013-09-17,126.90,101.94,1.2448
2013-09-18,126.90,102.41,1.2392
2013-09-19,124.18,102.86,1.2073
2013-09-20,122.92,103.29,1.1901
2013-09-21,123.51,103.70,1.1910
2013-09-22,123.12,104.10,1.1827
2013-09-23,122.87,104.51,1.1757
2013-09-24,123.80,104.91,1.1801
2013-09-25,123.61,105.29,1.1740
2013-09-26,124.69,105.68,1.1798
2013-09-27,126.61,106.07,1.1935
2013-09-28,126.80,106.49,1.1907
2013-09-29,127.11,106.89,1.1892
2013-09-30,126.09,107.28,1.1753
2013-10-01,127.58,107.69,1.1847
2013-10-02,104.11,107.97,0.9642
2013-10-03,117.58,108.32,1.0854
2013-10-04,121.93,108.68,1.1220
2013-10-05,121.39,108.98,1.1139
2013-10-06,122.48,109.28,1.1208
2013-10-07,123.91,109.54,1.1311
2013-10-08,124.77,109.82,1.1361
2013-10-09,125.93,110.13,1.1435
2013-10-10,126.70,110.40,1.1477
2013-10-11,127.26,110.67,1.1499
2013-10-12,127.85,110.91,1.1527
2013-10-13,132.42,111.13,1.1915
2013-10-14,135.34,111.37,1.2152
2013-10-15,141.49,111.62,1.2676
2013-10-16,138.33,111.85,1.2367
2013-10-17,143.75,112.10,1.2823
2013-10-18,152.78,112.35,1.3598
2013-10-19,165.77,112.60,1.4723
2013-10-20,166.50,112.77,1.4764
2013-10-21,179.91,113.01,1.5921
2013-10-22,190.40,113.24,1.6813
2013-10-23,204.60,113.55,1.8018
2013-10-24,194.41,113.71,1.7097
2013-10-25,185.64,113.71,1.6327
2013-10-26,179.81,113.45,1.5849
2013-10-27,194.55,113.62,1.7123
2013-10-28,196.27,114.19,1.7189
2013-10-29,204.43,114.65,1.7831
2013-10-30,197.90,115.15,1.7186
2013-10-31,203.28,115.72,1.7566
2013-11-01,203.04,116.33,1.7453
2013-11-02,204.79,117.02,1.7501
2013-11-03,210.28,117.60,1.7880
2013-11-04,228.79,118.21,1.9355
2013-11-05,243.64,118.83,2.0504
2013-11-06,263.21,119.50,2.2025
2013-11-07,290.12,120.36,2.4104
2013-11-08,333.75,121.40,2.7492
2013-11-09,331.05,122.34,2.7059
2013-11-10,327.56,123.21,2.6585
2013-11-11,342.70,124.22,2.7588
2013-11-12,354.65,125.31,2.8302
2013-11-13,394.50,126.64,3.1152
2013-11-14,416.71,128.05,3.2543
2013-11-15,408.40,129.37,3.1568
2013-11-16,435.80,130.85,3.3304
2013-11-17,485.34,132.70,3.6574
2013-11-18,657.78,135.46,4.8560
2013-11-19,546.88,137.71,3.9712
2013-11-20,595.34,140.12,4.2486
2013-11-21,720.76,143.15,5.0352
2013-11-22,802.92,146.60,5.4769
2013-11-23,834.30,150.21,5.5541
2013-11-24,807.17,153.68,5.2521
2013-11-25,816.24,157.20,5.1922
2013-11-26,916.10,161.20,5.6831
2013-11-27,962.91,165.43,5.8205
2013-11-28,1007.39,169.90,5.9294
2013-11-29,1128.73,174.95,6.4516
2013-11-30,1119.30,180.01,6.2180
2013-12-01,964.49,184.29,5.2336
2013-12-02,1040.81,188.93,5.5090
2013-12-03,1053.62,193.61,5.4420
2013-12-04,1134.93,198.69,5.7120
2013-12-05,1027.41,203.24,5.0551
2013-12-06,824.58,206.78,3.9878
2013-12-07,703.75,209.71,3.3558
2013-12-08,783.57,213.03,3.6782
2013-12-09,896.08,216.90,4.1314
2013-12-10,977.17,221.14,4.4188
2013-12-11,875.46,224.87,3.8932
2013-12-12,873.32,228.59,3.8206
2013-12-13,879.16,232.35,3.7838
2013-12-14,852.86,235.98,3.6140
2013-12-15,864.06,239.66,3.6054
2013-12-16,677.89,242.41,2.7964
2013-12-17,682.63,245.19,2.7841
2013-12-18,526.12,247.17,2.1285
2013-12-19,685.53,249.99,2.7422
2013-12-20,600.22,252.37,2.3783
2013-12-21,597.03,254.76,2.3435
2013-12-22,615.01,257.23,2.3909
2013-12-23,657.93,259.92,2.5312
2013-12-24,650.66,262.63,2.4775
2013-12-25,678.29,265.47,2.5550
2013-12-26,750.00,268.72,2.7910
2013-12-27,722.57,271.81,2.6583
2013-12-28,715.85,274.86,2.6045
2013-12-29,727.27,277.96,2.6165
2013-12-30,735.74,281.13,2.6171
2013-12-31,729.56,284.28,2.5663
2014-01-01,752.40,287.55,2.6166
2014-01-02,784.95,290.98,2.6977
2014-01-03,807.22,294.51,2.7409
2014-01-04,828.60,298.13,2.7793
2014-01-05,902.49,302.12,2.9871
2014-01-06,914.46,306.17,2.9867
2014-01-07,803.35,309.68,2.5941
2014-01-08,820.69,313.29,2.6196
2014-01-09,831.33,316.94,2.6230
2014-01-10,853.30,320.71,2.6606
2014-01-11,889.56,324.67,2.7399
2014-01-12,845.19,328.40,2.5736
2014-01-13,822.88,332.03,2.4783
2014-01-14,815.29,335.66,2.4289
2014-01-15,841.09,339.43,2.4780
2014-01-16,815.85,343.06,2.3782
2014-01-17,792.83,346.61,2.2874
2014-01-18,809.78,350.22,2.3122
2014-01-19,838.43,354.02,2.3683
2014-01-20,828.89,357.77,2.3168
2014-01-21,823.82,361.55,2.2786
2014-01-22,818.98,365.31,2.2418
2014-01-23,810.92,369.01,2.1976
2014-01-24,781.04,372.54,2.0965
2014-01-25,804.40,376.19,2.1383
2014-01-26,814.50,379.84,2.1443
2014-01-27,742.70,383.12,1.9386
2014-01-28,790.18,386.62,2.0438
2014-01-29,793.38,390.12,2.0337
2014-01-30,799.47,393.67,2.0308
2014-01-31,803.24,397.22,2.0221
2014-02-01,813.22,400.83,2.0289
2014-02-02,814.49,404.44,2.0139
2014-02-03,807.00,408.05,1.9777
2014-02-04,800.08,411.62,1.9437
2014-02-05,784.47,415.12,1.8897
2014-02-06,763.57,418.51,1.8245
2014-02-07,711.57,421.64,1.6876
2014-02-08,677.68,424.59,1.5961
2014-02-09,687.41,427.59,1.6076
2014-02-10,685.46,430.57,1.5920
2014-02-11,671.90,433.48,1.5500
2014-02-12,653.77,436.30,1.4984
2014-02-13,612.92,438.91,1.3965
2014-02-14,668.79,441.78,1.5138
2014-02-15,654.38,444.57,1.4719
2014-02-16,623.25,447.20,1.3937
2014-02-17,631.33,449.87,1.4034
2014-02-18,627.27,452.53,1.3862
2014-02-19,623.54,455.17,1.3699
2014-02-20,563.77,457.50,1.2323
2014-02-21,580.32,459.92,1.2618
2014-02-22,607.12,462.47,1.3128
2014-02-23,610.08,465.03,1.3119
2014-02-24,542.27,467.27,1.1605
2014-02-25,533.71,469.48,1.1368
2014-02-26,587.58,471.95,1.2450
2014-02-27,585.39,474.40,1.2340
2014-02-28,551.29,476.68,1.1565
2014-03-01,567.53,479.03,1.1848
2014-03-02,558.53,481.33,1.1604
2014-03-03,676.51,484.22,1.3971
2014-03-04,674.51,487.10,1.3847
2014-03-05,670.34,489.96,1.3682
2014-03-06,667.71,492.80,1.3549
2014-03-07,631.77,495.44,1.2752
2014-03-08,621.52,498.03,1.2480
2014-03-09,640.58,500.68,1.2794
2014-03-10,628.15,503.27,1.2481
2014-03-11,633.73,505.90,1.2527
2014-03-12,634.65,508.53,1.2480
2014-03-13,643.43,511.18,1.2587
2014-03-14,628.31,513.76,1.2230
2014-03-15,636.22,516.35,1.2321
2014-03-16,634.17,518.93,1.2221
2014-03-17,622.76,521.45,1.1943
2014-03-18,614.31,523.90,1.1726
2014-03-19,610.51,526.31,1.1600
2014-03-20,586.61,528.59,1.1098
2014-03-21,569.69,530.79,1.0733
2014-03-22,564.70,532.97,1.0595
2014-03-23,558.96,535.15,1.0445
2014-03-24,585.02,537.47,1.0885
2014-03-25,583.77,539.79,1.0815
2014-03-26,579.24,542.09,1.0685
2014-03-27,483.16,543.92,0.8883
2014-03-28,498.66,545.80,0.9136
2014-03-29,489.52,547.64,0.8939
2014-03-30,458.97,549.30,0.8355
2014-03-31,455.36,550.94,0.8265
2014-04-01,479.01,552.70,0.8667
2014-04-02,439.01,554.27,0.7920
2014-04-03,449.44,555.90,0.8085
2014-04-04,449.72,557.51,0.8067
2014-04-05,461.68,559.19,0.8256
2014-04-06,458.63,560.85,0.8178
2014-04-07,448.66,562.47,0.7977
2014-04-08,452.80,564.12,0.8027
2014-04-09,442.84,565.71,0.7828
2014-04-10,366.91,566.93,0.6472
2014-04-11,421.94,568.43,0.7423
2014-04-12,424.27,569.93,0.7444
2014-04-13,416.36,571.40,0.7287
2014-04-14,461.11,573.08,0.8046
2014-04-15,521.62,575.05,0.9071
2014-04-16,531.48,577.08,0.9210
2014-04-17,499.84,578.94,0.8634
2014-04-18,483.02,580.72,0.8318
2014-04-19,504.37,582.61,0.8657
2014-04-20,501.56,584.60,0.8580
2014-04-21,498.08,586.50,0.8493
2014-04-22,489.50,588.34,0.8320
2014-04-23,490.63,590.18,0.8313
2014-04-24,503.29,592.09,0.8500
2014-04-25,466.43,593.80,0.7855
2014-04-26,459.23,595.47,0.7712
2014-04-27,438.71,597.03,0.7348
2014-04-28,441.55,598.61,0.7376
2014-04-29,447.71,600.21,0.7459
2014-04-30,448.88,601.82,0.7459
2014-05-01,460.19,603.46,0.7626
2014-05-02,452.24,605.04,0.7475
2014-05-03,438.98,606.53,0.7238
2014-05-04,436.68,608.02,0.7182
2014-05-05,432.34,609.46,0.7094
2014-05-06,430.13,610.85,0.7041
2014-05-07,442.18,612.23,0.7222
2014-05-08,440.40,613.60,0.7177
2014-05-09,452.70,614.96,0.7361
2014-05-10,456.76,616.30,0.7411
2014-05-11,439.11,617.47,0.7112
2014-05-12,441.28,618.70,0.7132
2014-05-13,439.01,619.97,0.7081
2014-05-14,444.85,621.30,0.7160
2014-05-15,446.96,622.56,0.7179
2014-05-16,448.74,623.82,0.7193
2014-05-17,449.22,625.04,0.7187
2014-05-18,446.96,626.29,0.7137
2014-05-19,447.40,627.51,0.7130
2014-05-20,490.34,628.95,0.7796
2014-05-21,493.93,630.39,0.7835
2014-05-22,526.81,631.97,0.8336
2014-05-23,523.70,633.45,0.8267
2014-05-24,527.69,634.87,0.8312
2014-05-25,573.31,636.42,0.9008
2014-05-26,584.85,637.89,0.9168
2014-05-27,573.93,639.09,0.8980
2014-05-28,579.19,640.33,0.9045
2014-05-29,570.35,641.55,0.8890
2014-05-30,620.85,642.94,0.9656
2014-05-31,627.89,644.31,0.9745
2014-06-01,630.07,645.48,0.9761
2014-06-02,663.51,646.72,1.0260
2014-06-03,672.39,648.04,1.0376
2014-06-04,643.89,649.08,0.9920
2014-06-05,661.50,649.96,1.0178
2014-06-06,650.13,649.92,1.0003
2014-06-07,656.80,650.47,1.0097
2014-06-08,657.82,650.78,1.0108
2014-06-09,648.34,650.42,0.9968
2014-06-10,650.94,649.66,1.0020
2014-06-11,631.49,648.65,0.9735
2014-06-12,591.98,647.57,0.9141
2014-06-13,597.04,646.47,0.9235
